"","beta","r","logm1","logm2","sensrate","prop"
"288",0.33603,0.401694,0.486857,2.86749,0.203469,0.291209
"289",0.297463,0.477504,0.182976,2.03248,0.183009,0.272756
"290",0.29119,0.455341,0.186895,3.11152,0.15632,0.298639
"291",0.304658,0.302119,0.117275,5.29264,0.129425,0.357163
"292",0.305347,0.378587,0.32714,5.99049,0.0999588,0.411858
"293",0.300025,0.51047,0.833468,5.05197,0.103254,0.394636
"294",0.310566,0.438571,0.626313,5.53166,0.103679,0.393953
"295",0.313104,0.571401,0.361909,5.05915,0.123305,0.413303
"296",0.312515,0.276396,0.289203,3.36154,0.144674,0.300206
"297",0.353874,0.263168,0.675811,2.4062,0.165,0.244837
"298",0.277872,0.666496,0.435015,3.89206,0.159256,0.307175
"299",0.362815,0.104779,0.672314,3.41749,0.150266,0.29303
"300",0.353072,0.232253,0.334631,3.26057,0.152446,0.340494
"301",0.257265,0.648837,0.473172,2.9404,0.133219,0.303045
"302",0.346144,0.592743,1.44611,3.67669,0.188775,0.273272
"303",0.344275,0.579844,1.30303,2.58495,0.159085,0.24454
"304",0.271559,0.311611,0.404702,4.88887,0.189996,0.274759
"305",0.309798,0.559216,0.609205,4.79937,0.151779,0.254429
"306",0.323949,0.227531,0.580276,4.13773,0.191808,0.25169
"307",0.337373,0.238752,0.722782,4.68176,0.184491,0.277864
"308",0.337373,0.238752,0.722782,4.68176,0.184491,0.277864
"309",0.293963,0.500835,0.837931,5.54434,0.156669,0.234444
"310",0.303303,0.353627,1.2304,4.95635,0.14971,0.266244
"311",0.329891,0.399588,0.92734,3.18527,0.153248,0.281822
"312",0.318891,0.208052,0.966796,6.12045,0.143794,0.275822
"313",0.31293,0.526955,0.588873,3.35302,0.156952,0.283857
"314",0.33555,0.342362,0.533645,1.64538,0.157986,0.272846
"315",0.346947,0.353374,0.710043,1.79509,0.163124,0.244103
"316",0.326713,0.368694,0.216771,4.0704,0.152625,0.313059
"317",0.32594,0.176988,0.0636694,3.76089,0.13538,0.378404
"318",0.318588,0.231358,0.287751,8.95976,0.145036,0.309766
"319",0.332753,0.548865,1.39409,1.19359,0.188619,0.219616
"320",0.300516,0.392322,0.510306,4.8274,0.142054,0.319858
"321",0.321026,0.523461,0.506831,3.92777,0.142816,0.337975
"322",0.323315,0.36968,0.758906,5.71213,0.144205,0.304916
"323",0.37855,0.344083,1.0282,2.68107,0.136251,0.359579
"324",0.314947,0.418921,0.582962,3.1285,0.136975,0.301449
"325",0.333428,0.208445,0.800683,3.01996,0.182865,0.253467
"326",0.307,0.526983,1.39773,3.5434,0.182801,0.256783
"327",0.302856,0.276163,0.276615,1.5601,0.163158,0.273144
"328",0.343676,0.257581,0.949839,5.53515,0.14112,0.302486
"329",0.343676,0.257581,0.949839,5.53515,0.14112,0.302486
"330",0.346797,0.244467,0.968593,3.27484,0.135756,0.308613
"331",0.344818,0.334589,0.669713,3.74782,0.175095,0.299344
"332",0.355328,0.255656,0.927943,3.73993,0.185371,0.311632
"333",0.346573,0.296249,1.28274,3.55365,0.186296,0.31091
"334",0.341443,0.330848,0.309665,2.60676,0.175556,0.314548
"335",0.316151,0.348006,1.1457,3.70523,0.130714,0.280882
"336",0.32593,0.333689,0.729444,3.44601,0.142477,0.284705
"337",0.330702,0.224971,0.128724,2.85462,0.15228,0.332413
"338",0.303577,0.176174,0.151567,2.74524,0.151411,0.267395
"339",0.31269,0.267159,0.129975,1.92893,0.129151,0.31338
"340",0.30384,0.608424,0.292153,3.42105,0.21167,0.269515
"341",0.302045,0.25853,1.12358,3.24755,0.112867,0.312871
"342",0.302686,0.475792,0.576725,3.25753,0.128129,0.258678
"343",0.326561,0.36859,1.47188,3.13527,0.150958,0.31907
"344",0.324673,0.135914,0.0487859,3.46977,0.121882,0.356711
"345",0.321469,0.539745,0.701172,2.84723,0.111571,0.327724
"346",0.31619,0.297456,0.549346,4.62281,0.143525,0.31422
"347",0.321914,0.338601,0.967503,3.78967,0.150518,0.304222
"348",0.327501,0.203075,0.250015,4.67323,0.163856,0.256611
"349",0.328706,0.391913,0.91812,4.66923,0.135741,0.337449
"350",0.286644,0.382324,0.388688,4.58955,0.141913,0.367776
"351",0.356701,0.254859,1.19036,2.17236,0.1543,0.297774
"352",0.331128,0.274395,0.775693,2.5063,0.157579,0.25029
"353",0.330639,0.28574,0.618344,2.31307,0.15422,0.247875
"354",0.310132,0.189393,0.510777,2.20998,0.147756,0.265219
"355",0.369532,0.208201,0.550141,1.76227,0.142255,0.295986
"356",0.30872,0.484121,0.789954,3.53786,0.156347,0.262937
"357",0.332935,0.23167,0.557834,2.08453,0.130887,0.286912
"358",0.27488,0.597611,0.323546,2.91874,0.144443,0.341476
"359",0.338518,0.275507,1.56227,2.74847,0.151385,0.263523
"360",0.290415,0.718012,0.0194281,4.18992,0.155368,0.327664
"361",0.293406,0.498646,0.350588,3.07922,0.128077,0.362703
"362",0.260237,0.589193,0.940032,2.53601,0.162859,0.278323
"363",0.260283,0.671077,0.903769,2.39383,0.169328,0.267201
"364",0.275895,0.593022,0.501027,2.52658,0.162769,0.262028
"365",0.279403,0.584315,0.519881,2.78942,0.163524,0.263724
"366",0.289278,0.584962,0.771206,2.99266,0.157649,0.264697
"367",0.289278,0.584962,0.771206,2.99266,0.157649,0.264697
"368",0.27809,0.517785,0.396794,4.2843,0.146898,0.303588
"369",0.312875,0.5766,1.31284,3.50502,0.162533,0.242762
"370",0.265186,0.503308,0.675046,3.59079,0.156252,0.28218
"371",0.339222,0.336323,0.420986,3.62903,0.149356,0.289194
"372",0.290342,0.48197,0.500394,3.67166,0.167113,0.333294
"373",0.302925,0.357325,0.567363,4.308,0.160582,0.33601
"374",0.306807,0.361546,0.324895,3.23953,0.151136,0.334441
"375",0.319329,0.438898,0.302243,2.70272,0.164164,0.305288
"376",0.324351,0.352499,0.445849,3.28163,0.162711,0.247023
"377",0.300092,0.437063,0.446163,2.47175,0.179891,0.274781
"378",0.336064,0.303433,0.269508,1.50788,0.161038,0.291857
"379",0.331872,0.226691,0.808498,1.60878,0.151004,0.280846
"380",0.267499,0.510015,0.303021,4.24077,0.162179,0.283628
"381",0.361463,0.323546,0.885158,3.14431,0.140324,0.322926
"382",0.34813,0.563243,1.19104,2.83602,0.139844,0.319471
"383",0.345075,0.565137,1.426,2.79034,0.144476,0.313668
"384",0.351187,0.465336,1.03549,4.45174,0.133921,0.334965
"385",0.314901,0.25603,0.390964,3.15304,0.152217,0.298201
"386",0.35437,0.295689,1.39275,2.58567,0.163155,0.253549
"387",0.380482,0.278497,1.26011,2.13287,0.191573,0.266819
"388",0.388442,0.226592,1.50571,2.29164,0.193774,0.278924
"389",0.353839,0.139602,1.77994,1.22374,0.183612,0.205606
"390",0.356486,0.14812,1.69643,1.3075,0.174562,0.200694
"391",0.334256,0.144605,0.980779,1.79963,0.174375,0.212697
"392",0.322495,0.244883,0.515223,2.56288,0.177737,0.198349
"393",0.324709,0.312052,0.778947,3.85284,0.17812,0.29511
"394",0.297928,0.262944,0.738577,3.173,0.175609,0.244092
"395",0.285751,0.266782,0.533853,4.59871,0.174016,0.281231
"396",0.297763,0.261257,0.225875,2.69427,0.18284,0.271846
"397",0.3023,0.587011,0.883179,2.62546,0.182482,0.236701
"398",0.317038,0.473816,1.22469,2.78989,0.171375,0.261165
"399",0.317038,0.473816,1.22469,2.78989,0.171375,0.261165
"400",0.36616,0.201457,0.701185,2.84499,0.165885,0.287888
"401",0.28684,0.490327,0.726325,2.87446,0.155532,0.233723
"402",0.317276,0.49545,0.865864,2.38399,0.150214,0.265412
"403",0.317276,0.49545,0.865864,2.38399,0.150214,0.265412
"404",0.275544,0.566836,0.436818,3.50139,0.181285,0.264286
"405",0.2816,0.79783,0.881052,2.09063,0.173098,0.284593
"406",0.294054,0.247737,0.30698,3.80897,0.151713,0.29674
"407",0.337288,0.284075,0.421711,3.93869,0.171363,0.274821
"408",0.343896,0.236285,0.505545,2.40324,0.156984,0.342228
"409",0.33866,0.25916,1.1651,8.16081,0.127893,0.302609
"410",0.304175,0.242233,0.302306,2.99528,0.176762,0.311329
"411",0.319362,0.269614,0.418764,2.94374,0.178931,0.293876
"412",0.313613,0.3656,0.206408,2.88508,0.172937,0.297296
"413",0.306842,0.295082,0.590035,2.9696,0.132369,0.311674
"414",0.347101,0.478091,1.19381,2.96606,0.18496,0.292013
"415",0.346151,0.546195,1.23673,3.78268,0.162203,0.317703
"416",0.331758,0.427213,0.722527,3.06581,0.180656,0.303835
"417",0.34969,0.213544,1.81632,2.25185,0.159179,0.254525
"418",0.34969,0.213544,1.81632,2.25185,0.159179,0.254525
"419",0.336144,0.239419,1.57569,2.22359,0.156857,0.249512
"420",0.317964,0.296511,0.685954,3.94532,0.178469,0.287348
"421",0.31187,0.268864,0.282471,3.76054,0.181688,0.308102
"422",0.312728,0.227163,0.113097,3.94763,0.18289,0.271662
