# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = SIR_typhi_notheta_norI2_jun3_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 50
#       term_buffer = 45
#       window = 5
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 4
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = temp.data.R
# init = temp.init.R
# random
#   seed = 1596552506
# output
#   file = outputnotheta_norI2_3jun.csv
#   diagnostic_file =  (Default)
#   refresh = 10
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,beta,logm1,logm2,sensrate,logprop,r,params.1,params.2,params.3,params.4,params.5,params.6,params.7,params.8,blood.1,blood.2,blood.3,blood.4,blood.5,blood.6,blood.7,prop
# Adaptation terminated
# Step size = 0.354679
# Diagonal elements of inverse mass matrix:
# 0.00953172, 0.987204, 0.157232, 0.0161353, 0.0169729, 0.192843
155.932,0.906299,0.354679,3,7,0,0.333982,0.997854,3.87415,0.151216,0.428574,0.297148,0.123129,0.327045,0.333982,0.333982,0.333982,0.333982,0.333982,0.297148,0.260982,0.260982,0.743582,0.743582,0.743582,0.743582,0.743582,0.348563
155.233,1,0.354679,3,7,0,0.339975,0.243403,5.60626,0.135399,0.40003,0.361051,0.266525,0.338725,0.339975,0.339975,0.339975,0.339975,0.339975,0.361051,0.237229,0.237229,0.704353,0.704353,0.704353,0.704353,0.704353,0.3297
158.072,0.828176,0.354679,3,7,0,0.329115,0.392116,2.76747,0.136235,0.345878,0.264115,0.222358,0.30844,0.329115,0.329115,0.329115,0.329115,0.329115,0.264115,0.238504,0.238504,0.70657,0.70657,0.70657,0.70657,0.70657,0.292401
157.175,1,0.354679,3,7,0,0.303514,0.157211,3.57728,0.147682,0.415333,0.288327,0.25936,0.29503,0.303514,0.303514,0.303514,0.303514,0.303514,0.288327,0.25574,0.25574,0.735295,0.735295,0.735295,0.735295,0.735295,0.339879
158.344,0.975144,0.354679,4,15,0,0.336627,1.38535,2.74715,0.152074,0.290735,0.239138,0.0842359,0.315046,0.336627,0.336627,0.336627,0.336627,0.336627,0.239138,0.262248,0.262248,0.745553,0.745553,0.745553,0.745553,0.745553,0.252286
159.127,0.928817,0.354679,4,15,0,0.324874,0.782935,2.65325,0.155887,0.353779,0.341498,0.148488,0.301996,0.324874,0.324874,0.324874,0.324874,0.324874,0.341498,0.267852,0.267852,0.754137,0.754137,0.754137,0.754137,0.754137,0.29797
157.236,0.974436,0.354679,3,7,0,0.354263,0.574701,1.72877,0.153719,0.350416,0.314663,0.199405,0.29138,0.354263,0.354263,0.354263,0.354263,0.354263,0.314663,0.264672,0.264672,0.749294,0.749294,0.749294,0.749294,0.749294,0.295605
154.824,0.925408,0.354679,3,7,0,0.357296,0.966327,6.44223,0.147991,0.370476,0.44471,0.135943,0.356727,0.357296,0.357296,0.357296,0.357296,0.357296,0.44471,0.2562,0.2562,0.73603,0.73603,0.73603,0.73603,0.73603,0.309594
156.964,0.852788,0.354679,3,7,0,0.319302,0.982288,3.44272,0.13109,0.346393,0.560588,0.119564,0.309092,0.319302,0.319302,0.319302,0.319302,0.319302,0.560588,0.230628,0.230628,0.692663,0.692663,0.692663,0.692663,0.692663,0.292765
154.97,0.579541,0.354679,4,15,0,0.357383,0.432599,2.52829,0.135541,0.398702,0.0947211,0.231877,0.328865,0.357383,0.357383,0.357383,0.357383,0.357383,0.0947211,0.237446,0.237446,0.704731,0.704731,0.704731,0.704731,0.704731,0.328809
159.099,0.998045,0.354679,3,7,0,0.332705,0.586152,3.37915,0.166531,0.334757,0.289067,0.185138,0.321368,0.332705,0.332705,0.332705,0.332705,0.332705,0.289067,0.283274,0.283274,0.776596,0.776596,0.776596,0.776596,0.776596,0.284488
158.932,0.991612,0.354679,3,7,0,0.345845,1.06927,2.63118,0.160912,0.319563,0.252558,0.118715,0.320946,0.345845,0.345845,0.345845,0.345845,0.345845,0.252558,0.275174,0.275174,0.765009,0.765009,0.765009,0.765009,0.765009,0.273534
157.399,0.932821,0.354679,3,7,0,0.34422,0.857435,3.65823,0.176871,0.279172,0.171813,0.146035,0.335346,0.34422,0.34422,0.34422,0.34422,0.34422,0.171813,0.297945,0.297945,0.79645,0.79645,0.79645,0.79645,0.79645,0.24359
157.399,0.804377,0.354679,2,3,0,0.34422,0.857435,3.65823,0.176871,0.279172,0.171813,0.146035,0.335346,0.34422,0.34422,0.34422,0.34422,0.34422,0.171813,0.297945,0.297945,0.79645,0.79645,0.79645,0.79645,0.79645,0.24359
157.885,0.917095,0.354679,4,15,0,0.312034,0.359663,2.86244,0.165138,0.383715,0.302122,0.217772,0.294208,0.312034,0.312034,0.312034,0.312034,0.312034,0.302122,0.281275,0.281275,0.773779,0.773779,0.773779,0.773779,0.773779,0.318675
156.541,0.78982,0.354679,3,7,0,0.338243,0.301429,2.2141,0.161693,0.403917,0.194568,0.250219,0.301289,0.338243,0.338243,0.338243,0.338243,0.338243,0.194568,0.276305,0.276305,0.766655,0.766655,0.766655,0.766655,0.766655,0.332301
157.509,0.98606,0.354679,3,7,0,0.361905,1.208,3.51278,0.136043,0.356199,0.18369,0.108135,0.351115,0.361905,0.361905,0.361905,0.361905,0.361905,0.18369,0.238211,0.238211,0.706062,0.706062,0.706062,0.706062,0.706062,0.299667
158.11,0.942145,0.354679,4,15,0,0.3506,0.67319,3.55659,0.147547,0.370295,0.177977,0.178834,0.340596,0.3506,0.3506,0.3506,0.3506,0.3506,0.177977,0.255539,0.255539,0.734974,0.734974,0.734974,0.734974,0.734974,0.309469
156.398,0.92701,0.354679,4,15,0,0.361408,0.751598,3.65196,0.134042,0.399393,0.406713,0.170445,0.352033,0.361408,0.361408,0.361408,0.361408,0.361408,0.406713,0.235157,0.235157,0.700721,0.700721,0.700721,0.700721,0.700721,0.329273
152.447,0.906331,0.354679,3,7,0,0.355976,1.35351,4.36782,0.13096,0.464464,0.587407,0.0919602,0.351463,0.355976,0.355976,0.355976,0.355976,0.355976,0.587407,0.230428,0.230428,0.692304,0.692304,0.692304,0.692304,0.692304,0.371528
152.413,0.644854,0.354679,2,3,0,0.369621,1.14901,5.29891,0.136258,0.426319,0.563253,0.117151,0.367774,0.369621,0.369621,0.369621,0.369621,0.369621,0.563253,0.238539,0.238539,0.706632,0.706632,0.706632,0.706632,0.706632,0.347092
152.167,0.956603,0.354679,4,15,0,0.258186,0.196159,2.09007,0.126833,0.36463,0.401235,0.212198,0.226254,0.258186,0.258186,0.258186,0.258186,0.258186,0.401235,0.224049,0.224049,0.68066,0.68066,0.68066,0.68066,0.68066,0.305547
153.457,0.991367,0.354679,3,7,0,0.263061,0.293876,2.48129,0.119441,0.354643,0.456944,0.196077,0.241059,0.263061,0.263061,0.263061,0.263061,0.263061,0.456944,0.212493,0.212493,0.658692,0.658692,0.658692,0.658692,0.658692,0.298576
155.418,0.976026,0.354679,3,7,0,0.281702,0.818659,2.48011,0.135513,0.391263,0.413764,0.124237,0.258114,0.281702,0.281702,0.281702,0.281702,0.281702,0.413764,0.237404,0.237404,0.704657,0.704657,0.704657,0.704657,0.704657,0.323797
156.236,1,0.354679,3,7,0,0.279736,0.376576,2.24386,0.138477,0.391281,0.488016,0.191957,0.250071,0.279736,0.279736,0.279736,0.279736,0.279736,0.488016,0.241911,0.241911,0.712431,0.712431,0.712431,0.712431,0.712431,0.32381
157.185,0.967607,0.354679,4,15,0,0.323069,1.56848,4.88965,0.157065,0.331763,0.411468,0.0673155,0.320638,0.323069,0.323069,0.323069,0.323069,0.323069,0.411468,0.269576,0.269576,0.75673,0.75673,0.75673,0.75673,0.75673,0.282342
155.885,0.989348,0.354679,3,7,0,0.334681,1.0788,3.71171,0.147053,0.260409,0.346706,0.113792,0.326503,0.334681,0.334681,0.334681,0.334681,0.334681,0.346706,0.254803,0.254803,0.733792,0.733792,0.733792,0.733792,0.733792,0.229264
153.073,0.832282,0.354679,3,7,0,0.325392,0.567863,3.93606,0.143574,0.255574,0.342882,0.184411,0.319038,0.325392,0.325392,0.325392,0.325392,0.325392,0.342882,0.249599,0.249599,0.725325,0.725325,0.725325,0.725325,0.725325,0.225528
156.572,1,0.354679,3,7,0,0.295379,0.0976245,2.8327,0.162762,0.389345,0.486154,0.267906,0.277995,0.295379,0.295379,0.295379,0.295379,0.295379,0.486154,0.277851,0.277851,0.768889,0.768889,0.768889,0.768889,0.768889,0.3225
156.657,0.893505,0.354679,4,11,0,0.326871,0.112304,2.88305,0.143738,0.354584,0.299224,0.292148,0.308578,0.326871,0.326871,0.326871,0.326871,0.326871,0.299224,0.249845,0.249845,0.725729,0.725729,0.725729,0.725729,0.725729,0.298534
157.41,0.970131,0.354679,3,7,0,0.310293,0.379178,2.80616,0.131457,0.335059,0.277905,0.212372,0.29154,0.310293,0.310293,0.310293,0.310293,0.310293,0.277905,0.231192,0.231192,0.693676,0.693676,0.693676,0.693676,0.693676,0.284704
156.502,0.976792,0.354679,4,15,0,0.308733,1.18127,4.38169,0.145866,0.289441,0.226535,0.0947469,0.304872,0.308733,0.308733,0.308733,0.308733,0.308733,0.226535,0.253031,0.253031,0.730933,0.730933,0.730933,0.730933,0.730933,0.251318
155.862,0.984684,0.354679,3,7,0,0.32133,0.952213,2.61725,0.215506,0.287012,0.424701,0.123997,0.297872,0.32133,0.32133,0.32133,0.32133,0.32133,0.424701,0.350149,0.350149,0.856232,0.856232,0.856232,0.856232,0.856232,0.249497
158.583,0.9611,0.354679,3,7,0,0.310669,1.05921,2.63165,0.147116,0.310234,0.319527,0.107718,0.288313,0.310669,0.310669,0.310669,0.310669,0.310669,0.319527,0.254897,0.254897,0.733943,0.733943,0.733943,0.733943,0.733943,0.266725
156.627,0.950275,0.354679,3,7,0,0.360255,0.489558,2.6665,0.154817,0.402211,0.373925,0.220799,0.335219,0.360255,0.360255,0.360255,0.360255,0.360255,0.373925,0.266285,0.266285,0.751759,0.751759,0.751759,0.751759,0.751759,0.33116
158.232,0.987806,0.354679,3,7,0,0.331954,0.768454,3.16325,0.160487,0.345153,0.183515,0.153937,0.317917,0.331954,0.331954,0.331954,0.331954,0.331954,0.183515,0.274557,0.274557,0.764108,0.764108,0.764108,0.764108,0.764108,0.291888
158.232,0.725117,0.354679,4,11,0,0.331954,0.768454,3.16325,0.160487,0.345153,0.183515,0.153937,0.317917,0.331954,0.331954,0.331954,0.331954,0.331954,0.183515,0.274557,0.274557,0.764108,0.764108,0.764108,0.764108,0.764108,0.291888
158.232,0.768091,0.354679,4,11,0,0.331954,0.768454,3.16325,0.160487,0.345153,0.183515,0.153937,0.317917,0.331954,0.331954,0.331954,0.331954,0.331954,0.183515,0.274557,0.274557,0.764108,0.764108,0.764108,0.764108,0.764108,0.291888
158.384,0.985095,0.354679,2,3,0,0.3344,0.791408,3.05269,0.156779,0.328946,0.173557,0.151552,0.318606,0.3344,0.3344,0.3344,0.3344,0.3344,0.173557,0.269158,0.269158,0.756103,0.756103,0.756103,0.756103,0.756103,0.280318
158.876,0.994907,0.354679,3,7,0,0.335962,0.936528,2.37958,0.153049,0.301837,0.282135,0.131692,0.304855,0.335962,0.335962,0.335962,0.335962,0.335962,0.282135,0.263685,0.263685,0.747776,0.747776,0.747776,0.747776,0.747776,0.260541
156.457,0.844075,0.354679,4,11,0,0.291129,1.38727,3.91229,0.132643,0.315174,0.41594,0.0727114,0.285308,0.291129,0.291129,0.291129,0.291129,0.291129,0.41594,0.233014,0.233014,0.696929,0.696929,0.696929,0.696929,0.696929,0.270338
154.086,0.804666,0.354679,3,7,0,0.297616,0.0834455,2.24281,0.163584,0.435995,0.540245,0.273789,0.266021,0.297616,0.297616,0.297616,0.297616,0.297616,0.540245,0.279037,0.279037,0.770592,0.770592,0.770592,0.770592,0.770592,0.353379
151.982,0.994259,0.354679,3,7,0,0.285531,0.00432395,3.33371,0.125674,0.430626,0.58065,0.284299,0.275349,0.285531,0.285531,0.285531,0.285531,0.285531,0.58065,0.222248,0.222248,0.67731,0.67731,0.67731,0.67731,0.67731,0.349898
153.346,0.984177,0.354679,3,7,0,0.283753,0.00722046,3.47524,0.137813,0.400678,0.55435,0.281712,0.27497,0.283753,0.283753,0.283753,0.283753,0.283753,0.55435,0.240904,0.240904,0.710708,0.710708,0.710708,0.710708,0.710708,0.330135
153.505,0.989759,0.354679,4,15,0,0.291907,0.00540239,2.32195,0.145203,0.385223,0.487626,0.290335,0.263276,0.291907,0.291907,0.291907,0.291907,0.291907,0.487626,0.25204,0.25204,0.729322,0.729322,0.729322,0.729322,0.729322,0.319701
157.985,0.909449,0.354679,4,11,0,0.313652,0.139874,2.77177,0.148399,0.372689,0.306923,0.27271,0.294033,0.313652,0.313652,0.313652,0.313652,0.313652,0.306923,0.256807,0.256807,0.736998,0.736998,0.736998,0.736998,0.736998,0.31112
156.237,0.866012,0.354679,4,15,0,0.333169,0.191821,3.07219,0.159493,0.329947,0.36747,0.275016,0.317737,0.333169,0.333169,0.333169,0.333169,0.333169,0.36747,0.273115,0.273115,0.761989,0.761989,0.761989,0.761989,0.761989,0.281038
153.594,0.866731,0.354679,3,7,0,0.318078,0.0773666,4.2528,0.179414,0.358285,0.539184,0.294397,0.313553,0.318078,0.318078,0.318078,0.318078,0.318078,0.539184,0.301505,0.301505,0.801054,0.801054,0.801054,0.801054,0.801054,0.301126
154.403,1,0.354679,3,7,0,0.289191,0.115586,2.92459,0.184496,0.37258,0.625217,0.257624,0.273665,0.289191,0.289191,0.289191,0.289191,0.289191,0.625217,0.30857,0.30857,0.80995,0.80995,0.80995,0.80995,0.80995,0.311046
155.669,0.982568,0.354679,3,7,0,0.297883,1.7581,3.60549,0.149943,0.275878,0.301499,0.0513464,0.289788,0.297883,0.297883,0.297883,0.297883,0.297883,0.301499,0.259098,0.259098,0.740627,0.740627,0.740627,0.740627,0.740627,0.241094
156.967,1,0.354679,3,7,0,0.301703,1.36306,4.01613,0.154036,0.276406,0.298224,0.0771985,0.296266,0.301703,0.301703,0.301703,0.301703,0.301703,0.298224,0.265138,0.265138,0.750008,0.750008,0.750008,0.750008,0.750008,0.241495
156.533,0.941798,0.354679,3,7,0,0.321965,0.236358,1.79593,0.149755,0.366587,0.459467,0.254191,0.268528,0.321965,0.321965,0.321965,0.321965,0.321965,0.459467,0.258818,0.258818,0.740187,0.740187,0.740187,0.740187,0.740187,0.306904
156.95,0.993071,0.354679,3,7,0,0.309031,0.117794,2.18197,0.150454,0.357102,0.415459,0.274691,0.274166,0.309031,0.309031,0.309031,0.309031,0.309031,0.415459,0.259854,0.259854,0.741817,0.741817,0.741817,0.741817,0.741817,0.300299
157.369,0.996458,0.354679,4,15,0,0.294575,0.132447,3.46723,0.168255,0.354311,0.331013,0.258033,0.285383,0.294575,0.294575,0.294575,0.294575,0.294575,0.331013,0.285742,0.285742,0.780037,0.780037,0.780037,0.780037,0.780037,0.298343
155.556,0.97297,0.354679,3,7,0,0.273812,0.137867,4.31745,0.175124,0.29302,0.427009,0.238549,0.270161,0.273812,0.273812,0.273812,0.273812,0.273812,0.427009,0.295487,0.295487,0.793224,0.793224,0.793224,0.793224,0.793224,0.253993
158.945,0.965676,0.354679,4,15,0,0.310338,0.560249,2.72795,0.161058,0.33883,0.302149,0.177224,0.290057,0.310338,0.310338,0.310338,0.310338,0.310338,0.302149,0.275386,0.275386,0.765317,0.765317,0.765317,0.765317,0.765317,0.287397
157.008,0.951541,0.354679,4,15,0,0.33015,1.28671,3.10996,0.163196,0.314292,0.566341,0.0911804,0.315424,0.33015,0.33015,0.33015,0.33015,0.33015,0.566341,0.278478,0.278478,0.76979,0.76979,0.76979,0.76979,0.76979,0.269695
158.535,0.99631,0.354679,3,7,0,0.308673,0.691922,3.89884,0.14239,0.344093,0.276343,0.154526,0.302418,0.308673,0.308673,0.308673,0.308673,0.308673,0.276343,0.24782,0.24782,0.722382,0.722382,0.722382,0.722382,0.722382,0.291137
156.284,0.883852,0.354679,4,15,0,0.367142,1.03418,5.22844,0.131163,0.380519,0.225308,0.130526,0.365173,0.367142,0.367142,0.367142,0.367142,0.367142,0.225308,0.23074,0.23074,0.692866,0.692866,0.692866,0.692866,0.692866,0.316494
154.091,0.913129,0.354679,3,7,0,0.333582,0.546522,3.82571,0.109555,0.504798,0.15112,0.19313,0.326308,0.333582,0.333582,0.333582,0.333582,0.333582,0.15112,0.196767,0.196767,0.626933,0.626933,0.626933,0.626933,0.626933,0.396373
152.848,0.884441,0.354679,3,7,0,0.369818,0.102722,2.39369,0.124787,0.459493,0.16501,0.333716,0.336057,0.369818,0.369818,0.369818,0.369818,0.369818,0.16501,0.220867,0.220867,0.674725,0.674725,0.674725,0.674725,0.674725,0.368396
151.784,1,0.354679,3,7,0,0.33538,0.0510634,3.14664,0.128359,0.548573,0.127255,0.318684,0.32096,0.33538,0.33538,0.33538,0.33538,0.33538,0.127255,0.226413,0.226413,0.685015,0.685015,0.685015,0.685015,0.685015,0.422226
150.923,0.9814,0.354679,3,7,0,0.363482,0.0739728,6.3873,0.11929,0.545347,0.200059,0.337565,0.36287,0.363482,0.363482,0.363482,0.363482,0.363482,0.200059,0.212254,0.212254,0.658227,0.658227,0.658227,0.658227,0.658227,0.420359
153.758,0.984838,0.354679,3,7,0,0.337232,0.24971,7.18592,0.116932,0.507194,0.248364,0.262712,0.336976,0.337232,0.337232,0.337232,0.337232,0.337232,0.248364,0.20853,0.20853,0.650896,0.650896,0.650896,0.650896,0.650896,0.397817
152.736,0.959754,0.354679,3,7,0,0.350029,0.231615,7.34438,0.115086,0.511856,0.269564,0.277661,0.349803,0.350029,0.350029,0.350029,0.350029,0.350029,0.269564,0.205603,0.205603,0.645047,0.645047,0.645047,0.645047,0.645047,0.400618
152.188,0.930274,0.354679,3,7,0,0.375747,1.63433,2.48281,0.0984865,0.473884,0.179576,0.0733022,0.344369,0.375747,0.375747,0.375747,0.375747,0.375747,0.179576,0.178787,0.178787,0.587854,0.587854,0.587854,0.587854,0.587854,0.37742
156.847,0.994822,0.354679,4,11,0,0.345291,0.242468,3.54471,0.13825,0.468499,0.296007,0.270946,0.33532,0.345291,0.345291,0.345291,0.345291,0.345291,0.296007,0.241566,0.241566,0.711843,0.711843,0.711843,0.711843,0.711843,0.374059
154.761,0.954345,0.354679,3,7,0,0.343595,0.589081,3.2225,0.126826,0.378978,0.0900584,0.190639,0.329901,0.343595,0.343595,0.343595,0.343595,0.343595,0.0900584,0.224038,0.224038,0.68064,0.68064,0.68064,0.68064,0.68064,0.315439
154.151,0.974039,0.354679,4,15,0,0.333357,0.708089,3.29745,0.12536,0.357032,0.0915884,0.164207,0.321031,0.333357,0.333357,0.333357,0.333357,0.333357,0.0915884,0.22176,0.22176,0.676399,0.676399,0.676399,0.676399,0.676399,0.30025
156.452,0.836397,0.354679,4,15,0,0.3527,0.228839,2.86891,0.166157,0.356015,0.192215,0.280558,0.332681,0.3527,0.3527,0.3527,0.3527,0.3527,0.192215,0.282738,0.282738,0.775844,0.775844,0.775844,0.775844,0.775844,0.299538
157.411,0.992795,0.354679,4,15,0,0.301458,1.06291,2.28229,0.140656,0.355214,0.454568,0.104138,0.270694,0.301458,0.301458,0.301458,0.301458,0.301458,0.454568,0.245208,0.245208,0.718016,0.718016,0.718016,0.718016,0.718016,0.298977
158.513,0.999994,0.354679,4,15,0,0.310938,0.822893,3.05371,0.132261,0.361658,0.439749,0.136551,0.296267,0.310938,0.310938,0.310938,0.310938,0.310938,0.439749,0.232427,0.232427,0.695884,0.695884,0.695884,0.695884,0.695884,0.303479
157.02,0.930762,0.354679,3,7,0,0.323679,0.338062,3.43041,0.161354,0.411864,0.471105,0.230832,0.313201,0.323679,0.323679,0.323679,0.323679,0.323679,0.471105,0.275814,0.275814,0.765941,0.765941,0.765941,0.765941,0.765941,0.337586
156.04,0.966705,0.354679,3,7,0,0.322979,1.55258,2.42726,0.115486,0.356956,0.370522,0.068375,0.294467,0.322979,0.322979,0.322979,0.322979,0.322979,0.370522,0.206239,0.206239,0.646325,0.646325,0.646325,0.646325,0.646325,0.300197
158.187,0.975299,0.354679,3,7,0,0.3458,0.786,3.49015,0.151233,0.338126,0.383471,0.157568,0.335254,0.3458,0.3458,0.3458,0.3458,0.3458,0.383471,0.261006,0.261006,0.74362,0.74362,0.74362,0.74362,0.74362,0.286894
158.25,1,0.354679,2,3,0,0.345843,0.900396,3.45848,0.152886,0.335859,0.397272,0.140554,0.334957,0.345843,0.345843,0.345843,0.345843,0.345843,0.397272,0.263446,0.263446,0.747407,0.747407,0.747407,0.747407,0.747407,0.285276
157.956,0.990834,0.354679,3,7,0,0.307579,0.361144,2.77642,0.13551,0.390766,0.274706,0.214346,0.288429,0.307579,0.307579,0.307579,0.307579,0.307579,0.274706,0.237398,0.237398,0.704648,0.704648,0.704648,0.704648,0.704648,0.323461
157.351,0.884411,0.354679,4,11,0,0.312641,0.470287,3.66986,0.138167,0.448585,0.395911,0.195345,0.304675,0.312641,0.312641,0.312641,0.312641,0.312641,0.395911,0.24144,0.24144,0.711627,0.711627,0.711627,0.711627,0.711627,0.361469
158.155,0.964899,0.354679,4,15,0,0.321814,0.449073,2.15328,0.159363,0.342406,0.234316,0.205388,0.284451,0.321814,0.321814,0.321814,0.321814,0.321814,0.234316,0.272925,0.272925,0.76171,0.76171,0.76171,0.76171,0.76171,0.28994
158.39,0.949007,0.354679,3,7,0,0.332672,0.653881,3.88388,0.146818,0.323197,0.207282,0.172997,0.325828,0.332672,0.332672,0.332672,0.332672,0.332672,0.207282,0.254453,0.254453,0.733229,0.733229,0.733229,0.733229,0.733229,0.276168
158.274,0.928168,0.354679,3,7,0,0.336326,0.58027,2.70701,0.141391,0.351582,0.183973,0.188258,0.313881,0.336326,0.336326,0.336326,0.336326,0.336326,0.183973,0.246316,0.246316,0.719876,0.719876,0.719876,0.719876,0.719876,0.296426
157.537,0.958832,0.354679,4,15,0,0.336423,1.62612,3.58552,0.184931,0.279751,0.315972,0.0661715,0.327097,0.336423,0.336423,0.336423,0.336423,0.336423,0.315972,0.309171,0.309171,0.810692,0.810692,0.810692,0.810692,0.810692,0.244028
157.332,0.915503,0.354679,4,15,0,0.349927,1.03644,3.6851,0.176938,0.281249,0.338244,0.124124,0.341146,0.349927,0.349927,0.349927,0.349927,0.349927,0.338244,0.298038,0.298038,0.796572,0.796572,0.796572,0.796572,0.796572,0.245159
156.874,0.957886,0.354679,4,15,0,0.349351,0.210706,2.84719,0.137953,0.420982,0.272227,0.282978,0.329086,0.349351,0.349351,0.349351,0.349351,0.349351,0.272227,0.241116,0.241116,0.711072,0.711072,0.711072,0.711072,0.711072,0.343598
155.982,0.938574,0.354679,2,3,0,0.352281,0.199598,3.29644,0.134282,0.415721,0.284219,0.288539,0.339242,0.352281,0.352281,0.352281,0.352281,0.352281,0.284219,0.235524,0.235524,0.701367,0.701367,0.701367,0.701367,0.701367,0.340136
152.884,0.973991,0.354679,3,7,0,0.351109,0.585153,3.45296,0.131599,0.566479,0.243315,0.195575,0.339995,0.351109,0.351109,0.351109,0.351109,0.351109,0.243315,0.231411,0.231411,0.694068,0.694068,0.694068,0.694068,0.694068,0.43248
149.056,0.951104,0.354679,3,7,0,0.38102,0.105445,2.41482,0.0985625,0.620068,0.266694,0.342889,0.346964,0.38102,0.38102,0.38102,0.38102,0.38102,0.266694,0.178912,0.178912,0.588136,0.588136,0.588136,0.588136,0.588136,0.462092
152.231,0.990926,0.354679,4,15,0,0.366315,0.273478,3.28217,0.102871,0.64245,0.183936,0.278666,0.352561,0.366315,0.366315,0.366315,0.366315,0.366315,0.183936,0.185956,0.185956,0.6038,0.6038,0.6038,0.6038,0.6038,0.473998
154.267,0.977039,0.354679,3,7,0,0.362968,0.211972,2.24637,0.119484,0.539999,0.290791,0.293637,0.324573,0.362968,0.362968,0.362968,0.362968,0.362968,0.290791,0.212561,0.212561,0.658825,0.658825,0.658825,0.658825,0.658825,0.417251
151.37,0.927908,0.354679,4,15,0,0.341716,0.021693,3.33258,0.119731,0.640574,0.372794,0.334383,0.329517,0.341716,0.341716,0.341716,0.341716,0.341716,0.372794,0.212949,0.212949,0.659582,0.659582,0.659582,0.659582,0.659582,0.47301
153.582,0.997808,0.354679,4,15,0,0.279632,0.00575035,3.25369,0.15021,0.351834,0.350628,0.278029,0.268829,0.279632,0.279632,0.279632,0.279632,0.279632,0.350628,0.259493,0.259493,0.74125,0.74125,0.74125,0.74125,0.74125,0.296603
156.202,0.968031,0.354679,4,15,0,0.359573,1.19308,2.99975,0.147681,0.419213,0.254453,0.109053,0.341666,0.359573,0.359573,0.359573,0.359573,0.359573,0.254453,0.255738,0.255738,0.735292,0.735292,0.735292,0.735292,0.735292,0.342436
155.47,0.999935,0.354679,4,15,0,0.292944,0.177912,3.71419,0.168602,0.34688,0.642582,0.245199,0.285803,0.292944,0.292944,0.292944,0.292944,0.292944,0.642582,0.286237,0.286237,0.780724,0.780724,0.780724,0.780724,0.780724,0.29311
155.363,0.998876,0.354679,3,7,0,0.29382,0.156645,3.63875,0.170615,0.341968,0.631037,0.251218,0.286097,0.29382,0.29382,0.29382,0.29382,0.29382,0.631037,0.289105,0.289105,0.78466,0.78466,0.78466,0.78466,0.78466,0.289629
158.346,0.954213,0.354679,4,15,0,0.327588,0.72227,1.9913,0.142523,0.335813,0.374632,0.159093,0.282866,0.327588,0.327588,0.327588,0.327588,0.327588,0.374632,0.24802,0.24802,0.722714,0.722714,0.722714,0.722714,0.722714,0.285243
156.989,0.807557,0.354679,4,15,0,0.302353,0.860409,3.36124,0.190804,0.312397,0.297394,0.127892,0.291864,0.302353,0.302353,0.302353,0.302353,0.302353,0.297394,0.317237,0.317237,0.820438,0.820438,0.820438,0.820438,0.820438,0.268309
156.919,0.844437,0.354679,2,3,0,0.326462,0.62944,6.05065,0.179671,0.299788,0.321589,0.173969,0.325693,0.326462,0.326462,0.326462,0.326462,0.326462,0.321589,0.301865,0.301865,0.801515,0.801515,0.801515,0.801515,0.801515,0.259025
155.843,0.953278,0.354679,3,7,0,0.345783,1.14521,6.8655,0.173426,0.306453,0.350086,0.110013,0.345422,0.345783,0.345783,0.345783,0.345783,0.345783,0.350086,0.29309,0.29309,0.790039,0.790039,0.790039,0.790039,0.790039,0.263947
156.674,0.970164,0.354679,3,7,0,0.339206,1.07356,3.47812,0.184626,0.323911,0.475088,0.115937,0.328736,0.339206,0.339206,0.339206,0.339206,0.339206,0.475088,0.308749,0.308749,0.810172,0.810172,0.810172,0.810172,0.810172,0.276686
155.943,0.915005,0.354679,4,15,0,0.329179,0.715059,2.06272,0.188928,0.2552,0.169338,0.161022,0.287338,0.329179,0.329179,0.329179,0.329179,0.329179,0.169338,0.31467,0.31467,0.81738,0.81738,0.81738,0.81738,0.81738,0.225238
159.227,1,0.354679,4,15,0,0.32351,0.584615,3.36391,0.161948,0.336614,0.263615,0.180299,0.312317,0.32351,0.32351,0.32351,0.32351,0.32351,0.263615,0.276674,0.276674,0.767189,0.767189,0.767189,0.767189,0.767189,0.285816
158.138,0.943873,0.354679,3,7,0,0.310033,0.684743,2.59896,0.137891,0.313866,0.309107,0.156325,0.286981,0.310033,0.310033,0.310033,0.310033,0.310033,0.309107,0.241021,0.241021,0.71091,0.71091,0.71091,0.71091,0.71091,0.269383
