# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = SIR_typhi_notheta_norI2_jun3_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 50
#       term_buffer = 45
#       window = 5
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 4
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = temp.data.R
# init = temp.init.R
# random
#   seed = 1614998522
# output
#   file = outputnotheta_norI2_3jun.csv
#   diagnostic_file =  (Default)
#   refresh = 10
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,beta,logm1,logm2,sensrate,logprop,r,params.1,params.2,params.3,params.4,params.5,params.6,params.7,blood.1,blood.2,blood.3,blood.4,blood.5,blood.6,prop
# Adaptation terminated
# Step size = 0.600448
# Diagonal elements of inverse mass matrix:
# 0.0352813, 0.057412, 0.236375, 0.0125273, 0.141573, 0.415528
-48.8874,0.843514,0.600448,3,7,0,0.421147,1.24442,1.2021,0.140837,2.72233,0.655997,0.121335,0.294566,0.421147,0.421147,0.421147,0.421147,0.655997,0.245481,0.245481,0.430701,0.430701,0.430701,0.430701,0.934279
-47.702,1,0.600448,3,7,0,0.442455,1.87944,3.03583,0.166327,2.64283,0.56583,0.0675521,0.421202,0.442455,0.442455,0.442455,0.442455,0.56583,0.282982,0.282982,0.485885,0.485885,0.485885,0.485885,0.928841
-48.6354,0.978257,0.600448,3,7,0,0.481355,2.58565,0.672865,0.174034,2.81529,0.259946,0.0362688,0.235746,0.481355,0.481355,0.481355,0.481355,0.259946,0.293949,0.293949,0.501491,0.501491,0.501491,0.501491,0.940113
-47.5049,0.96464,0.600448,2,3,0,0.441159,2.5345,1.90389,0.178881,3.78132,0.404446,0.0349846,0.375432,0.441159,0.441159,0.441159,0.441159,0.404446,0.300761,0.300761,0.511064,0.511064,0.511064,0.511064,0.977207
-48.876,0.929314,0.600448,3,7,0,0.451758,1.58895,1.13188,0.185743,5.60454,0.432782,0.092222,0.306099,0.451758,0.451758,0.451758,0.451758,0.432782,0.310292,0.310292,0.524302,0.524302,0.524302,0.524302,0.996319
-45.5976,1,0.600448,2,3,0,0.398346,1.38138,1.41727,0.163802,4.225,0.336586,0.100077,0.301797,0.398346,0.398346,0.398346,0.398346,0.336586,0.279352,0.279352,0.480666,0.480666,0.480666,0.480666,0.985375
-45.7606,0.734175,0.600448,3,7,0,0.416029,1.30343,2.41487,0.155288,3.27495,0.413944,0.112993,0.378845,0.416029,0.416029,0.416029,0.416029,0.413944,0.266976,0.266976,0.462676,0.462676,0.462676,0.462676,0.962181
-46.9052,0.940619,0.600448,2,3,0,0.406612,1.58383,1.67623,0.194036,3.51171,0.316647,0.0834314,0.330544,0.406612,0.406612,0.406612,0.406612,0.316647,0.321636,0.321636,0.539822,0.539822,0.539822,0.539822,0.970154
-49.1252,0.872346,0.600448,2,3,0,0.453991,1.41572,1.13427,0.190354,1.1301,0.283317,0.110207,0.307961,0.453991,0.453991,0.453991,0.453991,0.283317,0.316623,0.316623,0.532996,0.532996,0.532996,0.532996,0.676998
-46.4588,1,0.600448,3,7,0,0.482525,2.10552,1.75258,0.152462,3.92416,0.377014,0.0587631,0.398891,0.482525,0.482525,0.482525,0.482525,0.377014,0.26282,0.26282,0.456566,0.456566,0.456566,0.456566,0.980241
-45.6999,0.996347,0.600448,3,7,0,0.410263,2.10195,1.87148,0.148544,4.02245,0.410423,0.0501414,0.347125,0.410263,0.410263,0.410263,0.410263,0.410423,0.257021,0.257021,0.447982,0.447982,0.447982,0.447982,0.982091
-48.7893,0.654388,0.600448,3,7,0,0.366558,1.33939,0.997066,0.188463,3.03466,0.330199,0.09604,0.231313,0.366558,0.366558,0.366558,0.366558,0.330199,0.314033,0.314033,0.52945,0.52945,0.52945,0.52945,0.951909
-50.0652,0.890081,0.600448,2,3,0,0.366137,1.01381,3.20263,0.203773,4.84533,0.320177,0.132847,0.351252,0.366137,0.366137,0.366137,0.366137,0.320177,0.334719,0.334719,0.557402,0.557402,0.557402,0.557402,0.992135
-48.8086,0.707832,0.600448,2,3,0,0.405767,1.23399,6.47458,0.154319,2.95972,0.18282,0.118131,0.405141,0.405767,0.405767,0.405767,0.405767,0.18282,0.265554,0.265554,0.460588,0.460588,0.460588,0.460588,0.948167
-48.8604,0.985347,0.600448,2,3,0,0.415158,1.12365,5.80828,0.145302,3.25601,0.232962,0.134964,0.413911,0.415158,0.415158,0.415158,0.415158,0.232962,0.252189,0.252189,0.440778,0.440778,0.440778,0.440778,0.961458
-50.3415,0.994806,0.600448,3,7,0,0.35548,0.771212,3.51923,0.180449,4.12133,0.13552,0.164393,0.34495,0.35548,0.35548,0.35548,0.35548,0.13552,0.30295,0.30295,0.514122,0.514122,0.514122,0.514122,0.983777
-48.0091,1,0.600448,3,7,0,0.401175,2.48656,1.29821,0.143039,1.97184,0.532762,0.0333759,0.291646,0.401175,0.401175,0.401175,0.401175,0.532762,0.248796,0.248796,0.435692,0.435692,0.435692,0.435692,0.8608
-45.2921,1,0.600448,2,3,0,0.440505,2.00192,1.96094,0.167979,2.77113,0.397749,0.0595016,0.378514,0.440505,0.440505,0.440505,0.440505,0.397749,0.285346,0.285346,0.48927,0.48927,0.48927,0.48927,0.937408
-47.5406,0.94325,0.600448,2,3,0,0.496535,1.54573,0.59213,0.155807,2.84176,0.267998,0.10584,0.221878,0.496535,0.496535,0.496535,0.496535,0.267998,0.267736,0.267736,0.463789,0.463789,0.463789,0.463789,0.941677
-45.2589,0.957916,0.600448,2,3,0,0.43825,1.47131,1.58133,0.163627,2.15835,0.22883,0.100633,0.348102,0.43825,0.43825,0.43825,0.43825,0.22883,0.279099,0.279099,0.480302,0.480302,0.480302,0.480302,0.884484
-45.7523,0.904704,0.600448,3,7,0,0.385392,1.6905,2.64555,0.145748,3.24717,0.498354,0.0710766,0.358043,0.385392,0.385392,0.385392,0.385392,0.498354,0.252856,0.252856,0.441775,0.441775,0.441775,0.441775,0.961116
-47.0621,0.946043,0.600448,2,3,0,0.389135,2.27329,4.01407,0.157998,3.60771,0.415124,0.0400703,0.382107,0.389135,0.389135,0.389135,0.389135,0.415124,0.270937,0.270937,0.468467,0.468467,0.468467,0.468467,0.972886
-47.5834,0.808666,0.600448,3,7,0,0.478269,1.55016,0.993677,0.16942,5.17446,0.334809,0.101495,0.301208,0.478269,0.478269,0.478269,0.478269,0.334809,0.287404,0.287404,0.492207,0.492207,0.492207,0.492207,0.994341
-49.9667,0.990316,0.600448,3,7,0,0.339688,1.35392,5.32549,0.129664,1.8638,0.418185,0.087716,0.338035,0.339688,0.339688,0.339688,0.339688,0.418185,0.22843,0.22843,0.40468,0.40468,0.40468,0.40468,0.844919
-49.6649,0.987576,0.600448,3,7,0,0.447307,2.15486,1.08962,0.183533,6.65588,0.353248,0.0518516,0.296859,0.447307,0.447307,0.447307,0.447307,0.353248,0.307236,0.307236,0.520079,0.520079,0.520079,0.520079,0.998714
-49.6649,0.57625,0.600448,3,7,0,0.447307,2.15486,1.08962,0.183533,6.65588,0.353248,0.0518516,0.296859,0.447307,0.447307,0.447307,0.447307,0.353248,0.307236,0.307236,0.520079,0.520079,0.520079,0.520079,0.998714
-48.3273,0.951542,0.600448,3,7,0,0.415927,2.39118,1.16767,0.155795,5.92138,0.364454,0.0380663,0.286536,0.415927,0.415927,0.415927,0.415927,0.364454,0.267719,0.267719,0.463764,0.463764,0.463764,0.463764,0.997318
-47.8738,0.983538,0.600448,3,7,0,0.349066,1.33357,2.38683,0.162172,1.2891,0.271319,0.0919911,0.31698,0.349066,0.349066,0.349066,0.349066,0.271319,0.276999,0.276999,0.47727,0.47727,0.47727,0.47727,0.72448
-46.4345,0.743344,0.600448,3,7,0,0.456515,2.34208,1.4071,0.155204,4.60544,0.294402,0.0438834,0.344736,0.456515,0.456515,0.456515,0.456515,0.294402,0.266852,0.266852,0.462494,0.462494,0.462494,0.462494,0.990003
-46.705,0.862894,0.600448,2,3,0,0.42063,1.75297,1.61857,0.125265,3.88849,0.298317,0.0728779,0.337269,0.42063,0.42063,0.42063,0.42063,0.298317,0.221612,0.221612,0.394113,0.394113,0.394113,0.394113,0.979524
-46.4544,0.935565,0.600448,3,7,0,0.421737,1.09786,1.00474,0.162606,3.34397,0.348564,0.140685,0.267322,0.421737,0.421737,0.421737,0.421737,0.348564,0.277626,0.277626,0.478176,0.478176,0.478176,0.478176,0.964704
-47.2503,0.954498,0.600448,3,7,0,0.452651,1.07077,0.996019,0.166951,3.01227,0.230897,0.155144,0.285466,0.452651,0.452651,0.452651,0.452651,0.230897,0.283876,0.283876,0.487167,0.487167,0.487167,0.487167,0.95082
-47.6141,0.953099,0.600448,3,7,0,0.309671,1.11368,3.17341,0.157199,1.86118,0.383505,0.10168,0.296708,0.309671,0.309671,0.309671,0.309671,0.383505,0.269772,0.269772,0.466767,0.466767,0.466767,0.466767,0.84451
-47.618,0.93759,0.600448,3,7,0,0.373088,0.923698,2.20682,0.168408,1.45042,0.42033,0.148134,0.332029,0.373088,0.373088,0.373088,0.373088,0.42033,0.28596,0.28596,0.490147,0.490147,0.490147,0.490147,0.765528
-46.4207,0.96676,0.600448,3,7,0,0.429922,1.25176,2.53988,0.146425,3.83165,0.271412,0.122958,0.396011,0.429922,0.429922,0.429922,0.429922,0.271412,0.253867,0.253867,0.443285,0.443285,0.443285,0.443285,0.978326
-46.3981,0.945121,0.600448,2,3,0,0.336346,1.11377,2.3053,0.157971,1.78511,0.317612,0.110428,0.302803,0.336346,0.336346,0.336346,0.336346,0.317612,0.270898,0.270898,0.46841,0.46841,0.46841,0.46841,0.832222
-47.9366,0.426353,0.600448,3,7,0,0.487194,2.61621,1.04198,0.139514,2.86212,0.177297,0.035604,0.315334,0.487194,0.487194,0.487194,0.487194,0.177297,0.243481,0.243481,0.42768,0.42768,0.42768,0.42768,0.942853
-49.5535,0.845688,0.600448,3,7,0,0.417216,1.78324,2.08669,0.140228,8.93367,0.379115,0.0701309,0.36544,0.417216,0.417216,0.417216,0.417216,0.379115,0.24456,0.24456,0.429311,0.429311,0.429311,0.429311,0.999868
-48.9128,0.931386,0.600448,3,7,0,0.304887,0.915872,3.272,0.141352,2.5076,0.28882,0.122006,0.293322,0.304887,0.304887,0.304887,0.304887,0.28882,0.246257,0.246257,0.431872,0.431872,0.431872,0.431872,0.918537
-49.9052,0.953777,0.600448,1,1,0,0.304207,0.870605,4.31445,0.139085,2.20303,0.290302,0.127371,0.300138,0.304207,0.304207,0.304207,0.304207,0.290302,0.242833,0.242833,0.426698,0.426698,0.426698,0.426698,0.889532
-52.6406,0.572038,0.600448,3,7,0,0.611507,3.41087,1.62402,0.165581,2.60329,0.228618,0.0201873,0.490976,0.611507,0.611507,0.611507,0.611507,0.228618,0.281911,0.281911,0.484348,0.484348,0.484348,0.484348,0.92597
-46.5881,0.94193,0.600448,2,3,0,0.472316,1.67035,0.727075,0.170186,1.90306,0.341947,0.088881,0.244036,0.472316,0.472316,0.472316,0.472316,0.341947,0.288494,0.288494,0.49376,0.49376,0.49376,0.49376,0.850889
-45.6252,0.929027,0.600448,3,7,0,0.403196,1.81921,1.57274,0.142488,4.21617,0.397301,0.06538,0.319542,0.403196,0.403196,0.403196,0.403196,0.397301,0.247968,0.247968,0.434448,0.434448,0.434448,0.434448,0.985245
-45.6252,0.764469,0.600448,2,3,0,0.403196,1.81921,1.57274,0.142488,4.21617,0.397301,0.06538,0.319542,0.403196,0.403196,0.403196,0.403196,0.397301,0.247968,0.247968,0.434448,0.434448,0.434448,0.434448,0.985245
-44.6709,0.89001,0.600448,2,3,0,0.403327,1.37513,1.78017,0.162919,2.27209,0.360048,0.101964,0.335322,0.403327,0.403327,0.403327,0.403327,0.360048,0.278077,0.278077,0.478828,0.478828,0.478828,0.478828,0.896904
-46.4886,0.851589,0.600448,2,3,0,0.409771,2.18372,1.73926,0.18052,3.50141,0.326423,0.046149,0.337795,0.409771,0.409771,0.409771,0.409771,0.326423,0.303048,0.303048,0.514258,0.514258,0.514258,0.514258,0.969845
-48.2023,0.888279,0.600448,3,7,0,0.414588,1.2055,1.47972,0.132701,1.73494,0.275086,0.124187,0.320185,0.414588,0.414588,0.414588,0.414588,0.275086,0.233103,0.233103,0.411869,0.411869,0.411869,0.411869,0.82359
-47.8517,1,0.600448,3,7,0,0.422016,2.14665,2.00989,0.176779,5.86517,0.313244,0.0493229,0.365465,0.422016,0.422016,0.422016,0.422016,0.313244,0.297814,0.297814,0.506935,0.506935,0.506935,0.506935,0.997163
-46.3075,0.959026,0.600448,3,7,0,0.448229,1.66912,1.34868,0.13374,4.00651,0.345174,0.0844524,0.331877,0.448229,0.448229,0.448229,0.448229,0.345174,0.234694,0.234694,0.414306,0.414306,0.414306,0.414306,0.981803
-47.5719,0.899742,0.600448,3,7,0,0.430855,1.63844,1.97496,0.156942,5.96261,0.172488,0.0837078,0.371066,0.430855,0.430855,0.430855,0.430855,0.172488,0.269397,0.269397,0.466219,0.466219,0.466219,0.466219,0.997427
-49.1961,0.933052,0.600448,3,7,0,0.365987,1.1546,1.3301,0.166245,1.23501,0.550053,0.115353,0.269202,0.365987,0.365987,0.365987,0.365987,0.550053,0.282863,0.282863,0.485715,0.485715,0.485715,0.485715,0.709169
-49.9293,0.81239,0.600448,2,3,0,0.370518,1.51121,2.60276,0.201796,1.75918,0.715299,0.0817521,0.343074,0.370518,0.370518,0.370518,0.370518,0.715299,0.332083,0.332083,0.553887,0.553887,0.553887,0.553887,0.827814
-50.5903,0.706159,0.600448,3,7,0,0.464183,1.99311,5.3133,0.141279,5.6293,0.202303,0.0632549,0.461897,0.464183,0.464183,0.464183,0.464183,0.202303,0.246147,0.246147,0.431706,0.431706,0.431706,0.431706,0.996409
-44.9101,1,0.600448,2,3,0,0.398692,1.71391,1.27901,0.157984,2.82629,0.36108,0.0718286,0.287731,0.398692,0.398692,0.398692,0.398692,0.36108,0.270917,0.270917,0.468438,0.468438,0.468438,0.468438,0.940768
-44.9101,0.732199,0.600448,2,3,0,0.398692,1.71391,1.27901,0.157984,2.82629,0.36108,0.0718286,0.287731,0.398692,0.398692,0.398692,0.398692,0.36108,0.270917,0.270917,0.468438,0.468438,0.468438,0.468438,0.940768
-47.475,0.848038,0.600448,3,7,0,0.375629,1.79809,2.6758,0.127403,2.20406,0.428715,0.0622098,0.349766,0.375629,0.375629,0.375629,0.375629,0.428715,0.224933,0.224933,0.399271,0.399271,0.399271,0.399271,0.889645
-49.4262,0.90693,0.600448,3,7,0,0.332849,1.23434,2.67716,0.11834,2.32741,0.431148,0.0968686,0.309963,0.332849,0.332849,0.332849,0.332849,0.431148,0.210756,0.210756,0.377094,0.377094,0.377094,0.377094,0.902452
-48.6565,1,0.600448,1,1,0,0.349052,1.30746,2.38177,0.118599,2.51497,0.437616,0.0944203,0.316804,0.349052,0.349052,0.349052,0.349052,0.437616,0.211165,0.211165,0.377739,0.377739,0.377739,0.377739,0.919135
-47.7504,1,0.600448,3,7,0,0.347334,1.6613,2.22535,0.123514,3.15638,0.44525,0.0659561,0.309812,0.347334,0.347334,0.347334,0.347334,0.44525,0.21888,0.21888,0.389852,0.389852,0.389852,0.389852,0.95742
-45.2145,0.917201,0.600448,2,3,0,0.369946,1.30287,2.56242,0.156965,2.38455,0.45529,0.100533,0.341416,0.369946,0.369946,0.369946,0.369946,0.45529,0.26943,0.26943,0.466268,0.466268,0.466268,0.466268,0.90787
-47.0649,0.724828,0.600448,3,7,0,0.3476,1.53662,1.15502,0.150702,2.69134,0.399216,0.0747714,0.238089,0.3476,0.3476,0.3476,0.3476,0.399216,0.260221,0.260221,0.452727,0.452727,0.452727,0.452727,0.93221
-48.6894,0.96426,0.600448,3,7,0,0.4161,1.7888,5.28101,0.173253,2.19302,0.543103,0.0695553,0.413984,0.4161,0.4161,0.4161,0.4161,0.543103,0.292846,0.292846,0.499933,0.499933,0.499933,0.499933,0.888421
-51.2171,0.956186,0.600448,2,3,0,0.455807,3.23953,4.29075,0.173935,1.99349,0.424112,0.0178596,0.449564,0.455807,0.455807,0.455807,0.455807,0.424112,0.293809,0.293809,0.501295,0.501295,0.501295,0.501295,0.863781
-48.8224,0.986497,0.600448,3,7,0,0.391034,0.617722,2.49204,0.137991,2.97528,0.244515,0.210834,0.35868,0.391034,0.391034,0.391034,0.391034,0.244515,0.241174,0.241174,0.424183,0.424183,0.424183,0.424183,0.948967
-47.0711,0.929662,0.600448,3,7,0,0.365802,1.14233,1.86101,0.162666,5.46375,0.447479,0.116718,0.308914,0.365802,0.365802,0.365802,0.365802,0.447479,0.277713,0.277713,0.478301,0.478301,0.478301,0.478301,0.995762
-50.7046,0.872356,0.600448,3,7,0,0.35051,1.41767,2.54553,0.175215,0.94775,0.446759,0.0849212,0.323019,0.35051,0.35051,0.35051,0.35051,0.446759,0.295615,0.295615,0.503842,0.503842,0.503842,0.503842,0.612388
-47.2901,1,0.600448,3,7,0,0.371779,0.960597,1.3358,0.167912,4.52414,0.412096,0.142267,0.274021,0.371779,0.371779,0.371779,0.371779,0.412096,0.285251,0.285251,0.489134,0.489134,0.489134,0.489134,0.989156
-47.2901,0.502038,0.600448,3,7,0,0.371779,0.960597,1.3358,0.167912,4.52414,0.412096,0.142267,0.274021,0.371779,0.371779,0.371779,0.371779,0.412096,0.285251,0.285251,0.489134,0.489134,0.489134,0.489134,0.989156
-47.0244,0.909836,0.600448,3,7,0,0.400614,1.58914,1.52678,0.161701,2.60471,0.663083,0.0817656,0.313587,0.400614,0.400614,0.400614,0.400614,0.663083,0.276316,0.276316,0.476282,0.476282,0.476282,0.476282,0.926076
-45.425,0.986151,0.600448,3,7,0,0.426757,1.6087,1.22062,0.153129,2.77024,0.470331,0.0854144,0.300844,0.426757,0.426757,0.426757,0.426757,0.470331,0.263804,0.263804,0.458015,0.458015,0.458015,0.458015,0.937353
-45.8379,0.826886,0.600448,3,7,0,0.372016,1.59001,1.31868,0.148841,3.60408,0.352956,0.0758625,0.272506,0.372016,0.372016,0.372016,0.372016,0.352956,0.257462,0.257462,0.448638,0.448638,0.448638,0.448638,0.972788
-45.8923,1,0.600448,3,7,0,0.474331,2.09906,1.93853,0.161935,2.16337,0.311158,0.0581396,0.406067,0.474331,0.474331,0.474331,0.474331,0.311158,0.276656,0.276656,0.476774,0.476774,0.476774,0.476774,0.885063
-45.9967,0.983137,0.600448,3,7,0,0.381991,2.11651,2.39735,0.172205,2.44094,0.261417,0.0460111,0.347245,0.381991,0.381991,0.381991,0.381991,0.261417,0.291362,0.291362,0.497832,0.497832,0.497832,0.497832,0.912921
-45.2851,0.907625,0.600448,3,7,0,0.397384,1.5542,1.4782,0.182637,2.12544,0.33495,0.0839909,0.306762,0.397384,0.397384,0.397384,0.397384,0.33495,0.305994,0.305994,0.518356,0.518356,0.518356,0.518356,0.88062
-48.9916,0.787169,0.600448,3,7,0,0.380593,1.67659,1.97981,0.195163,1.58181,0.68371,0.0711751,0.328034,0.380593,0.380593,0.380593,0.380593,0.68371,0.323164,0.323164,0.541894,0.541894,0.541894,0.541894,0.794398
-44.9614,0.734223,0.600448,2,3,0,0.368245,1.40138,1.67946,0.153581,2.25717,0.344613,0.0906826,0.299577,0.368245,0.368245,0.368245,0.368245,0.344613,0.264469,0.264469,0.458995,0.458995,0.458995,0.458995,0.895353
-44.8079,0.843771,0.600448,3,7,0,0.406397,1.82698,1.81469,0.16771,3.12678,0.334323,0.0653886,0.3402,0.406397,0.406397,0.406397,0.406397,0.334323,0.284962,0.284962,0.48872,0.48872,0.48872,0.48872,0.956141
-50.2337,0.662036,0.600448,2,3,0,0.459991,1.50627,0.958556,0.211714,3.23005,0.23123,0.101996,0.283609,0.459991,0.459991,0.459991,0.459991,0.23123,0.345202,0.345202,0.571239,0.571239,0.571239,0.571239,0.960445
-51.552,0.836284,0.600448,3,7,0,0.465543,1.2127,1.41323,0.181123,4.40886,0.0868223,0.138449,0.35225,0.465543,0.465543,0.465543,0.465543,0.0868223,0.30389,0.30389,0.51543,0.51543,0.51543,0.51543,0.987831
-53.5646,0.971397,0.600448,2,3,0,0.431716,1.00192,1.01465,0.180873,3.62627,0.0609512,0.158515,0.275206,0.431716,0.431716,0.431716,0.431716,0.0609512,0.303541,0.303541,0.514944,0.514944,0.514944,0.514944,0.973385
-49.391,0.928049,0.600448,3,7,0,0.2965,1.01461,1.92918,0.137501,2.84373,0.634092,0.107494,0.253429,0.2965,0.2965,0.2965,0.2965,0.634092,0.24043,0.24043,0.423053,0.423053,0.423053,0.423053,0.941792
-46.4272,0.994021,0.600448,3,7,0,0.424136,1.39418,1.90795,0.134963,4.39872,0.299943,0.105201,0.361201,0.424136,0.424136,0.424136,0.424136,0.299943,0.236564,0.236564,0.417165,0.417165,0.417165,0.417165,0.987707
-45.6731,0.980107,0.600448,3,7,0,0.450662,1.96533,1.9215,0.175486,2.00641,0.370383,0.063142,0.384691,0.450662,0.450662,0.450662,0.450662,0.370383,0.295997,0.295997,0.50438,0.50438,0.50438,0.50438,0.865529
-48.6433,0.789684,0.600448,2,3,0,0.369431,2.0832,1.06975,0.157886,1.52294,0.544455,0.0460055,0.242681,0.369431,0.369431,0.369431,0.369431,0.544455,0.270775,0.270775,0.468231,0.468231,0.468231,0.468231,0.78193
-47.6279,1,0.600448,2,3,0,0.381913,2.32233,1.08256,0.152297,2.07559,0.47999,0.0374444,0.252549,0.381913,0.381913,0.381913,0.381913,0.47999,0.262577,0.262577,0.456208,0.456208,0.456208,0.456208,0.874517
-45.864,1,0.600448,2,3,0,0.377412,1.86081,1.42732,0.154634,1.86044,0.425113,0.0587051,0.286852,0.377412,0.377412,0.377412,0.377412,0.425113,0.266016,0.266016,0.461268,0.461268,0.461268,0.461268,0.844396
-47.3514,0.496314,0.600448,2,3,0,0.473383,2.31359,3.13295,0.146804,3.28447,0.322282,0.0468202,0.452749,0.473383,0.473383,0.473383,0.473383,0.322282,0.254431,0.254431,0.444127,0.444127,0.444127,0.444127,0.96254
-49.2172,0.831861,0.600448,2,3,0,0.409587,1.66554,0.887566,0.128132,3.51912,0.164165,0.0774483,0.240978,0.409587,0.409587,0.409587,0.409587,0.164165,0.226063,0.226063,0.401022,0.401022,0.401022,0.401022,0.970374
-49.0445,1,0.600448,3,7,0,0.498161,2.58081,1.04667,0.195297,2.54482,0.472378,0.0377169,0.323254,0.498161,0.498161,0.498161,0.498161,0.472378,0.323346,0.323346,0.542139,0.542139,0.542139,0.542139,0.921513
-49.8835,0.98696,0.600448,2,3,0,0.507862,2.77291,0.833881,0.197372,2.01722,0.481415,0.0317313,0.287267,0.507862,0.507862,0.507862,0.507862,0.481415,0.326147,0.326147,0.545922,0.545922,0.545922,0.545922,0.866975
-48.3723,0.811725,0.600448,3,7,0,0.369745,1.06946,3.09281,0.145717,6.9372,0.373161,0.126894,0.352968,0.369745,0.369745,0.369745,0.369745,0.373161,0.252808,0.252808,0.441704,0.441704,0.441704,0.441704,0.999029
-48.479,0.990859,0.600448,3,7,0,0.368226,1.36334,3.11394,0.153563,7.43501,0.430967,0.0941941,0.351868,0.368226,0.368226,0.368226,0.368226,0.430967,0.264442,0.264442,0.458955,0.458955,0.458955,0.458955,0.99941
-46.6738,0.829529,0.600448,3,7,0,0.45333,1.969,1.55587,0.194085,2.06211,0.223574,0.0632833,0.357674,0.45333,0.45333,0.45333,0.45333,0.223574,0.321704,0.321704,0.539914,0.539914,0.539914,0.539914,0.872815
-47.0028,0.981155,0.600448,3,7,0,0.480926,2.13135,1.05457,0.181513,2.22907,0.180621,0.0570748,0.313399,0.480926,0.480926,0.480926,0.480926,0.180621,0.304431,0.304431,0.516184,0.516184,0.516184,0.516184,0.892371
-48.777,0.821474,0.600448,3,7,0,0.483691,2.54992,1.4141,0.195484,3.43589,0.280393,0.0377705,0.366084,0.483691,0.483691,0.483691,0.483691,0.280393,0.323598,0.323598,0.54248,0.54248,0.54248,0.54248,0.967803
-46.4323,0.977201,0.600448,3,7,0,0.359157,1.1432,1.54227,0.154018,4.54267,0.334563,0.114499,0.282335,0.359157,0.359157,0.359157,0.359157,0.334563,0.265111,0.265111,0.459938,0.459938,0.459938,0.459938,0.989355
-45.8889,1,0.600448,2,3,0,0.364072,1.03599,1.84303,0.155168,4.15283,0.367175,0.129199,0.306426,0.364072,0.364072,0.364072,0.364072,0.367175,0.266799,0.266799,0.462417,0.462417,0.462417,0.462417,0.98428
-46.5653,0.965966,0.600448,2,3,0,0.336825,0.958335,2.52185,0.160937,3.90058,0.447286,0.129183,0.309774,0.336825,0.336825,0.336825,0.336825,0.447286,0.275211,0.275211,0.47468,0.47468,0.47468,0.47468,0.97977
-46.2766,0.998444,0.600448,2,3,0,0.335075,0.975326,2.83322,0.153953,3.65352,0.385784,0.126347,0.315365,0.335075,0.335075,0.335075,0.335075,0.385784,0.265015,0.265015,0.459797,0.459797,0.459797,0.459797,0.9741
-44.8135,0.994161,0.600448,3,7,0,0.422394,1.37858,1.67378,0.157156,2.80926,0.264572,0.106416,0.343179,0.422394,0.422394,0.422394,0.422394,0.264572,0.269709,0.269709,0.466675,0.466675,0.466675,0.466675,0.93975
-47.264,0.865664,0.600448,2,3,0,0.387626,1.22846,0.986316,0.148106,1.69701,0.388044,0.113475,0.243062,0.387626,0.387626,0.387626,0.387626,0.388044,0.256371,0.256371,0.447016,0.447016,0.447016,0.447016,0.81677
-49.9605,0.93537,0.600448,3,7,0,0.464181,0.825687,0.689756,0.167337,2.85714,0.292942,0.203281,0.231302,0.464181,0.464181,0.464181,0.464181,0.292942,0.284429,0.284429,0.487958,0.487958,0.487958,0.487958,0.942567
-48.1304,0.858519,0.600448,3,7,0,0.367396,0.502773,1.96819,0.165616,2.30361,0.216686,0.22222,0.316067,0.367396,0.367396,0.367396,0.367396,0.216686,0.281961,0.281961,0.48442,0.48442,0.48442,0.48442,0.900103
-49.0571,0.749197,0.600448,2,3,0,0.375279,0.43414,1.84015,0.173551,2.52114,0.364561,0.243113,0.315687,0.375279,0.375279,0.375279,0.375279,0.364561,0.293266,0.293266,0.500528,0.500528,0.500528,0.500528,0.919632
-48.8365,0.923947,0.600448,3,7,0,0.329564,0.463147,2.04528,0.177853,3.22529,0.421574,0.207395,0.286937,0.329564,0.329564,0.329564,0.329564,0.421574,0.299321,0.299321,0.509049,0.509049,0.509049,0.509049,0.960256
-48.2393,0.963576,0.600448,3,7,0,0.417798,2.99661,2.26974,0.145555,2.33906,0.277857,0.0208716,0.374623,0.417798,0.417798,0.417798,0.417798,0.277857,0.252566,0.252566,0.441343,0.441343,0.441343,0.441343,0.903582
-47.8648,0.915994,0.600448,3,7,0,0.390715,0.915735,2.92825,0.13782,4.60746,0.35283,0.156373,0.369815,0.390715,0.390715,0.390715,0.390715,0.35283,0.240913,0.240913,0.423788,0.423788,0.423788,0.423788,0.990023
-46.3618,0.954106,0.600448,3,7,0,0.359789,0.840833,2.30537,0.161027,3.90812,0.379907,0.155196,0.323911,0.359789,0.359789,0.359789,0.359789,0.379907,0.275341,0.275341,0.474869,0.474869,0.474869,0.474869,0.979922
-49.3748,0.733212,0.600448,2,3,0,0.351039,0.90328,3.9759,0.128342,2.34988,0.199215,0.142254,0.344453,0.351039,0.351039,0.351039,0.351039,0.199215,0.226388,0.226388,0.401525,0.401525,0.401525,0.401525,0.90462
