# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = SIR_typhi_notheta_norI2_jun3_model
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 50
#       term_buffer = 45
#       window = 5
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 6
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = temp.data.R
# init = temp.init.R
# random
#   seed = 2454467434
# output
#   file = outputnotheta_norI2_jun26.csv
#   diagnostic_file =  (Default)
#   refresh = 10
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,beta,logm1,logm2,sensrate,logprop,r,params.1,params.2,params.3,params.4,params.5,params.6,params.7,blood.1,blood.2,blood.3,blood.4,blood.5,blood.6,prop
# Adaptation terminated
# Step size = 0.450852
# Diagonal elements of inverse mass matrix:
# 0.048736, 0.139795, 0.323374, 0.0188067, 0.106381, 0.255538
-48.5305,0.867083,0.450852,2,3,0,0.463802,2.36104,0.773643,0.152013,3.00399,0.622416,0.0437468,0.249837,0.463802,0.463802,0.463802,0.463802,0.622416,0.262159,0.262159,0.45559,0.45559,0.45559,0.45559,0.950411
-48.8636,0.768998,0.450852,3,7,0,0.38259,0.970506,5.18249,0.158507,2.1448,0.149939,0.14496,0.380443,0.38259,0.38259,0.38259,0.38259,0.149939,0.271679,0.271679,0.469549,0.469549,0.469549,0.469549,0.882908
-50.3348,0.817701,0.450852,3,7,0,0.324102,1.31073,1.18699,0.161752,4.2087,0.704667,0.0873854,0.225206,0.324102,0.324102,0.324102,0.324102,0.704667,0.276391,0.276391,0.47639,0.47639,0.47639,0.47639,0.985134
-49.7718,0.945675,0.450852,3,7,0,0.374668,1.27294,5.46976,0.137744,2.39746,0.585616,0.10491,0.373089,0.374668,0.374668,0.374668,0.374668,0.585616,0.240799,0.240799,0.423613,0.423613,0.423613,0.423613,0.909051
-47.0862,0.97864,0.450852,3,7,0,0.375353,1.22149,1.12369,0.174383,3.67893,0.328007,0.11065,0.253334,0.375353,0.375353,0.375353,0.375353,0.328007,0.294441,0.294441,0.502187,0.502187,0.502187,0.502187,0.97475
-48.5239,0.874683,0.450852,3,7,0,0.409959,0.75671,2.48373,0.151972,3.74163,0.379462,0.192356,0.375756,0.409959,0.409959,0.409959,0.409959,0.379462,0.262098,0.262098,0.4555,0.4555,0.4555,0.4555,0.976284
-50.524,0.949008,0.450852,3,7,0,0.339676,2.27166,4.03642,0.148551,6.11305,0.391506,0.0350347,0.333678,0.339676,0.339676,0.339676,0.339676,0.391506,0.257031,0.257031,0.447997,0.447997,0.447997,0.447997,0.997786
-51.8358,0.93949,0.450852,3,7,0,0.537752,2.27151,0.529604,0.177876,1.14077,0.16061,0.0554723,0.221103,0.537752,0.537752,0.537752,0.537752,0.16061,0.299353,0.299353,0.509094,0.509094,0.509094,0.509094,0.680427
-47.7695,0.963039,0.450852,3,7,0,0.338271,1.68364,3.18698,0.142145,4.94675,0.346384,0.0628161,0.324301,0.338271,0.338271,0.338271,0.338271,0.346384,0.247451,0.247451,0.43367,0.43367,0.43367,0.43367,0.992894
-47.6247,0.988538,0.450852,3,7,0,0.475647,1.946,3.80493,0.171005,3.03406,0.258019,0.0679437,0.465059,0.475647,0.475647,0.475647,0.475647,0.258019,0.289659,0.289659,0.495415,0.495415,0.495415,0.495415,0.95188
-51.9473,0.877901,0.450852,2,3,0,0.515228,3.20441,3.96796,0.161924,2.93491,0.184731,0.0209095,0.505484,0.515228,0.515228,0.515228,0.515228,0.184731,0.27664,0.27664,0.47675,0.47675,0.47675,0.47675,0.946865
-50.6316,1,0.450852,2,3,0,0.519375,2.84991,2.87331,0.160185,3.33376,0.149329,0.0300456,0.490024,0.519375,0.519375,0.519375,0.519375,0.149329,0.27412,0.27412,0.473098,0.473098,0.473098,0.473098,0.964341
-46.1031,1,0.450852,2,3,0,0.425132,1.95131,1.7737,0.156671,3.06202,0.157064,0.060406,0.352985,0.425132,0.425132,0.425132,0.425132,0.157064,0.269,0.269,0.465638,0.465638,0.465638,0.465638,0.953207
-45.3279,0.949189,0.450852,3,7,0,0.405394,1.57876,1.25623,0.1481,2.04393,0.374515,0.083605,0.289968,0.405394,0.405394,0.405394,0.405394,0.374515,0.256361,0.256361,0.447,0.447,0.447,0.447,0.870481
-47.2058,0.765727,0.450852,2,3,0,0.436049,1.35784,1.30132,0.147861,1.63556,0.373156,0.112158,0.317368,0.436049,0.436049,0.436049,0.436049,0.373156,0.256005,0.256005,0.446472,0.446472,0.446472,0.446472,0.805157
-48.7346,0.985373,0.450852,3,7,0,0.458167,2.60514,1.30675,0.176304,4.28085,0.5149,0.0338553,0.334142,0.458167,0.458167,0.458167,0.458167,0.5149,0.297148,0.297148,0.505999,0.505999,0.505999,0.505999,0.986169
-48.6863,1,0.450852,3,7,0,0.481666,1.37719,0.897168,0.142082,4.21362,0.150678,0.121518,0.28528,0.481666,0.481666,0.481666,0.481666,0.150678,0.247357,0.247357,0.433528,0.433528,0.433528,0.433528,0.985207
-47.9507,0.981935,0.450852,3,7,0,0.339985,1.70235,5.5342,0.169892,2.16135,0.447415,0.0619636,0.338642,0.339985,0.339985,0.339985,0.339985,0.447415,0.288075,0.288075,0.493163,0.493163,0.493163,0.493163,0.88483
-47.1535,0.996442,0.450852,3,7,0,0.439429,1.20977,0.792514,0.151087,2.00082,0.320002,0.131067,0.240497,0.439429,0.439429,0.439429,0.439429,0.320002,0.260791,0.260791,0.453569,0.453569,0.453569,0.453569,0.864775
-45.4895,1,0.450852,3,7,0,0.362781,1.31557,1.73987,0.154689,1.98275,0.285909,0.0973415,0.299097,0.362781,0.362781,0.362781,0.362781,0.285909,0.266096,0.266096,0.461385,0.461385,0.461385,0.461385,0.86231
-46.9914,0.717539,0.450852,3,7,0,0.408044,1.20054,1.95507,0.164789,1.84606,0.510845,0.122834,0.350283,0.408044,0.408044,0.408044,0.408044,0.510845,0.280773,0.280773,0.482713,0.482713,0.482713,0.482713,0.842142
-50.0518,0.848948,0.450852,3,7,0,0.414518,1.64761,6.48239,0.173398,5.59863,0.2496,0.0797984,0.413884,0.414518,0.414518,0.414518,0.414518,0.2496,0.293051,0.293051,0.500223,0.500223,0.500223,0.500223,0.996297
-46.5759,1,0.450852,2,3,0,0.386598,1.62311,4.66363,0.160789,3.93505,0.274187,0.0762694,0.382952,0.386598,0.386598,0.386598,0.386598,0.274187,0.274996,0.274996,0.474369,0.474369,0.474369,0.474369,0.980455
-49.7366,0.90955,0.450852,3,7,0,0.436672,2.0109,0.897507,0.148537,6.19736,0.162215,0.0584566,0.258691,0.436672,0.436672,0.436672,0.436672,0.162215,0.257011,0.257011,0.447967,0.447967,0.447967,0.447967,0.997965
-48.8448,0.880133,0.450852,4,15,0,0.433424,2.78601,1.17961,0.170576,1.39145,0.45272,0.0267279,0.30019,0.433424,0.433424,0.433424,0.433424,0.45272,0.289049,0.289049,0.494548,0.494548,0.494548,0.494548,0.751287
-45.9419,1,0.450852,2,3,0,0.444196,2.0439,1.06897,0.14683,1.99693,0.389978,0.0575334,0.291677,0.444196,0.444196,0.444196,0.444196,0.389978,0.25447,0.25447,0.444185,0.444185,0.444185,0.444185,0.864248
-46.8857,0.964495,0.450852,3,7,0,0.481019,2.16532,1.16145,0.13964,2.15064,0.409312,0.0551791,0.330445,0.481019,0.481019,0.481019,0.481019,0.409312,0.243672,0.243672,0.427969,0.427969,0.427969,0.427969,0.88359
-46.5709,0.987266,0.450852,3,7,0,0.428822,1.97924,1.41191,0.136844,2.09851,0.449344,0.0592522,0.324327,0.428822,0.428822,0.428822,0.428822,0.449344,0.239431,0.239431,0.421534,0.421534,0.421534,0.421534,0.877361
-46.5709,0.600018,0.450852,3,7,0,0.428822,1.97924,1.41191,0.136844,2.09851,0.449344,0.0592522,0.324327,0.428822,0.428822,0.428822,0.428822,0.449344,0.239431,0.239431,0.421534,0.421534,0.421534,0.421534,0.877361
-46.169,0.985798,0.450852,3,7,0,0.439465,1.48441,1.23358,0.168501,3.37726,0.186337,0.0995985,0.311472,0.439465,0.439465,0.439465,0.439465,0.186337,0.286092,0.286092,0.490336,0.490336,0.490336,0.490336,0.965859
-46.1976,0.869317,0.450852,3,7,0,0.365417,1.96376,3.60785,0.147298,2.74007,0.315918,0.0512787,0.35551,0.365417,0.365417,0.365417,0.365417,0.315918,0.255168,0.255168,0.445225,0.445225,0.445225,0.445225,0.935434
-47.689,0.989882,0.450852,3,7,0,0.419886,0.989265,1.25566,0.167737,3.49571,0.161033,0.156135,0.300266,0.419886,0.419886,0.419886,0.419886,0.161033,0.285001,0.285001,0.488776,0.488776,0.488776,0.488776,0.969673
-48.4219,0.964878,0.450852,3,7,0,0.433776,2.09891,1.28775,0.136649,5.57631,0.172016,0.0531766,0.314102,0.433776,0.433776,0.433776,0.433776,0.172016,0.239134,0.239134,0.421083,0.421083,0.421083,0.421083,0.996213
-50.4813,0.930053,0.450852,3,7,0,0.410229,1.39866,2.00631,0.200305,1.02587,0.465559,0.101297,0.35506,0.410229,0.410229,0.410229,0.410229,0.465559,0.330089,0.330089,0.551219,0.551219,0.551219,0.551219,0.641516
-52.7138,0.726036,0.450852,3,7,0,0.371556,2.15374,4.92758,0.210766,3.16166,0.207075,0.0431189,0.368864,0.371556,0.371556,0.371556,0.371556,0.207075,0.343959,0.343959,0.569611,0.569611,0.569611,0.569611,0.957645
-52.1025,1,0.450852,2,3,0,0.363933,2.06857,5.78358,0.204829,2.70669,0.215465,0.0459891,0.362813,0.363933,0.363933,0.363933,0.363933,0.215465,0.336123,0.336123,0.559267,0.559267,0.559267,0.559267,0.933242
-54.0764,0.874888,0.450852,3,7,0,0.5325,2.11392,3.84949,0.122889,4.91368,0.1894,0.0643067,0.521163,0.5325,0.5325,0.5325,0.5325,0.1894,0.217903,0.217903,0.388325,0.388325,0.388325,0.388325,0.992655
-48.8707,1,0.450852,2,3,0,0.43841,2.41126,3.65677,0.155871,5.55072,0.207195,0.0393262,0.427092,0.43841,0.43841,0.43841,0.43841,0.207195,0.26783,0.26783,0.463926,0.463926,0.463926,0.463926,0.996115
-48.8707,0.755814,0.450852,3,7,0,0.43841,2.41126,3.65677,0.155871,5.55072,0.207195,0.0393262,0.427092,0.43841,0.43841,0.43841,0.43841,0.207195,0.26783,0.26783,0.463926,0.463926,0.463926,0.463926,0.996115
-47.2088,0.992153,0.450852,3,7,0,0.437666,1.62472,3.16424,0.176502,4.57664,0.299575,0.0862055,0.419176,0.437666,0.437666,0.437666,0.437666,0.299575,0.297425,0.297425,0.506389,0.506389,0.506389,0.506389,0.989711
-46.6637,0.95908,0.450852,3,7,0,0.417429,2.27997,1.67521,0.172321,3.05133,0.520754,0.0426978,0.339257,0.417429,0.417429,0.417429,0.417429,0.520754,0.291526,0.291526,0.498065,0.498065,0.498065,0.498065,0.952704
-48.7888,0.809073,0.450852,3,7,0,0.375609,1.14118,1.00499,0.158293,2.63295,0.153743,0.119985,0.238119,0.375609,0.375609,0.375609,0.375609,0.153743,0.271368,0.271368,0.469095,0.469095,0.469095,0.469095,0.928134
-47.446,1,0.450852,2,3,0,0.426957,1.12279,1.11537,0.145268,2.10908,0.177047,0.13892,0.287003,0.426957,0.426957,0.426957,0.426957,0.177047,0.252138,0.252138,0.440702,0.440702,0.440702,0.440702,0.878651
-46.6766,0.997245,0.450852,3,7,0,0.422807,0.941234,1.28323,0.162895,3.2082,0.254234,0.164957,0.30563,0.422807,0.422807,0.422807,0.422807,0.254234,0.278044,0.278044,0.478779,0.478779,0.478779,0.478779,0.959571
-48.4238,0.972773,0.450852,3,7,0,0.42121,2.86896,2.13151,0.137971,2.30156,0.430317,0.023907,0.37123,0.42121,0.42121,0.42121,0.42121,0.430317,0.241143,0.241143,0.424136,0.424136,0.424136,0.424136,0.899898
-48.7345,0.93959,0.450852,2,3,0,0.358382,2.09717,1.99471,0.137454,1.63536,0.506144,0.0440105,0.309623,0.358382,0.358382,0.358382,0.358382,0.506144,0.240358,0.240358,0.422944,0.422944,0.422944,0.422944,0.805118
-53.3276,0.795478,0.450852,3,7,0,0.37502,0.453077,3.27328,0.167101,6.24477,0.524783,0.238389,0.360814,0.37502,0.37502,0.37502,0.37502,0.524783,0.284091,0.284091,0.487474,0.487474,0.487474,0.487474,0.998059
-51.7187,0.916342,0.450852,2,3,0,0.372189,0.676094,2.67431,0.166866,5.09393,0.66076,0.189295,0.346525,0.372189,0.372189,0.372189,0.372189,0.66076,0.283755,0.283755,0.486993,0.486993,0.486993,0.486993,0.993866
-49.5096,0.953466,0.450852,3,7,0,0.492158,2.26508,4.29613,0.186636,2.04487,0.279551,0.0510966,0.485454,0.492158,0.492158,0.492158,0.492158,0.279551,0.311523,0.311523,0.525999,0.525999,0.525999,0.525999,0.870603
-46.2331,0.983492,0.450852,2,3,0,0.41104,1.97194,2.74599,0.174049,1.66,0.224569,0.057211,0.384657,0.41104,0.41104,0.41104,0.41104,0.224569,0.29397,0.29397,0.501522,0.501522,0.501522,0.501522,0.809861
-46.1869,0.835306,0.450852,3,5,0,0.383406,1.22656,1.40482,0.182803,2.91933,0.298898,0.112453,0.289314,0.383406,0.383406,0.383406,0.383406,0.298898,0.306224,0.306224,0.518674,0.518674,0.518674,0.518674,0.94603
-47.7244,0.902035,0.450852,4,15,0,0.521119,1.77377,0.899173,0.187233,1.78057,0.247323,0.0884297,0.309073,0.521119,0.521119,0.521119,0.521119,0.247323,0.312344,0.312344,0.527129,0.527129,0.527129,0.527129,0.831458
-47.464,0.839251,0.450852,3,7,0,0.497352,1.98859,1.12144,0.138129,5.0995,0.318427,0.0680818,0.33531,0.497352,0.497352,0.497352,0.497352,0.318427,0.241382,0.241382,0.424499,0.424499,0.424499,0.424499,0.9939
-46.5489,0.956169,0.450852,4,15,0,0.351409,1.69941,2.78181,0.163946,1.53957,0.392735,0.0642347,0.329647,0.351409,0.351409,0.351409,0.351409,0.392735,0.27956,0.27956,0.480966,0.480966,0.480966,0.480966,0.785527
-47.7126,0.790904,0.450852,3,7,0,0.333565,1.4672,1.48918,0.133256,2.98569,0.389963,0.0769103,0.258327,0.333565,0.333565,0.333565,0.333565,0.389963,0.233953,0.233953,0.413171,0.413171,0.413171,0.413171,0.949495
-48.6325,0.981439,0.450852,2,3,0,0.360207,1.34926,4.3516,0.129557,2.64798,0.536594,0.0934488,0.355565,0.360207,0.360207,0.360207,0.360207,0.536594,0.228266,0.228266,0.404426,0.404426,0.404426,0.404426,0.929206
-49.52,0.870303,0.450852,4,15,0,0.387708,2.44563,1.21913,0.163381,5.76157,0.426127,0.0336034,0.273145,0.387708,0.387708,0.387708,0.387708,0.426127,0.278744,0.278744,0.47979,0.47979,0.47979,0.47979,0.996854
-54.1648,0.959833,0.450852,5,23,0,0.41097,3.69563,1.7592,0.148638,4.14095,0.693565,0.0102051,0.340208,0.41097,0.41097,0.41097,0.41097,0.693565,0.257161,0.257161,0.44819,0.44819,0.44819,0.44819,0.984092
-53.6103,0.984302,0.450852,3,7,0,0.314579,0.397288,2.04295,0.131374,6.89003,0.576061,0.211442,0.273796,0.314579,0.314579,0.314579,0.314579,0.576061,0.231064,0.231064,0.408737,0.408737,0.408737,0.408737,0.998982
-51.5615,0.998805,0.450852,3,7,0,0.325893,0.343046,2.68795,0.143223,5.51378,0.512249,0.231256,0.303726,0.325893,0.325893,0.325893,0.325893,0.512249,0.249072,0.249072,0.436107,0.436107,0.436107,0.436107,0.995969
-50.8846,1,0.450852,3,7,0,0.35115,0.293141,2.56466,0.14854,3.78193,0.162341,0.261929,0.324131,0.35115,0.35115,0.35115,0.35115,0.162341,0.257015,0.257015,0.447973,0.447973,0.447973,0.447973,0.977221
-49.6035,0.847963,0.450852,4,15,0,0.503736,2.53374,1.33094,0.166958,1.93032,0.634181,0.0399773,0.370634,0.503736,0.503736,0.503736,0.503736,0.634181,0.283887,0.283887,0.487182,0.487182,0.487182,0.487182,0.854899
-47.1899,0.977326,0.450852,3,7,0,0.360882,1.35342,1.21907,0.172937,2.25194,0.240871,0.0932357,0.25424,0.360882,0.360882,0.360882,0.360882,0.240871,0.292398,0.292398,0.4993,0.4993,0.4993,0.4993,0.894805
-46.6038,0.821711,0.450852,3,7,0,0.478341,2.4237,1.94011,0.144735,2.91718,0.264757,0.0423779,0.409609,0.478341,0.478341,0.478341,0.478341,0.264757,0.25134,0.25134,0.439509,0.439509,0.439509,0.439509,0.945914
-45.7712,0.99294,0.450852,3,7,0,0.452985,1.69321,1.28389,0.13963,2.60596,0.236012,0.0833165,0.327528,0.452985,0.452985,0.452985,0.452985,0.236012,0.243657,0.243657,0.427945,0.427945,0.427945,0.427945,0.926168
-46.4718,0.935861,0.450852,3,7,0,0.394501,1.24747,3.30417,0.188264,1.90821,0.335095,0.113312,0.380011,0.394501,0.394501,0.394501,0.394501,0.335095,0.31376,0.31376,0.529074,0.529074,0.529074,0.529074,0.851655
-48.5401,0.919949,0.450852,2,3,0,0.321704,1.14744,3.86772,0.17626,2.26449,0.236377,0.102125,0.314978,0.321704,0.321704,0.321704,0.321704,0.236377,0.297085,0.297085,0.50591,0.50591,0.50591,0.50591,0.896117
-46.5175,0.997823,0.450852,3,7,0,0.384603,1.51583,0.960106,0.156948,3.40225,0.391783,0.0844686,0.237357,0.384603,0.384603,0.384603,0.384603,0.391783,0.269404,0.269404,0.46623,0.46623,0.46623,0.46623,0.966702
-44.678,1,0.450852,3,7,0,0.406961,1.50615,1.61718,0.156202,3.01731,0.253293,0.0902485,0.326196,0.406961,0.406961,0.406961,0.406961,0.253293,0.268314,0.268314,0.464635,0.464635,0.464635,0.464635,0.951067
-45.686,0.804696,0.450852,3,7,0,0.430907,1.525,1.66723,0.145231,2.00003,0.280815,0.0937739,0.349565,0.430907,0.430907,0.430907,0.430907,0.280815,0.252082,0.252082,0.440619,0.440619,0.440619,0.440619,0.864669
-45.17,0.880824,0.450852,3,7,0,0.443203,1.84439,1.49027,0.156717,3.00744,0.427261,0.0700802,0.343345,0.443203,0.443203,0.443203,0.443203,0.427261,0.269067,0.269067,0.465737,0.465737,0.465737,0.465737,0.950582
-48.2607,0.858482,0.450852,3,7,0,0.53032,1.52866,1.12249,0.156996,2.94315,0.183422,0.114987,0.357717,0.53032,0.53032,0.53032,0.53032,0.183422,0.269474,0.269474,0.466332,0.466332,0.466332,0.466332,0.9473
-47.3385,0.890185,0.450852,4,11,0,0.374537,1.96799,1.86749,0.159489,3.1021,0.667756,0.0523369,0.316667,0.374537,0.374537,0.374537,0.374537,0.667756,0.273108,0.273108,0.471628,0.471628,0.471628,0.471628,0.955045
-49.3562,0.920927,0.450852,4,15,0,0.48021,1.29563,0.83132,0.152814,3.52979,0.117219,0.131445,0.271091,0.48021,0.48021,0.48021,0.48021,0.117219,0.263339,0.263339,0.45733,0.45733,0.45733,0.45733,0.970689
-47.5255,1,0.450852,3,7,0,0.39268,1.26907,1.25082,0.135401,3.32227,0.165885,0.11038,0.280268,0.39268,0.39268,0.39268,0.39268,0.165885,0.237233,0.237233,0.418187,0.418187,0.418187,0.418187,0.963929
-47.6397,0.934115,0.450852,3,7,0,0.371561,1.43299,1.48823,0.142377,4.23973,0.179212,0.0886524,0.287673,0.371561,0.371561,0.371561,0.371561,0.179212,0.247801,0.247801,0.434196,0.434196,0.434196,0.434196,0.985589
-47.3776,1,0.450852,3,7,0,0.464768,2.1434,2.05751,0.180793,1.59432,0.193836,0.0544968,0.405383,0.464768,0.464768,0.464768,0.464768,0.193836,0.303429,0.303429,0.514789,0.514789,0.514789,0.514789,0.796953
-47.122,0.998334,0.450852,3,7,0,0.429066,1.72905,1.45706,0.14004,5.32165,0.473429,0.0761393,0.329128,0.429066,0.429066,0.429066,0.429066,0.473429,0.244276,0.244276,0.428882,0.428882,0.428882,0.428882,0.995115
-45.7643,0.965006,0.450852,2,3,0,0.417537,1.50629,1.65561,0.149651,4.40882,0.424594,0.0925807,0.337797,0.417537,0.417537,0.417537,0.417537,0.424594,0.258665,0.258665,0.450422,0.450422,0.450422,0.450422,0.98783
-47.3663,0.918636,0.450852,3,7,0,0.361087,0.766984,2.95471,0.159778,4.47174,0.241549,0.167693,0.342277,0.361087,0.361087,0.361087,0.361087,0.241549,0.273528,0.273528,0.472238,0.472238,0.472238,0.472238,0.988573
-46.9339,0.973576,0.450852,3,7,0,0.390484,1.40737,2.15281,0.16981,5.64671,0.248265,0.0955848,0.345126,0.390484,0.390484,0.390484,0.390484,0.248265,0.28796,0.28796,0.492998,0.492998,0.492998,0.492998,0.996471
-47.0563,0.934676,0.450852,3,7,0,0.364818,0.65624,1.66138,0.156225,2.1615,0.277342,0.189267,0.295547,0.364818,0.364818,0.364818,0.364818,0.277342,0.268348,0.268348,0.464685,0.464685,0.464685,0.464685,0.884848
-47.6779,0.954374,0.450852,3,7,0,0.479801,2.76525,2.18748,0.155235,3.32007,0.228034,0.0302085,0.425968,0.479801,0.479801,0.479801,0.479801,0.228034,0.266897,0.266897,0.46256,0.46256,0.46256,0.46256,0.96385
-46.886,0.982956,0.450852,3,7,0,0.386163,1.21782,1.73393,0.163306,2.2289,0.137804,0.114256,0.317971,0.386163,0.386163,0.386163,0.386163,0.137804,0.278637,0.278637,0.479635,0.479635,0.479635,0.479635,0.892353
-46.5286,0.940903,0.450852,3,7,0,0.401458,1.89252,1.96021,0.152422,4.81384,0.506401,0.0604966,0.344922,0.401458,0.401458,0.401458,0.401458,0.506401,0.262762,0.262762,0.45648,0.45648,0.45648,0.45648,0.991883
-45.7551,0.989031,0.450852,3,7,0,0.364585,1.15116,2.24913,0.157786,2.4324,0.50984,0.115307,0.326124,0.364585,0.364585,0.364585,0.364585,0.50984,0.270628,0.270628,0.468016,0.468016,0.468016,0.468016,0.912174
-44.9146,0.99388,0.450852,3,7,0,0.388732,1.29018,1.76614,0.163709,2.74076,0.418099,0.106988,0.322263,0.388732,0.388732,0.388732,0.388732,0.418099,0.279217,0.279217,0.480473,0.480473,0.480473,0.480473,0.935479
-47.0796,0.961905,0.450852,3,7,0,0.374699,1.31681,1.32661,0.175031,1.47029,0.503024,0.100415,0.275263,0.374699,0.374699,0.374699,0.374699,0.503024,0.295355,0.295355,0.503476,0.503476,0.503476,0.503476,0.770141
-44.516,0.998662,0.450852,3,7,0,0.408632,1.49777,1.7403,0.159881,3.0594,0.334564,0.0913817,0.336931,0.408632,0.408632,0.408632,0.408632,0.334564,0.273678,0.273678,0.472457,0.472457,0.472457,0.472457,0.953084
-45.4373,0.946939,0.450852,3,7,0,0.434075,1.45518,1.00048,0.150263,2.46057,0.301921,0.101295,0.274465,0.434075,0.434075,0.434075,0.434075,0.301921,0.259572,0.259572,0.451766,0.451766,0.451766,0.451766,0.914613
-47.5783,0.798052,0.450852,3,7,0,0.394641,1.36477,0.826258,0.140401,2.07939,0.295256,0.100807,0.221913,0.394641,0.394641,0.394641,0.394641,0.295256,0.244822,0.244822,0.429706,0.429706,0.429706,0.429706,0.874994
-54.5775,0.872057,0.450852,3,7,0,0.579768,3.63248,0.992225,0.171501,5.14718,0.553137,0.0153351,0.364818,0.579768,0.579768,0.579768,0.579768,0.553137,0.290363,0.290363,0.496415,0.496415,0.496415,0.496415,0.994184
-48.4122,1,0.450852,2,3,0,0.552741,2.33235,1.11544,0.1564,4.88183,0.351835,0.0536531,0.371569,0.552741,0.552741,0.552741,0.552741,0.351835,0.268605,0.268605,0.465061,0.465061,0.465061,0.465061,0.992417
-47.8149,1,0.450852,4,15,0,0.341751,0.817707,3.75468,0.156847,1.63715,0.326582,0.150863,0.333751,0.341751,0.341751,0.341751,0.341751,0.326582,0.269257,0.269257,0.466015,0.466015,0.466015,0.466015,0.805467
-46.2942,0.909931,0.450852,3,7,0,0.375,1.04838,2.29497,0.178619,2.97903,0.451493,0.131439,0.337214,0.375,0.375,0.375,0.375,0.451493,0.300393,0.300393,0.510551,0.510551,0.510551,0.510551,0.949158
-46.0239,0.948975,0.450852,3,7,0,0.444364,2.0577,1.75037,0.143801,2.0274,0.362047,0.0567661,0.367173,0.444364,0.444364,0.444364,0.444364,0.362047,0.24994,0.24994,0.43741,0.43741,0.43741,0.43741,0.868323
-45.3997,0.984198,0.450852,3,7,0,0.38731,1.99526,1.66932,0.156662,2.18992,0.273013,0.0526656,0.314351,0.38731,0.38731,0.38731,0.38731,0.273013,0.268987,0.268987,0.465621,0.465621,0.465621,0.465621,0.888074
-47.1715,0.809905,0.450852,3,7,0,0.318108,0.957871,2.02769,0.159095,2.93087,0.331885,0.122061,0.276232,0.318108,0.318108,0.318108,0.318108,0.331885,0.272536,0.272536,0.470796,0.470796,0.470796,0.470796,0.946649
-50.4236,0.847644,0.450852,3,7,0,0.44447,0.913783,1.51333,0.207472,2.78099,0.29416,0.178235,0.346609,0.44447,0.44447,0.44447,0.44447,0.29416,0.339622,0.339622,0.563901,0.563901,0.563901,0.563901,0.938023
-46.8604,0.996809,0.450852,2,3,0,0.379099,1.32386,0.964519,0.169944,2.99339,0.407811,0.100881,0.234599,0.379099,0.379099,0.379099,0.379099,0.407811,0.28815,0.28815,0.49327,0.49327,0.49327,0.49327,0.949883
-45.8619,1,0.450852,2,3,0,0.37836,1.03918,1.59813,0.168338,3.38042,0.402894,0.133843,0.301828,0.37836,0.37836,0.37836,0.37836,0.402894,0.285859,0.285859,0.490003,0.490003,0.490003,0.490003,0.965967
-48.0815,0.892187,0.450852,3,7,0,0.383247,2.11251,2.6138,0.194339,2.76733,0.516716,0.0463476,0.355172,0.383247,0.383247,0.383247,0.383247,0.516716,0.322047,0.322047,0.54038,0.54038,0.54038,0.54038,0.937171
-48.8952,0.745204,0.450852,3,7,0,0.379792,0.774769,1.90096,0.200283,2.60474,0.435578,0.175012,0.323042,0.379792,0.379792,0.379792,0.379792,0.435578,0.330059,0.330059,0.55118,0.55118,0.55118,0.55118,0.926078
-48.2542,0.989947,0.450852,3,7,0,0.353047,1.1932,1.32685,0.124819,2.94501,0.291336,0.107062,0.259379,0.353047,0.353047,0.353047,0.353047,0.291336,0.220917,0.220917,0.393029,0.393029,0.393029,0.393029,0.947399
-47.0204,1,0.450852,2,3,0,0.381707,1.35875,3.34247,0.129819,3.47273,0.416322,0.0980923,0.368214,0.381707,0.381707,0.381707,0.381707,0.416322,0.228669,0.228669,0.405048,0.405048,0.405048,0.405048,0.968968
-45.4919,0.988006,0.450852,3,7,0,0.417952,1.57398,1.40605,0.177837,1.65163,0.334719,0.0866075,0.315507,0.417952,0.417952,0.417952,0.417952,0.334719,0.2993,0.2993,0.509019,0.509019,0.509019,0.509019,0.808262
-45.2291,0.979091,0.450852,3,7,0,0.408729,1.91504,1.54412,0.146428,3.64708,0.392865,0.0602208,0.321466,0.408729,0.408729,0.408729,0.408729,0.392865,0.25387,0.25387,0.44329,0.44329,0.44329,0.44329,0.973933
-46.7748,0.864712,0.450852,3,7,0,0.541173,2.05748,0.825477,0.157303,2.32018,0.322141,0.0691488,0.304125,0.541173,0.541173,0.541173,0.541173,0.322141,0.269924,0.269924,0.466989,0.466989,0.466989,0.466989,0.901744
-45.8143,0.991675,0.450852,3,7,0,0.480382,1.81717,0.863333,0.167672,2.67292,0.314407,0.0780547,0.277779,0.480382,0.480382,0.480382,0.480382,0.314407,0.284908,0.284908,0.488644,0.488644,0.488644,0.488644,0.93095
