# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = SIR_typhi_one_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 50
#       term_buffer = 45
#       window = 5
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 4
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = temp.data.R
# init = temp.init.R
# random
#   seed = 959355769
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 1
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,beta,logm1,logm2,sensrate,logprop,r,params.1,params.2,params.3,params.4,params.5,blood.1,blood.2,blood.3,blood.4,prop
# Adaptation terminated
# Step size = 0.193936
# Diagonal elements of inverse mass matrix:
# 1.63706, 0.0746066, 0.472884, 0.0133464, 0.147909, 0.423134

-24.5287,0.986697,0.193936,5,31,0,3.14104,1.75596,0.826071,0.131805,2.26733,0.0266866,0.542587,1.766,3.14104,3.14104,0.0266866,0.123488,0.123488,0.326599,0.326599,0.896412
-26.3813,0.898153,0.193936,4,15,0,2.83311,1.48297,0.666197,0.132802,2.68771,0.0317599,0.64301,1.37786,2.83311,2.83311,0.0317599,0.124361,0.124361,0.32861,0.32861,0.931964
-25.6737,0.989238,0.193936,4,15,0,1.6276,1.03387,1.84558,0.132306,1.05343,0.0255101,0.578819,1.37055,1.6276,1.6276,0.0255101,0.123927,0.123927,0.32761,0.32761,0.651261
-26.4814,0.626679,0.193936,5,31,0,1.79901,1.97608,0.860265,0.142859,2.54013,0.0656246,0.249363,1.03794,1.79901,1.79901,0.0656246,0.133124,0.133124,0.348565,0.348565,0.921144
-24.0402,0.987768,0.193936,5,31,0,1.78528,1.67221,1.89214,0.14918,1.17722,0.0288046,0.33533,1.51615,1.78528,1.78528,0.0288046,0.138586,0.138586,0.360802,0.360802,0.691866
-26.8947,0.869333,0.193936,5,31,0,2.80855,0.676189,2.48679,0.129245,1.37571,0.01176,1.42829,2.57494,2.80855,2.80855,0.01176,0.121242,0.121242,0.321408,0.321408,0.74734
-28.2537,0.997386,0.193936,4,15,0,3.20029,0.558244,1.26445,0.142617,1.34329,0.00705007,1.83125,2.29654,3.20029,3.20029,0.00705007,0.132914,0.132914,0.348092,0.348092,0.739015
-30.0781,0.802174,0.193936,5,31,0,1.04207,0.335838,3.57224,0.144671,1.57177,0.0338783,0.744808,1.0128,1.04207,1.04207,0.0338783,0.134693,0.134693,0.352097,0.352097,0.792323
-28.0996,0.123568,0.193936,5,31,0,1.75305,0.314198,3.14896,0.135198,1.41138,0.0177125,1.28039,1.67785,1.75305,1.75305,0.0177125,0.126457,0.126457,0.333419,0.333419,0.756194
-28.0053,0.211545,0.193936,4,9,0,1.50965,0.348555,3.1382,0.1442,1.53552,0.0240381,1.06537,1.44419,1.50965,1.50965,0.0240381,0.134285,0.134285,0.35118,0.35118,0.784656
-28.0053,0.160038,0.193936,5,31,0,1.50965,0.348555,3.1382,0.1442,1.53552,0.0240381,1.06537,1.44419,1.50965,1.50965,0.0240381,0.134285,0.134285,0.35118,0.35118,0.784656
-31.4554,0.432976,0.193936,4,15,0,1.02381,0.39224,1.27648,0.12218,1.03475,0.0349063,0.691626,0.738149,1.02381,1.02381,0.0349063,0.115011,0.115011,0.306872,0.306872,0.644684
-28.3138,0.579039,0.193936,4,15,0,0.939985,0.371712,1.81207,0.131219,1.68937,0.0507267,0.64817,0.786471,0.939985,0.939985,0.0507267,0.122975,0.122975,0.325415,0.325415,0.815364
-28.3138,0.0112357,0.193936,4,15,0,0.939985,0.371712,1.81207,0.131219,1.68937,0.0507267,0.64817,0.786471,0.939985,0.939985,0.0507267,0.122975,0.122975,0.325415,0.325415,0.815364
-28.3138,0.262356,0.193936,1,1,0,0.939985,0.371712,1.81207,0.131219,1.68937,0.0507267,0.64817,0.786471,0.939985,0.939985,0.0507267,0.122975,0.122975,0.325415,0.325415,0.815364
-24.9221,0.750629,0.193936,5,31,0,3.50382,2.91339,0.700571,0.149671,1.17174,0.0336106,0.190228,1.76487,3.50382,3.50382,0.0336106,0.139009,0.139009,0.361742,0.361742,0.690173
-25.1455,0.824678,0.193936,4,11,0,3.73538,2.75566,0.550486,0.166548,1.05618,0.0336897,0.237448,1.5813,3.73538,3.73538,0.0336897,0.153418,0.153418,0.393253,0.393253,0.652219
-24.6251,0.921956,0.193936,5,31,0,2.1395,1.68018,2.36325,0.115635,2.3384,0.0290733,0.398676,1.93814,2.1395,2.1395,0.0290733,0.1092,0.1092,0.293127,0.293127,0.903518
-26.3478,0.993222,0.193936,4,15,0,0.982375,1.95104,2.93842,0.128412,2.17579,0.0832501,0.139622,0.930359,0.982375,0.982375,0.0832501,0.120509,0.120509,0.319709,0.319709,0.886482
-26.4939,0.986579,0.193936,3,7,0,0.888419,2.07845,2.76303,0.125542,2.00586,0.0813527,0.111163,0.832359,0.888419,0.888419,0.0813527,0.117982,0.117982,0.313828,0.313828,0.865455
-26.607,0.510523,0.193936,4,15,0,3.73923,2.23311,1.05126,0.161605,1.98683,0.0188005,0.400826,2.43238,3.73923,3.73923,0.0188005,0.149223,0.149223,0.384189,0.384189,0.86287
-26.1567,0.987573,0.193936,4,15,0,3.10849,2.26544,0.454635,0.12583,1.19513,0.0282454,0.322613,1.13559,3.10849,3.10849,0.0282454,0.118235,0.118235,0.31442,0.31442,0.697335
-25.9034,0.868398,0.193936,3,7,0,2.56794,2.92356,0.874856,0.140985,1.66819,0.0340023,0.138006,1.49731,2.56794,2.56794,0.0340023,0.131497,0.131497,0.344891,0.344891,0.811411
-25.3053,0.900616,0.193936,4,15,0,3.10831,2.30163,0.483004,0.14833,1.04365,0.0424906,0.311128,1.19071,3.10831,3.10831,0.0424906,0.137854,0.137854,0.35917,0.35917,0.647833
-25.3053,0.640905,0.193936,4,11,0,3.10831,2.30163,0.483004,0.14833,1.04365,0.0424906,0.311128,1.19071,3.10831,3.10831,0.0424906,0.137854,0.137854,0.35917,0.35917,0.647833
-26.5228,0.949577,0.193936,5,23,0,2.38378,2.36546,1.69821,0.124911,3.40776,0.0443562,0.223852,1.94752,2.38378,2.38378,0.0443562,0.117425,0.117425,0.312528,0.312528,0.966885
-26.5779,0.995073,0.193936,3,7,0,1.97955,2.45404,1.38978,0.127237,4.40247,0.0446068,0.170134,1.48639,1.97955,1.97955,0.0446068,0.119475,0.119475,0.317307,0.317307,0.987753
-28.5309,0.988021,0.193936,4,15,0,4.35017,2.41752,1.17404,0.127294,6.04881,0.0185685,0.387784,3.00547,4.35017,4.35017,0.0185685,0.119525,0.119525,0.317424,0.317424,0.997639
-28.2014,0.965822,0.193936,4,15,0,4.41553,1.69902,1.34144,0.142091,3.97478,0.0147464,0.807437,3.261,4.41553,4.41553,0.0147464,0.132457,0.132457,0.347061,0.347061,0.981217
-25.1358,0.995845,0.193936,4,15,0,3.37367,2.51318,0.913334,0.124665,1.33738,0.0223258,0.273303,2.02021,3.37367,3.37367,0.0223258,0.117208,0.117208,0.31202,0.31202,0.737467
-26.0991,0.994602,0.193936,5,31,0,4.1524,2.64121,0.884914,0.124053,1.34616,0.0174232,0.295962,2.4385,4.1524,4.1524,0.0174232,0.116667,0.116667,0.310756,0.310756,0.739762
-27.0537,0.924202,0.193936,3,7,0,3.37522,2.68639,1.25256,0.124557,1.10937,0.0220198,0.229942,2.41068,3.37522,3.37522,0.0220198,0.117112,0.117112,0.311796,0.311796,0.670232
-27.3599,0.983266,0.193936,3,7,0,3.07557,2.44352,1.51723,0.125987,0.992349,0.0215819,0.267126,2.40104,3.07557,3.07557,0.0215819,0.118373,0.118373,0.314742,0.314742,0.629295
-25.2963,0.996422,0.193936,4,15,0,2.46509,2.54224,1.43865,0.128796,1.28251,0.0269672,0.193978,1.88025,2.46509,2.46509,0.0269672,0.120847,0.120847,0.320494,0.320494,0.722659
-25.5577,0.860732,0.193936,4,15,0,2.96976,1.76174,0.652255,0.123136,1.86174,0.0348319,0.510044,1.4229,2.96976,2.96976,0.0348319,0.115856,0.115856,0.308856,0.308856,0.844598
-29.029,0.655398,0.193936,4,13,0,4.54322,2.05614,0.391077,0.135861,2.17335,0.0175608,0.581294,1.47051,4.54322,4.54322,0.0175608,0.127036,0.127036,0.334744,0.334744,0.886205
-26.7762,1,0.193936,4,15,0,4.64387,2.00153,0.47469,0.122949,2.25317,0.0229601,0.627519,1.75502,4.64387,4.64387,0.0229601,0.115691,0.115691,0.308468,0.308468,0.894935
-26.7077,0.94216,0.193936,4,15,0,2.90178,2.28163,2.47587,0.114177,3.23187,0.028766,0.296322,2.65777,2.90178,2.90178,0.028766,0.1079,0.1079,0.290028,0.290028,0.960516
-28.2737,0.982881,0.193936,4,15,0,1.44592,1.81429,5.39717,0.130772,3.17148,0.0405026,0.235617,1.43937,1.44592,1.44592,0.0405026,0.122582,0.122582,0.32451,0.32451,0.958058
-28.2737,0.187758,0.193936,4,15,0,1.44592,1.81429,5.39717,0.130772,3.17148,0.0405026,0.235617,1.43937,1.44592,1.44592,0.0405026,0.122582,0.122582,0.32451,0.32451,0.958058
-27.1228,1,0.193936,4,15,0,1.39209,1.37494,2.90745,0.128142,3.2744,0.0544491,0.351998,1.31606,1.39209,1.39209,0.0544491,0.120271,0.120271,0.319158,0.319158,0.96216
-27.2667,0.861447,0.193936,4,15,0,1.44606,2.45851,2.36353,0.108438,2.0884,0.047865,0.123728,1.31,1.44606,1.44606,0.047865,0.102766,0.102766,0.2777,0.2777,0.876115
-26.3081,0.847266,0.193936,4,15,0,2.49707,2.51863,1.95636,0.118807,3.82999,0.0307643,0.201189,2.14405,2.49707,2.49707,0.0307643,0.112021,0.112021,0.299822,0.299822,0.97829
-27.0212,0.994192,0.193936,4,15,0,2.67086,2.38855,2.3532,0.131937,4.51637,0.0302861,0.245086,2.41695,2.67086,2.67086,0.0302861,0.123604,0.123604,0.326866,0.326866,0.989071
-24.4227,0.698076,0.193936,4,15,0,2.47052,1.92676,1.48477,0.135317,1.07231,0.0224986,0.359754,1.91081,2.47052,2.47052,0.0224986,0.126561,0.126561,0.333657,0.333657,0.657784
-25.0667,0.832452,0.193936,5,31,0,3.60673,2.20538,1.08844,0.120158,1.46165,0.0208606,0.397495,2.39219,3.60673,3.60673,0.0208606,0.11322,0.11322,0.302655,0.302655,0.768147
-29.7525,0.687105,0.193936,4,15,0,4.03678,2.8909,0.505316,0.125549,1.08974,0.0179236,0.224147,1.60133,4.03678,4.03678,0.0179236,0.117987,0.117987,0.313841,0.313841,0.663697
-27.4346,0.73128,0.193936,2,3,0,4.18234,2.7534,0.589563,0.12373,1.1387,0.0293683,0.266459,1.86294,4.18234,4.18234,0.0293683,0.116381,0.116381,0.310086,0.310086,0.679764
-29.8858,0.905664,0.193936,4,15,0,2.27767,2.51061,0.527569,0.123978,6.05074,0.0464257,0.184989,0.933759,2.27767,2.27767,0.0464257,0.116601,0.116601,0.310601,0.310601,0.997644
-28.0424,1,0.193936,4,15,0,3.39562,2.27999,0.785512,0.0974029,1.96906,0.0227513,0.347323,1.84761,3.39562,3.39562,0.0227513,0.0928095,0.0928095,0.253387,0.253387,0.860411
-28.0424,0.776576,0.193936,2,3,0,3.39562,2.27999,0.785512,0.0974029,1.96906,0.0227513,0.347323,1.84761,3.39562,3.39562,0.0227513,0.0928095,0.0928095,0.253387,0.253387,0.860411
-29.8351,0.985347,0.193936,3,7,0,4.11851,2.78478,0.656618,0.0970255,1.79321,0.0223366,0.254287,1.98264,4.11851,4.11851,0.0223366,0.0924671,0.0924671,0.252541,0.252541,0.833575
-29.5129,0.981904,0.193936,5,31,0,4.88134,2.19479,0.459627,0.111138,1.38244,0.018433,0.543695,1.79868,4.88134,4.88134,0.018433,0.105185,0.105185,0.283526,0.283526,0.749034
-32.1216,0.870312,0.193936,5,31,0,0.873227,2.29288,2.12513,0.196801,0.6761,0.0621234,0.0881748,0.768949,0.873227,0.873227,0.0621234,0.178646,0.178646,0.445897,0.445897,0.491404
-31.1489,1,0.193936,3,7,0,0.971096,2.20646,3.56767,0.200481,0.854819,0.059098,0.106908,0.94369,0.971096,0.971096,0.059098,0.181663,0.181663,0.45198,0.45198,0.57464
-28.8148,0.837288,0.193936,4,15,0,4.81921,1.65447,0.407239,0.13308,1.41678,0.0134137,0.921406,1.6121,4.81921,4.81921,0.0134137,0.124605,0.124605,0.32917,0.32917,0.757506
-28.1586,0.979858,0.193936,4,15,0,4.91106,2.00145,0.817347,0.12774,1.49718,0.01819,0.663676,2.74233,4.91106,4.91106,0.01819,0.119917,0.119917,0.318336,0.318336,0.77624
-27.8157,0.992203,0.193936,4,15,0,4.93014,2.0485,0.49686,0.128096,2.05242,0.0189958,0.635632,1.93045,4.93014,4.93014,0.0189958,0.120231,0.120231,0.319065,0.319065,0.871577
-27.4267,0.996389,0.193936,4,15,0,4.84587,2.43756,1.37384,0.120745,2.63132,0.0128428,0.423404,3.61922,4.84587,4.84587,0.0128428,0.11374,0.11374,0.30388,0.30388,0.928017
-28.8811,0.822341,0.193936,5,31,0,2.34382,0.929908,2.37863,0.158968,1.06145,0.0266834,0.924847,2.1266,2.34382,2.34382,0.0266834,0.146977,0.146977,0.379299,0.379299,0.654046
-27.2764,0.949018,0.193936,5,31,0,4.79807,1.45334,1.56333,0.13074,1.72771,0.00552249,1.12173,3.79318,4.79807,4.79807,0.00552249,0.122554,0.122554,0.324444,0.324444,0.82231
-26.0976,0.998077,0.193936,4,15,0,4.541,1.47394,1.24795,0.127141,1.54993,0.0103224,1.03998,3.23731,4.541,4.541,0.0103224,0.11939,0.11939,0.317111,0.317111,0.787737
-25.9642,0.993792,0.193936,4,15,0,3.54119,1.58043,0.56285,0.134575,1.75857,0.0184077,0.729081,1.52419,3.54119,3.54119,0.0184077,0.125913,0.125913,0.332172,0.332172,0.827708
-25.532,0.986615,0.193936,4,15,0,3.93531,1.71429,0.636286,0.148986,0.99725,0.0154774,0.708717,1.85253,3.93531,3.93531,0.0154774,0.138419,0.138419,0.36043,0.36043,0.631108
-26.0268,0.959535,0.193936,4,15,0,4.52919,1.92771,2.38514,0.145887,1.81268,0.00929345,0.65891,4.11216,4.52919,4.52919,0.00929345,0.135745,0.135745,0.354456,0.354456,0.836784
-24.706,0.999518,0.193936,3,7,0,4.3286,1.79203,1.44544,0.137855,1.67115,0.0111551,0.72124,3.3086,4.3286,4.3286,0.0111551,0.128775,0.128775,0.338711,0.338711,0.811969
-26.2892,0.884151,0.193936,4,15,0,4.011,1.69398,1.16715,0.157281,1.58542,0.0104175,0.737169,2.76256,4.011,4.011,0.0104175,0.145536,0.145536,0.376149,0.376149,0.795139
-25.0904,0.982389,0.193936,4,15,0,3.54065,1.78627,1.40707,0.155697,1.68727,0.0142531,0.593356,2.67369,3.54065,3.54065,0.0142531,0.144181,0.144181,0.373176,0.373176,0.814976
-25.0097,1,0.193936,4,15,0,4.35076,1.77458,1.42857,0.147868,1.20699,0.00943694,0.737692,3.30809,4.35076,4.35076,0.00943694,0.137455,0.137455,0.358281,0.358281,0.700905
-26.1794,0.949257,0.193936,5,31,0,2.03029,1.38176,0.682705,0.161998,1.0523,0.0294827,0.509879,1.00449,2.03029,2.03029,0.0294827,0.149557,0.149557,0.384914,0.384914,0.650866
-26.0473,0.988355,0.193936,4,15,0,2.07209,2.25022,1.85966,0.176629,0.976763,0.0437332,0.218349,1.74941,2.07209,2.07209,0.0437332,0.161909,0.161909,0.411328,0.411328,0.623472
-27.228,0.714455,0.193936,1,1,0,2.25239,2.31835,1.84292,0.177798,1.01304,0.0455304,0.221717,1.89572,2.25239,2.25239,0.0455304,0.162888,0.162888,0.413389,0.413389,0.636885
-26.1211,0.94403,0.193936,4,15,0,1.66264,2.21729,1.29972,0.181617,1.26241,0.0547606,0.181068,1.20939,1.66264,1.66264,0.0547606,0.166079,0.166079,0.420072,0.420072,0.717029
-25.7852,0.959706,0.193936,5,31,0,3.89682,2.00145,1.99467,0.114629,2.23274,0.0113854,0.52661,3.36662,3.89682,3.89682,0.0113854,0.108303,0.108303,0.29099,0.29099,0.892766
-24.9047,0.993488,0.193936,4,15,0,4.25174,1.98018,0.962646,0.149747,1.71722,0.0156884,0.586928,2.62808,4.25174,4.25174,0.0156884,0.139074,0.139074,0.361888,0.361888,0.820436
-25.804,0.894955,0.193936,3,7,0,4.14564,2.34592,0.832646,0.148387,1.44364,0.0144458,0.396984,2.34271,4.14564,4.14564,0.0144458,0.137903,0.137903,0.35928,0.35928,0.763933
-25.1009,0.954942,0.193936,2,3,0,4.60267,2.29843,0.951845,0.142803,1.41618,0.014539,0.462185,2.82591,4.60267,4.60267,0.014539,0.133075,0.133075,0.348455,0.348455,0.75736
-26.9096,0.959945,0.193936,3,7,0,4.38032,2.46863,1.17685,0.16139,0.844688,0.0126429,0.371019,3.0301,4.38032,4.38032,0.0126429,0.14904,0.14904,0.383791,0.383791,0.570309
-26.4377,0.999691,0.193936,4,15,0,4.33465,1.37071,2.13907,0.158135,1.60829,0.00877153,1.10069,3.82419,4.33465,4.33465,0.00877153,0.146266,0.146266,0.377746,0.377746,0.799771
-24.5624,0.886284,0.193936,4,15,0,3.43766,1.8812,2.23319,0.131288,2.35693,0.0161102,0.523926,3.06919,3.43766,3.43766,0.0161102,0.123035,0.123035,0.325554,0.325554,0.90529
-25.5648,0.946994,0.193936,4,15,0,1.35216,1.77519,0.702248,0.149361,1.19409,0.0766185,0.229125,0.682205,1.35216,1.35216,0.0766185,0.138742,0.138742,0.361149,0.361149,0.69702
-23.7052,0.964867,0.193936,4,15,0,2.70993,2.11909,1.12509,0.162024,1.17708,0.027942,0.325575,1.83022,2.70993,2.70993,0.027942,0.149579,0.149579,0.384962,0.384962,0.691822
-28.1806,0.799614,0.193936,4,11,0,3.18565,1.92642,0.937088,0.201207,0.689583,0.026204,0.464048,1.93762,3.18565,3.18565,0.026204,0.182257,0.182257,0.453173,0.453173,0.498215
-28.5937,0.947028,0.193936,4,15,0,2.88996,1.3142,1.38874,0.200081,0.938322,0.0233127,0.776504,2.16923,2.88996,2.88996,0.0233127,0.181336,0.181336,0.451322,0.451322,0.608716
-26.2391,0.834266,0.193936,4,15,0,2.90107,1.94017,0.885135,0.166492,0.789499,0.0305459,0.416823,1.70392,2.90107,2.90107,0.0305459,0.15337,0.15337,0.393152,0.393152,0.545928
-26.0558,0.938521,0.193936,4,15,0,2.98334,2.05327,2.92912,0.154746,1.59518,0.0275884,0.382807,2.8239,2.98334,2.98334,0.0275884,0.143367,0.143367,0.371385,0.371385,0.797129
-25.8227,1,0.193936,4,15,0,3.68221,1.93454,2.36884,0.167177,0.871609,0.012015,0.532045,3.33759,3.68221,3.68221,0.012015,0.15395,0.15395,0.394398,0.394398,0.581722
-24.2806,0.991447,0.193936,4,15,0,1.65443,1.32072,1.81766,0.148382,1.43697,0.0308157,0.441639,1.38574,1.65443,1.65443,0.0308157,0.137898,0.137898,0.359269,0.359269,0.762352
-27.4292,0.418366,0.193936,5,23,0,4.81267,2.38049,1.11532,0.123501,1.52532,0.0174668,0.445195,3.23502,4.81267,4.81267,0.0174668,0.116179,0.116179,0.309613,0.309613,0.78245
-23.7437,0.880569,0.193936,5,19,0,2.00174,1.7993,1.52456,0.141724,1.71346,0.0401901,0.331119,1.56593,2.00174,2.00174,0.0401901,0.132139,0.132139,0.346342,0.346342,0.819759
-25.7992,0.999288,0.193936,4,15,0,4.08111,1.38272,1.45078,0.13822,1.10207,0.00796648,1.02393,3.12455,4.08111,4.08111,0.00796648,0.129093,0.129093,0.339435,0.339435,0.667818
-25.5418,0.976498,0.193936,4,15,0,3.35444,2.24061,3.24518,0.154127,1.65387,0.0179781,0.35689,3.22375,3.35444,3.35444,0.0179781,0.142837,0.142837,0.370218,0.370218,0.808691
-26.0052,0.934494,0.193936,5,31,0,4.50121,2.36998,1.68787,0.149072,1.64936,0.0115548,0.420784,3.66888,4.50121,4.50121,0.0115548,0.138493,0.138493,0.360595,0.360595,0.807828
-27.043,0.998265,0.193936,4,15,0,4.33796,2.26237,0.259544,0.143376,1.13218,0.029001,0.451595,0.991643,4.33796,4.33796,0.029001,0.133572,0.133572,0.349574,0.349574,0.67767
-25.0086,0.846206,0.193936,4,15,0,3.01909,1.76825,1.17848,0.172417,1.28457,0.0199014,0.515151,2.08998,3.01909,3.01909,0.0199014,0.158372,0.158372,0.403844,0.403844,0.723231
-25.047,0.757339,0.193936,2,3,0,2.7905,1.73625,1.25995,0.169451,1.40187,0.0215352,0.491627,1.99892,2.7905,2.7905,0.0215352,0.155872,0.155872,0.398515,0.398515,0.753864
-23.4726,0.911095,0.193936,4,15,0,2.49846,1.90274,0.991183,0.149559,1.47672,0.0328944,0.372668,1.57119,2.49846,2.49846,0.0328944,0.138913,0.138913,0.361528,0.361528,0.771613
-25.7344,0.480117,0.193936,4,15,0,3.55414,2.01772,0.854019,0.131172,1.74002,0.0309394,0.472551,2.04114,3.55414,3.55414,0.0309394,0.122933,0.122933,0.32532,0.32532,0.824483
-24.9622,0.833168,0.193936,2,3,0,3.23595,1.94727,0.798937,0.121832,1.6856,0.0294239,0.461652,1.7804,3.23595,3.23595,0.0294239,0.114703,0.114703,0.306148,0.306148,0.814666
-25.2388,0.946468,0.193936,5,19,0,3.10858,1.8327,0.955061,0.119766,1.60715,0.0167946,0.497316,1.91243,3.10858,3.10858,0.0167946,0.112872,0.112872,0.301834,0.301834,0.799541
-25.5966,0.962018,0.193936,5,31,0,4.12229,2.93111,0.520173,0.141308,2.07475,0.0366411,0.219873,1.67193,4.12229,4.12229,0.0366411,0.131778,0.131778,0.345527,0.345527,0.874413
-26.7555,0.955737,0.193936,3,7,0,4.21438,3.44727,0.487174,0.136736,1.93021,0.036115,0.134154,1.62523,4.21438,4.21438,0.036115,0.127799,0.127799,0.336488,0.336488,0.854882
-26.6541,0.97437,0.193936,5,31,0,1.10312,0.82227,3.2955,0.126058,1.21933,0.0421734,0.484747,1.06225,1.10312,1.10312,0.0421734,0.118437,0.118437,0.314889,0.314889,0.704571
-25.4699,0.964676,0.193936,4,15,0,1.05919,0.952099,2.56357,0.134163,1.38112,0.0533909,0.408775,0.977604,1.05919,1.05919,0.0533909,0.125552,0.125552,0.331346,0.331346,0.748703
-26.7047,0.416598,0.193936,1,1,0,1.12395,0.942175,2.74545,0.13267,1.37884,0.0561156,0.438091,1.05177,1.12395,1.12395,0.0561156,0.124246,0.124246,0.328345,0.328345,0.748129
-25.9743,0.102035,0.193936,4,15,0,1.0855,0.928834,2.56256,0.136261,1.30582,0.0548945,0.428789,1.0018,1.0855,1.0855,0.0548945,0.127385,0.127385,0.335541,0.335541,0.729051
-26.0223,0.0465552,0.193936,5,31,0,1.14844,1.01574,2.26176,0.13096,1.5019,0.0564471,0.415888,1.02881,1.14844,1.14844,0.0564471,0.122747,0.122747,0.324891,0.324891,0.777294
-25.1154,0.406966,0.193936,4,15,0,1.26653,1.03854,1.65412,0.129894,1.50942,0.0487977,0.448312,1.02429,1.26653,1.26653,0.0487977,0.121811,0.121811,0.322727,0.322727,0.778961
-26.9218,0.0436297,0.193936,5,31,0,1.4029,0.968337,1.63964,0.134755,1.54374,0.050891,0.532702,1.13067,1.4029,1.4029,0.050891,0.12607,0.12607,0.332534,0.332534,0.78642
-28.8253,0.957556,0.193936,4,15,0,1.75312,1.17644,2.73921,0.136307,3.65119,0.0243031,0.540616,1.63983,1.75312,1.75312,0.0243031,0.127426,0.127426,0.335634,0.335634,0.97404
-28.4164,1,0.193936,4,15,0,2.70445,0.847593,1.35163,0.114673,1.28375,0.0164258,1.15871,2.00449,2.70445,2.70445,0.0164258,0.108343,0.108343,0.291086,0.291086,0.723005
-26.4576,0.98755,0.193936,5,31,0,1.39168,1.39928,2.98068,0.187639,0.813647,0.0369186,0.343431,1.32104,1.39168,1.39168,0.0369186,0.171086,0.171086,0.430455,0.430455,0.556761
-31.3183,0.648474,0.193936,3,7,0,0.609745,1.50728,4.0538,0.198961,0.739079,0.0928734,0.135065,0.599162,0.609745,0.609745,0.0928734,0.180418,0.180418,0.449475,0.449475,0.522447
-29.7359,0.0175596,0.193936,4,15,0,0.552432,1.57706,2.47153,0.170904,0.777212,0.124702,0.114122,0.505776,0.552432,0.552432,0.124702,0.157097,0.157097,0.40113,0.40113,0.540314
-29.7359,0.343076,0.193936,1,1,0,0.552432,1.57706,2.47153,0.170904,0.777212,0.124702,0.114122,0.505776,0.552432,0.552432,0.124702,0.157097,0.157097,0.40113,0.40113,0.540314
-28.6924,0.889378,0.193936,5,23,0,4.8636,1.94897,1.27889,0.115079,3.13314,0.00810111,0.692678,3.50984,4.8636,4.8636,0.00810111,0.108704,0.108704,0.291948,0.291948,0.956419
-27.4484,0.510983,0.193936,5,31,0,4.37286,1.83602,1.50262,0.117136,4.71592,0.0127569,0.697255,3.39969,4.37286,4.37286,0.0127569,0.110535,0.110535,0.296302,0.296302,0.991048
-25.575,0.952102,0.193936,5,31,0,3.97674,2.5276,0.609098,0.128379,1.24505,0.0285146,0.317543,1.81403,3.97674,3.97674,0.0285146,0.12048,0.12048,0.319643,0.319643,0.712073
-25.7332,0.935241,0.193936,4,15,0,4.63078,2.65572,0.456289,0.152337,1.40195,0.026251,0.325303,1.69658,4.63078,4.63078,0.026251,0.141301,0.141301,0.366826,0.366826,0.753883
-23.8917,0.983675,0.193936,4,15,0,2.11272,1.8416,1.57917,0.155029,1.0834,0.0261188,0.335002,1.67719,2.11272,2.11272,0.0261188,0.14361,0.14361,0.37192,0.37192,0.661557
-23.3615,0.999205,0.193936,3,7,0,2.27183,1.78241,1.64176,0.15463,1.23152,0.0268282,0.382194,1.83192,2.27183,2.27183,0.0268282,0.143268,0.143268,0.371167,0.371167,0.708152
-24.598,0.783202,0.193936,4,15,0,1.86326,1.79036,1.25714,0.157212,1.72624,0.0425843,0.310977,1.33323,1.86326,1.86326,0.0425843,0.145477,0.145477,0.376019,0.376019,0.822048
-24.5283,0.591673,0.193936,4,15,0,1.96327,1.75995,0.769057,0.124214,1.47841,0.0442033,0.337787,1.0534,1.96327,1.96327,0.0442033,0.116809,0.116809,0.311088,0.311088,0.772
-24.5362,0.972812,0.193936,5,23,0,3.53066,1.43566,2.47372,0.140796,1.62723,0.0118787,0.840148,3.23313,3.53066,3.53066,0.0118787,0.131333,0.131333,0.34452,0.34452,0.803527
-25.2935,0.984089,0.193936,5,31,0,2.39414,1.52169,4.45294,0.135057,1.70033,0.0184203,0.522742,2.36626,2.39414,2.39414,0.0184203,0.126334,0.126334,0.333137,0.333137,0.817378
-24.9168,0.941021,0.193936,5,31,0,1.68204,1.71974,3.60364,0.125444,1.57099,0.0318356,0.301275,1.63625,1.68204,1.68204,0.0318356,0.117895,0.117895,0.313625,0.313625,0.79216
-25.5707,0.720328,0.193936,5,31,0,1.86773,1.23387,1.75962,0.163512,1.27057,0.0372102,0.543817,1.54628,1.86773,1.86773,0.0372102,0.150844,0.150844,0.387703,0.387703,0.719327
-25.5707,0.30694,0.193936,2,3,0,1.86773,1.23387,1.75962,0.163512,1.27057,0.0372102,0.543817,1.54628,1.86773,1.86773,0.0372102,0.150844,0.150844,0.387703,0.387703,0.719327
-27.1837,0.415642,0.193936,3,7,0,1.3472,1.24013,1.44796,0.168236,0.952371,0.0583831,0.389806,1.03054,1.3472,1.3472,0.0583831,0.154845,0.154845,0.396317,0.396317,0.614175
