# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = SIR_typhi_notheta_norI2_jun3_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 50
#       term_buffer = 45
#       window = 5
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 4
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = temp.data.R
# init = temp.init.R
# random
#   seed = 1596530953
# output
#   file = outputnotheta_norI2_3jun.csv
#   diagnostic_file =  (Default)
#   refresh = 10
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,beta,logm1,logm2,sensrate,logprop,r,params.1,params.2,params.3,params.4,params.5,blood.1,blood.2,blood.3,blood.4,prop
# Adaptation terminated
# Step size = 0.290138
# Diagonal elements of inverse mass matrix:
# 1.20564, 0.0874221, 0.235342, 0.0146673, 0.131796, 0.135036

-34.0507,0.977535,0.290138,4,15,0,0.831304,1.83712,1.12051,0.12705,1.37138,0.264032,0.132406,0.560204,0.831304,0.831304,0.264032,0.119311,0.119311,0.316925,0.316925,0.746243
-33.6703,0.925013,0.290138,4,11,0,0.759891,1.72101,1.38633,0.128871,1.35572,0.295959,0.135934,0.569925,0.759891,0.759891,0.295959,0.120913,0.120913,0.320647,0.320647,0.742238
-32.8744,0.993716,0.290138,4,15,0,0.795212,1.54905,0.803936,0.15516,1.96279,0.235371,0.168942,0.439304,0.795212,0.795212,0.235371,0.143721,0.143721,0.372165,0.372165,0.859534
-32.3254,1,0.290138,4,15,0,0.763542,1.49209,0.90216,0.156088,1.72027,0.231215,0.171723,0.453779,0.763542,0.763542,0.231215,0.144516,0.144516,0.373912,0.373912,0.820982
-31.6372,0.916044,0.290138,4,15,0,0.662961,1.57617,1.77368,0.160262,1.55866,0.265939,0.137077,0.550452,0.662961,0.662961,0.265939,0.14808,0.14808,0.381703,0.381703,0.789582
-31.3825,0.707801,0.290138,4,11,0,0.699464,1.48489,2.16843,0.152981,1.96525,0.260655,0.158448,0.619476,0.699464,0.699464,0.260655,0.141854,0.141854,0.368048,0.368048,0.859879
-32.7699,0.889399,0.290138,4,15,0,0.821342,1.81804,1.51058,0.132537,1.6514,0.315816,0.13334,0.640004,0.821342,0.821342,0.315816,0.12413,0.12413,0.328077,0.328077,0.808218
-35.1284,0.923444,0.290138,4,15,0,0.900068,2.53714,0.6884,0.151177,1.82472,0.231737,0.0711885,0.447893,0.900068,0.900068,0.231737,0.140304,0.140304,0.364619,0.364619,0.838738
-33.1367,1,0.290138,3,7,0,0.92302,2.32707,1.31926,0.141023,1.76775,0.313949,0.0900693,0.676267,0.92302,0.92302,0.313949,0.131531,0.131531,0.344967,0.344967,0.829283
-33.3987,0.937825,0.290138,4,15,0,0.697303,1.79241,2.02943,0.13026,2.8179,0.409488,0.116142,0.60567,0.697303,0.697303,0.409488,0.122133,0.122133,0.323471,0.323471,0.940269
-33.526,0.946721,0.290138,4,15,0,0.749567,1.63344,2.27092,0.128121,1.94156,0.380377,0.146359,0.672198,0.749567,0.749567,0.380377,0.120253,0.120253,0.319116,0.319116,0.856521
-35.4193,0.883978,0.290138,4,15,0,0.853366,1.79645,4.82639,0.133702,3.32888,0.203677,0.141563,0.846526,0.853366,0.853366,0.203677,0.125149,0.125149,0.330421,0.330421,0.964167
-35.1683,0.983474,0.290138,4,15,0,0.65872,2.06688,2.32719,0.146384,3.53825,0.16979,0.0833805,0.594448,0.65872,0.65872,0.16979,0.136174,0.136174,0.355417,0.355417,0.970936
-33.1372,1,0.290138,4,15,0,0.759438,1.94785,2.12356,0.149023,2.88986,0.148152,0.108281,0.668605,0.759438,0.759438,0.148152,0.13845,0.13845,0.3605,0.3605,0.944416
-35.9298,0.94402,0.290138,3,7,0,0.847388,2.58719,2.17031,0.134533,2.16384,0.10184,0.0637498,0.750666,0.847388,0.847388,0.10184,0.125876,0.125876,0.332089,0.332089,0.885117
-34.911,0.85008,0.290138,4,15,0,0.597846,0.855002,1.88172,0.136185,1.68243,0.0989935,0.254253,0.506777,0.597846,0.597846,0.0989935,0.127319,0.127319,0.33539,0.33539,0.814079
-34.687,0.822784,0.290138,4,15,0,0.864598,2.11425,2.05736,0.152677,1.77814,0.44988,0.104378,0.75411,0.864598,0.864598,0.44988,0.141593,0.141593,0.367472,0.367472,0.831047
-37.3017,0.87662,0.290138,3,7,0,0.84729,1.84115,3.4039,0.155736,1.81728,0.504002,0.13441,0.819123,0.84729,0.84729,0.504002,0.144215,0.144215,0.373251,0.373251,0.837534
-37.0955,1,0.290138,2,3,0,0.877085,2.01553,3.62617,0.157197,1.90886,0.478452,0.116871,0.853739,0.877085,0.877085,0.478452,0.145465,0.145465,0.375992,0.375992,0.851751
-35.8591,0.492534,0.290138,4,15,0,0.628525,1.75936,4.46412,0.179604,1.36235,0.415211,0.108204,0.621288,0.628525,0.628525,0.415211,0.164399,0.164399,0.416559,0.416559,0.743942
-35.5653,0.59417,0.290138,4,15,0,0.556772,0.999394,2.52885,0.176359,0.858032,0.367319,0.204949,0.512369,0.556772,0.556772,0.367319,0.161683,0.161683,0.410852,0.410852,0.576004
-35.0181,0.991245,0.290138,3,7,0,0.566947,0.883586,2.32675,0.156063,1.87586,0.456443,0.234318,0.511606,0.566947,0.566947,0.456443,0.144495,0.144495,0.373865,0.373865,0.846777
-34.6368,0.692196,0.290138,2,3,0,0.627325,0.895133,2.58036,0.158593,1.82262,0.415896,0.256295,0.579807,0.627325,0.627325,0.415896,0.146656,0.146656,0.378599,0.378599,0.838398
-34.3314,0.891237,0.290138,3,7,0,0.548899,0.784405,2.86064,0.147993,1.61254,0.414009,0.250512,0.517484,0.548899,0.548899,0.414009,0.137563,0.137563,0.358521,0.358521,0.80062
-34.3314,0.0918599,0.290138,3,7,0,0.548899,0.784405,2.86064,0.147993,1.61254,0.414009,0.250512,0.517484,0.548899,0.548899,0.414009,0.137563,0.137563,0.358521,0.358521,0.80062
-35.9589,0.0515838,0.290138,3,7,0,0.691522,0.828199,2.33589,0.148651,2.03884,0.407392,0.302081,0.624635,0.691522,0.691522,0.407392,0.138131,0.138131,0.359787,0.359787,0.86982
-34.6001,0.576068,0.290138,4,15,0,0.647012,1.15039,3.3911,0.117243,3.67381,0.316568,0.204789,0.625226,0.647012,0.647012,0.316568,0.110631,0.110631,0.29653,0.29653,0.974621
-33.3332,0.962943,0.290138,4,15,0,0.925101,1.99175,1.19433,0.174826,1.2937,0.220031,0.126236,0.644882,0.925101,0.925101,0.220031,0.160397,0.160397,0.408136,0.408136,0.725746
-36.6551,0.972128,0.290138,4,15,0,0.736434,1.62123,0.994756,0.110213,6.32837,0.265968,0.14556,0.464091,0.736434,0.736434,0.265968,0.104357,0.104357,0.281536,0.281536,0.998215
-37.4194,0.788676,0.290138,3,7,0,0.840915,1.47703,0.939787,0.110358,6.85707,0.28426,0.191993,0.51236,0.840915,0.840915,0.28426,0.104487,0.104487,0.281848,0.281848,0.998948
-36.187,0.970953,0.290138,4,15,0,0.952672,2.01383,0.712442,0.115401,4.34957,0.337429,0.127159,0.485439,0.952672,0.952672,0.337429,0.108991,0.108991,0.292632,0.292632,0.987088
-33.8269,0.991346,0.290138,4,15,0,0.676502,1.19334,0.82371,0.128582,1.91389,0.300123,0.20512,0.379652,0.676502,0.676502,0.300123,0.120658,0.120658,0.320056,0.320056,0.852494
-32.7257,0.972919,0.290138,4,15,0,0.757625,1.602,2.27195,0.155948,2.96464,0.216088,0.152656,0.679506,0.757625,0.757625,0.216088,0.144396,0.144396,0.373648,0.373648,0.948421
-33.9896,0.750448,0.290138,3,7,0,0.832593,1.43461,2.91038,0.148133,2.04132,0.216724,0.198331,0.787255,0.832593,0.832593,0.216724,0.137684,0.137684,0.358791,0.358791,0.870143
-35.8491,0.59834,0.290138,4,15,0,0.724529,2.32393,0.954344,0.133559,2.12624,0.369196,0.0709226,0.445539,0.724529,0.724529,0.369196,0.125024,0.125024,0.330133,0.330133,0.880715
-35.9348,1,0.290138,3,7,0,0.89291,1.95258,1.13399,0.127161,1.58389,0.443521,0.12671,0.605618,0.89291,0.89291,0.443521,0.119408,0.119408,0.317151,0.317151,0.794825
-33.4697,0.985762,0.290138,4,15,0,0.662887,1.46738,1.99375,0.17166,2.06006,0.19196,0.152815,0.572613,0.662887,0.662887,0.19196,0.157734,0.157734,0.402487,0.402487,0.872553
-32.8035,0.693016,0.290138,4,15,0,0.902529,1.88656,0.912969,0.137191,2.53876,0.174843,0.136816,0.540316,0.902529,0.902529,0.174843,0.128196,0.128196,0.337392,0.337392,0.921036
-32.0412,0.996935,0.290138,4,15,0,0.729315,1.92778,1.43961,0.156215,1.53151,0.194786,0.106094,0.556452,0.729315,0.729315,0.194786,0.144625,0.144625,0.374151,0.374151,0.783791
-34.9681,0.885737,0.290138,4,15,0,0.988381,1.8621,0.866014,0.148584,1.68347,0.34015,0.153541,0.572643,0.988381,0.988381,0.34015,0.138073,0.138073,0.359658,0.359658,0.814272
-33.6157,0.690764,0.290138,4,15,0,0.609531,0.841419,2.53271,0.153665,1.23287,0.194401,0.262768,0.561108,0.609531,0.609531,0.194401,0.142441,0.142441,0.369344,0.369344,0.708544
-32.8901,0.991726,0.290138,4,15,0,0.892338,2.39528,1.22638,0.137183,1.98709,0.300969,0.0813344,0.630567,0.892338,0.892338,0.300969,0.128189,0.128189,0.337377,0.337377,0.862907
-33.857,0.994151,0.290138,3,7,0,0.944867,2.08443,1.11624,0.134564,2.22387,0.377944,0.117521,0.635415,0.944867,0.944867,0.377944,0.125903,0.125903,0.332151,0.332151,0.89181
-36.9474,0.733051,0.290138,4,15,0,0.647201,0.9473,0.663349,0.124839,2.4549,0.160612,0.250976,0.313813,0.647201,0.647201,0.160612,0.117361,0.117361,0.312378,0.312378,0.914128
-33.8233,0.637037,0.290138,4,13,0,0.93056,2.03508,0.827463,0.138261,1.35988,0.199374,0.121596,0.523759,0.93056,0.93056,0.199374,0.129128,0.129128,0.339516,0.339516,0.743307
-34.0735,0.982332,0.290138,4,15,0,0.78587,1.36719,0.802,0.11892,3.08267,0.201687,0.200257,0.433461,0.78587,0.78587,0.201687,0.112122,0.112122,0.300061,0.300061,0.954163
-33.0071,0.996079,0.290138,4,15,0,0.652734,1.26417,2.26895,0.123217,3.70572,0.290855,0.184381,0.585228,0.652734,0.652734,0.290855,0.115928,0.115928,0.309025,0.309025,0.975417
-33.3928,0.910032,0.290138,4,15,0,0.660614,1.67644,1.65664,0.186408,1.16051,0.230206,0.12356,0.534583,0.660614,0.660614,0.230206,0.170065,0.170065,0.428348,0.428348,0.686672
-33.9822,0.991483,0.290138,4,15,0,0.827883,1.3666,1.08867,0.182556,1.39127,0.281613,0.211087,0.549164,0.827883,0.827883,0.281613,0.166862,0.166862,0.421703,0.421703,0.751241
-37.836,0.516205,0.290138,4,15,0,0.937315,1.13234,0.788281,0.170146,1.1026,0.291634,0.302076,0.511188,0.937315,0.937315,0.291634,0.156459,0.156459,0.399768,0.399768,0.667995
-36.7026,0.988283,0.290138,3,7,0,0.829542,2.39289,0.663534,0.177724,1.32556,0.282206,0.0757912,0.402304,0.829542,0.829542,0.282206,0.162826,0.162826,0.413259,0.413259,0.734345
-36.2464,0.992324,0.290138,4,15,0,0.994988,2.10381,1.04395,0.135631,2.62709,0.14053,0.121379,0.64469,0.994988,0.994988,0.14053,0.126835,0.126835,0.334284,0.334284,0.927711
-32.8303,0.722083,0.290138,4,15,0,0.628461,1.5087,1.3831,0.161763,1.12554,0.256328,0.139015,0.470844,0.628461,0.628461,0.256328,0.149357,0.149357,0.38448,0.38448,0.675523
-32.7647,0.923768,0.290138,4,15,0,0.795929,1.6644,1.68982,0.123411,3.55918,0.229725,0.150673,0.649038,0.795929,0.795929,0.229725,0.116099,0.116099,0.309426,0.309426,0.971538
-35.9231,0.91582,0.290138,4,15,0,0.715273,1.27699,1.01112,0.124398,5.57762,0.152287,0.199472,0.45505,0.715273,0.715273,0.152287,0.116972,0.116972,0.311468,0.311468,0.996218
-37.0976,0.208896,0.290138,2,3,0,0.854316,1.21069,1.2918,0.127231,5.4519,0.143404,0.25458,0.619572,0.854316,0.854316,0.143404,0.11947,0.11947,0.317295,0.317295,0.995712
-36.4022,1,0.290138,2,3,0,0.815852,1.26096,1.23446,0.128318,5.90386,0.141736,0.231197,0.578447,0.815852,0.815852,0.141736,0.120427,0.120427,0.319519,0.319519,0.997271
-33.2058,0.992663,0.290138,4,15,0,0.724576,1.20622,1.24254,0.131671,1.47588,0.223635,0.216886,0.515427,0.724576,0.724576,0.223635,0.123371,0.123371,0.326329,0.326329,0.771422
-32.6304,0.999248,0.290138,3,7,0,0.787429,1.38303,1.46091,0.16177,2.00612,0.297853,0.197501,0.604725,0.787429,0.787429,0.297853,0.149363,0.149363,0.384494,0.384494,0.86549
-33.6692,0.997562,0.290138,4,15,0,0.674313,1.49039,1.13224,0.150545,1.41051,0.420564,0.151912,0.456976,0.674313,0.674313,0.420564,0.139761,0.139761,0.363413,0.363413,0.755982
-34.1562,0.984944,0.290138,4,15,0,0.93938,1.84476,1.33415,0.141176,3.13674,0.145028,0.148482,0.691964,0.93938,0.93938,0.145028,0.131663,0.131663,0.345267,0.345267,0.956576
-34.0433,0.997504,0.290138,4,15,0,0.965826,1.62722,0.761754,0.154046,1.54467,0.281524,0.189761,0.514933,0.965826,0.965826,0.281524,0.142768,0.142768,0.370065,0.370065,0.786618
-34.3338,0.998088,0.290138,4,15,0,0.963275,2.33932,0.983588,0.159752,1.65101,0.148776,0.0928528,0.603042,0.963275,0.963275,0.148776,0.147645,0.147645,0.380756,0.380756,0.808144
-36.0058,0.942243,0.290138,4,15,0,0.901187,1.73489,0.451969,0.147227,1.07805,0.22848,0.158988,0.327695,0.901187,0.901187,0.22848,0.136902,0.136902,0.357046,0.357046,0.659742
-34.1813,0.98607,0.290138,4,15,0,0.801086,2.2106,3.24551,0.141532,3.84657,0.320192,0.0878266,0.769885,0.801086,0.801086,0.320192,0.131973,0.131973,0.345966,0.345966,0.978647
-36.8441,0.970474,0.290138,3,7,0,0.892029,2.12394,3.24412,0.1459,6.56588,0.247725,0.10665,0.857238,0.892029,0.892029,0.247725,0.135756,0.135756,0.354481,0.354481,0.998592
-37.2718,0.891777,0.290138,4,15,0,0.909645,1.53252,0.72274,0.122966,1.49102,0.421586,0.196475,0.468085,0.909645,0.909645,0.421586,0.115706,0.115706,0.308503,0.308503,0.774858
-36.7509,1,0.290138,3,7,0,0.873099,1.51425,0.479657,0.127774,1.55813,0.404442,0.192059,0.332654,0.873099,0.873099,0.404442,0.119948,0.119948,0.318406,0.318406,0.78947
-32.2805,0.94536,0.290138,4,15,0,0.805392,1.39929,1.28897,0.134473,2.24139,0.278869,0.198749,0.583463,0.805392,0.805392,0.278869,0.125823,0.125823,0.331967,0.331967,0.89369
-31.7491,0.9916,0.290138,4,15,0,0.764449,1.54262,1.90023,0.154745,2.06712,0.204625,0.163455,0.650138,0.764449,0.764449,0.204625,0.143366,0.143366,0.371384,0.371384,0.873451
-31.9087,0.952501,0.290138,4,15,0,0.697093,1.18674,1.21273,0.151115,1.6745,0.252002,0.212762,0.48979,0.697093,0.697093,0.252002,0.140251,0.140251,0.364501,0.364501,0.812598
-32.6795,0.677665,0.290138,4,15,0,0.71937,1.48793,0.924857,0.164386,1.30886,0.240835,0.162463,0.434077,0.71937,0.71937,0.240835,0.151586,0.151586,0.389305,0.389305,0.729872
-33.2097,0.54602,0.290138,2,3,0,0.756589,1.67391,0.834132,0.166622,1.14349,0.220301,0.14187,0.42804,0.756589,0.756589,0.220301,0.15348,0.15348,0.393388,0.393388,0.681295
-32.5879,0.995027,0.290138,3,7,0,0.801215,1.60241,1.00477,0.151341,1.1953,0.253343,0.161372,0.507867,0.801215,0.801215,0.253343,0.140445,0.140445,0.364931,0.364931,0.697388
-35.7702,0.935424,0.290138,4,15,0,0.644576,0.844801,2.79374,0.177424,2.01896,0.312884,0.276937,0.605133,0.644576,0.644576,0.312884,0.162575,0.162575,0.41273,0.41273,0.867207
-34.5569,0.995082,0.290138,3,7,0,0.578071,0.873668,2.20653,0.171455,2.06601,0.29438,0.241297,0.514436,0.578071,0.578071,0.29438,0.157562,0.157562,0.40212,0.40212,0.873309
-34.5569,0.000857625,0.290138,4,15,0,0.578071,0.873668,2.20653,0.171455,2.06601,0.29438,0.241297,0.514436,0.578071,0.578071,0.29438,0.157562,0.157562,0.40212,0.40212,0.873309
-34.5569,0.203611,0.290138,3,7,0,0.578071,0.873668,2.20653,0.171455,2.06601,0.29438,0.241297,0.514436,0.578071,0.578071,0.29438,0.157562,0.157562,0.40212,0.40212,0.873309
-33.7802,0.683842,0.290138,3,7,0,0.653142,0.939571,2.74569,0.165851,1.89646,0.294514,0.255245,0.611208,0.653142,0.653142,0.294514,0.152827,0.152827,0.391983,0.391983,0.8499
-33.8826,0.991161,0.290138,4,15,0,0.696028,1.30574,1.24235,0.118187,1.99204,0.348251,0.188604,0.495081,0.696028,0.696028,0.348251,0.111471,0.111471,0.29852,0.29852,0.863583
-32.5739,0.997834,0.290138,3,7,0,0.704127,1.61015,1.50743,0.125778,2.52302,0.352361,0.140725,0.548179,0.704127,0.704127,0.352361,0.118189,0.118189,0.314312,0.314312,0.919783
-32.2329,0.855053,0.290138,4,15,0,0.683005,1.27484,1.42485,0.133162,3.03489,0.239094,0.190884,0.518712,0.683005,0.683005,0.239094,0.124676,0.124676,0.329335,0.329335,0.95192
-34.5106,0.908378,0.290138,4,9,0,0.708776,1.26521,2.87637,0.184561,1.69323,0.199093,0.200002,0.668845,0.708776,0.708776,0.199093,0.168531,0.168531,0.425172,0.425172,0.816075
-35.1885,0.344589,0.290138,2,3,0,0.754013,1.81627,2.66442,0.191558,1.76497,0.177654,0.122626,0.701504,0.754013,0.754013,0.177654,0.174329,0.174329,0.437112,0.437112,0.828809
-33.4917,0.947085,0.290138,4,15,0,0.769114,1.46277,1.5327,0.115346,2.77354,0.21097,0.178122,0.603023,0.769114,0.769114,0.21097,0.108942,0.108942,0.292514,0.292514,0.93756
-32.5897,0.967816,0.290138,4,15,0,0.656321,1.10004,3.25112,0.144979,2.01436,0.285515,0.218462,0.630901,0.656321,0.656321,0.285515,0.13496,0.13496,0.352695,0.352695,0.866595
-33.7249,0.944089,0.290138,3,7,0,0.63359,1.77273,3.26303,0.14114,1.27254,0.306703,0.107627,0.609341,0.63359,0.63359,0.306703,0.131632,0.131632,0.345197,0.345197,0.71988
-32.7502,0.85871,0.290138,4,15,0,0.734504,1.96344,2.75038,0.13725,1.59207,0.294487,0.103105,0.687567,0.734504,0.734504,0.294487,0.128248,0.128248,0.337511,0.337511,0.796495
-33.0739,0.948994,0.290138,4,15,0,0.746414,2.03752,3.24602,0.126897,2.53083,0.256752,0.0972966,0.717357,0.746414,0.746414,0.256752,0.119175,0.119175,0.31661,0.31661,0.920407
-33.0739,0.845422,0.290138,2,3,0,0.746414,2.03752,3.24602,0.126897,2.53083,0.256752,0.0972966,0.717357,0.746414,0.746414,0.256752,0.119175,0.119175,0.31661,0.31661,0.920407
-34.5132,0.972191,0.290138,4,15,0,0.605424,0.79399,1.29613,0.138857,3.48543,0.266456,0.273675,0.439787,0.605424,0.605424,0.266456,0.129647,0.129647,0.340696,0.340696,0.969359
-34.4046,0.525072,0.290138,3,7,0,0.672792,0.789874,1.22124,0.122906,2.31128,0.224037,0.305381,0.47441,0.672792,0.672792,0.224037,0.115653,0.115653,0.308379,0.308379,0.900866
-34.1482,0.917734,0.290138,4,15,0,0.64953,1.05871,1.51475,0.12507,1.43304,0.207828,0.225323,0.506722,0.64953,0.64953,0.207828,0.117565,0.117565,0.312855,0.312855,0.761417
-32.2279,0.999598,0.290138,3,7,0,0.643684,1.37901,1.33811,0.13366,1.76742,0.216888,0.162097,0.474819,0.643684,0.643684,0.216888,0.125113,0.125113,0.330337,0.330337,0.829227
-32.5035,0.961227,0.290138,4,15,0,0.612674,1.32952,1.5097,0.135295,1.54634,0.213658,0.162116,0.477287,0.612674,0.612674,0.213658,0.126542,0.126542,0.333614,0.333614,0.786974
-32.5035,0.00760277,0.290138,1,1,0,0.612674,1.32952,1.5097,0.135295,1.54634,0.213658,0.162116,0.477287,0.612674,0.612674,0.213658,0.126542,0.126542,0.333614,0.333614,0.786974
-31.847,0.990495,0.290138,4,15,0,0.667996,1.24907,2.2399,0.137953,1.714,0.22213,0.191563,0.596875,0.667996,0.667996,0.22213,0.128861,0.128861,0.338907,0.338907,0.819855
-33.032,0.99888,0.290138,4,15,0,0.958543,2.03631,1.07058,0.138011,1.96992,0.23597,0.125099,0.629944,0.958543,0.958543,0.23597,0.128911,0.128911,0.339021,0.339021,0.860532
-33.1157,0.986002,0.290138,3,7,0,0.958022,1.97164,1.04973,0.143462,1.84223,0.193699,0.133384,0.622682,0.958022,0.958022,0.193699,0.133646,0.133646,0.349742,0.349742,0.841536
-32.4117,0.990944,0.290138,4,15,0,0.668922,1.43111,2.91468,0.126743,2.92085,0.270436,0.159901,0.632652,0.668922,0.668922,0.270436,0.11904,0.11904,0.316295,0.316295,0.946112
-32.9163,0.984535,0.290138,4,15,0,0.59539,0.928667,2.62601,0.161985,1.20987,0.236387,0.235227,0.552304,0.59539,0.59539,0.236387,0.149546,0.149546,0.38489,0.38489,0.701763
-32.9163,0.0027633,0.290138,2,3,0,0.59539,0.928667,2.62601,0.161985,1.20987,0.236387,0.235227,0.552304,0.59539,0.59539,0.236387,0.149546,0.149546,0.38489,0.38489,0.701763
-35.3396,0.978407,0.290138,4,15,0,0.58541,0.826012,3.51163,0.118104,3.64399,0.33235,0.256288,0.567937,0.58541,0.58541,0.33235,0.111396,0.111396,0.298344,0.298344,0.973852
-34.621,0.175202,0.290138,4,15,0,0.55465,0.787073,2.7183,0.116616,3.45457,0.292999,0.252463,0.51805,0.55465,0.55465,0.292999,0.110073,0.110073,0.295204,0.295204,0.968399
-36.304,0.959527,0.290138,4,15,0,0.73084,0.809399,0.675501,0.137279,2.04891,0.139281,0.325316,0.358914,0.73084,0.73084,0.139281,0.128273,0.128273,0.337567,0.337567,0.871124
-34.0076,0.932115,0.290138,4,15,0,0.785043,1.99174,3.01901,0.147709,1.83506,0.418923,0.107125,0.746694,0.785043,0.785043,0.418923,0.137318,0.137318,0.357975,0.357975,0.840396
-33.0665,0.802834,0.290138,2,3,0,0.771871,1.96149,3.45066,0.15187,1.8962,0.345298,0.108563,0.747384,0.771871,0.771871,0.345298,0.1409,0.1409,0.365939,0.365939,0.849862
-32.8981,0.893647,0.290138,4,15,0,0.698727,1.87453,1.52632,0.16842,1.6348,0.197384,0.107204,0.546871,0.698727,0.698727,0.197384,0.155001,0.155001,0.396651,0.396651,0.805008
-33.6481,0.882278,0.290138,4,15,0,0.947588,1.60612,0.741966,0.16042,1.57397,0.243195,0.190147,0.496369,0.947588,0.947588,0.243195,0.148214,0.148214,0.381995,0.381995,0.79278
-34.3508,0.949801,0.290138,3,7,0,0.953049,2.11648,0.675816,0.154549,1.2335,0.182196,0.1148,0.468194,0.953049,0.953049,0.182196,0.143199,0.143199,0.371015,0.371015,0.708727
-34.2474,0.968798,0.290138,4,15,0,0.966557,2.09006,1.1268,0.123899,2.6615,0.288121,0.119543,0.653325,0.966557,0.966557,0.288121,0.116531,0.116531,0.310437,0.310437,0.930157
-33.0659,0.995004,0.290138,4,15,0,0.750557,1.2516,1.93407,0.141013,3.23032,0.297182,0.214695,0.642058,0.750557,0.750557,0.297182,0.131522,0.131522,0.344947,0.344947,0.960455
-34.2482,0.976832,0.290138,3,7,0,0.633538,2.13336,3.08486,0.132392,1.73053,0.21665,0.0750356,0.604562,0.633538,0.633538,0.21665,0.124002,0.124002,0.327784,0.327784,0.82281
-33.1888,1,0.290138,2,3,0,0.727492,1.9213,3.40743,0.136067,1.56518,0.229481,0.106517,0.703393,0.727492,0.727492,0.229481,0.127216,0.127216,0.335155,0.335155,0.79095
-33.6157,0.957755,0.290138,4,15,0,0.73804,1.77162,2.84623,0.137562,4.85889,0.258834,0.125509,0.695187,0.73804,0.73804,0.258834,0.128519,0.128519,0.338129,0.338129,0.992241
-34.1731,0.983798,0.290138,4,15,0,0.848099,1.49379,0.933142,0.128165,4.09626,0.167382,0.190415,0.514529,0.848099,0.848099,0.167382,0.120292,0.120292,0.319206,0.319206,0.983365
-33.9579,0.992121,0.290138,4,15,0,0.926055,2.35956,0.958448,0.127794,1.95513,0.323356,0.0874768,0.570924,0.926055,0.926055,0.323356,0.119966,0.119966,0.318448,0.318448,0.858454
-35.756,0.788894,0.290138,3,7,0,0.900218,2.7564,0.961377,0.150947,2.88445,0.239418,0.0571818,0.556005,0.900218,0.900218,0.239418,0.140107,0.140107,0.364181,0.364181,0.944114
-35.387,0.641405,0.290138,4,11,0,0.490055,1.01863,3.56399,0.128248,1.91124,0.177101,0.176953,0.476174,0.490055,0.490055,0.177101,0.120365,0.120365,0.319376,0.319376,0.852103
-32.9176,0.886598,0.290138,4,15,0,0.783825,1.47764,1.35755,0.129903,2.00828,0.147148,0.178849,0.582155,0.783825,0.783825,0.147148,0.12182,0.12182,0.322747,0.322747,0.86578
-33.7809,0.997331,0.290138,4,15,0,0.76264,1.53412,1.01332,0.140627,1.91845,0.107775,0.164459,0.485793,0.76264,0.76264,0.107775,0.131187,0.131187,0.344188,0.344188,0.853165
-33.313,0.987941,0.290138,3,7,0,0.846054,1.63391,1.05466,0.134116,1.78048,0.135034,0.165119,0.551363,0.846054,0.846054,0.135034,0.125512,0.125512,0.331253,0.331253,0.831443
-34.543,0.947706,0.290138,3,7,0,0.803002,2.34824,1.5723,0.141864,1.71841,0.108508,0.0767167,0.636325,0.803002,0.803002,0.108508,0.132261,0.132261,0.346617,0.346617,0.820648
-35.261,0.906096,0.290138,3,7,0,0.903424,2.57781,0.882827,0.150261,2.11169,0.144494,0.0686059,0.529757,0.903424,0.903424,0.144494,0.139516,0.139516,0.36287,0.36287,0.878967
-36.2524,0.993794,0.290138,3,7,0,0.949718,1.73915,1.18123,0.140223,1.25928,0.146059,0.166837,0.658249,0.949718,0.949718,0.146059,0.130835,0.130835,0.343392,0.343392,0.71614
-34.1772,0.914551,0.290138,3,7,0,0.913942,1.63946,0.707769,0.16481,1.9049,0.186167,0.177382,0.463604,0.913942,0.913942,0.186167,0.151946,0.151946,0.390082,0.390082,0.851162
-33.5149,0.993709,0.290138,4,15,0,0.729096,1.31486,0.856876,0.148341,2.05196,0.167342,0.19577,0.419605,0.729096,0.729096,0.167342,0.137863,0.137863,0.359191,0.359191,0.871517
-33.1062,0.871985,0.290138,4,15,0,0.934704,1.74462,0.806288,0.133252,2.18474,0.205346,0.163304,0.517347,0.934704,0.934704,0.205346,0.124755,0.124755,0.329516,0.329516,0.887493
-34.0808,0.945071,0.290138,4,15,0,0.967503,1.90092,1.52605,0.149468,2.41961,0.200192,0.144574,0.757175,0.967503,0.967503,0.200192,0.138834,0.138834,0.361353,0.361353,0.911044
-36.3227,0.977495,0.290138,3,7,0,0.977701,2.57952,1.02925,0.116663,2.6571,0.199768,0.0741199,0.628392,0.977701,0.977701,0.199768,0.110115,0.110115,0.295304,0.295304,0.929848
-35.1618,0.971855,0.290138,4,15,0,0.774637,1.56833,1.21063,0.190917,1.70076,0.331941,0.161429,0.543789,0.774637,0.774637,0.331941,0.173799,0.173799,0.436028,0.436028,0.817455
