lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,R0,logm1,logm2,sensrate,logprop,r,params.1,params.2,params.3,params.4,params.5,params.6,params.7,params.8,params.9,blood.1,blood.2,blood.3,blood.4,blood.5,blood.6,blood.7,blood.8,prop
# Adaptation terminated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Step size = 0.464262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Diagonal elements of inverse mass matrix:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 0.501615,0.120071,0.243412,0.0151765,0.0200817,0.344187,,,,,,,,,,,,,,,,,,,,,,,,,
35.4566,0.623779,0.464262,3,15,0,-33.3161,1.09996,2.71724,0.353195,0.17842,0.144786,0.300399,0.0181967,0.0819689,0.27547,0.27547,0.27547,0.27547,0.27547,0.27547,0.300399,0.510161,0.510161,0.510161,0.799266,0.799266,0.799266,0.799266,0.799266,0.134793
37.376,0.970887,0.464262,4,23,0,-34.0405,1.18933,2.14784,0.218196,0.131139,0.167834,0.268269,0.0347701,0.0583889,0.297854,0.297854,0.297854,0.297854,0.297854,0.297854,0.268269,0.408183,0.408183,0.408183,0.6928,0.6928,0.6928,0.6928,0.6928,0.154506
36.2948,0.896107,0.464262,3,15,0,-34.4682,1.15919,2.69959,0.489998,0.109509,0.188788,0.326863,0.0195181,0.112456,0.290304,0.290304,0.290304,0.290304,0.290304,0.290304,0.326863,0.354697,0.354697,0.354697,0.626777,0.626777,0.626777,0.626777,0.626777,0.172038
37.3206,0.987795,0.464262,3,7,0,-34.8252,1.29735,2.0646,0.175253,0.136149,0.190504,0.264444,0.0412205,0.0522304,0.324906,0.324906,0.324906,0.324906,0.324906,0.324906,0.264444,0.419923,0.419923,0.419923,0.706341,0.706341,0.706341,0.706341,0.706341,0.173458
37.6634,0.997503,0.464262,3,7,0,-36.7854,1.28045,1.8728,0.209737,0.129788,0.178538,0.247911,0.0492853,0.0606721,0.320673,0.320673,0.320673,0.320673,0.320673,0.320673,0.247911,0.404975,0.404975,0.404975,0.68904,0.68904,0.68904,0.68904,0.68904,0.163507
37.4679,0.925672,0.464262,3,7,0,-36.1649,1.22317,2.98279,0.465993,0.151553,0.162376,0.278365,0.0155159,0.114104,0.306328,0.306328,0.306328,0.306328,0.306328,0.306328,0.278365,0.454587,0.454587,0.454587,0.744358,0.744358,0.744358,0.744358,0.744358,0.149879
38.3682,0.995608,0.464262,3,15,0,-37.0572,1.25716,2.5383,0.317435,0.13487,0.184017,0.30745,0.0248725,0.0856323,0.314841,0.314841,0.314841,0.314841,0.314841,0.314841,0.30745,0.416948,0.416948,0.416948,0.702942,0.702942,0.702942,0.702942,0.702942,0.168078
36.06,0.789235,0.464262,2,7,0,-35.1177,1.12433,2.84963,0.225369,0.153941,0.176535,0.508014,0.0162935,0.0568157,0.281575,0.281575,0.281575,0.281575,0.281575,0.281575,0.508014,0.459771,0.459771,0.459771,0.749793,0.749793,0.749793,0.749793,0.749793,0.16183
35.7026,0.719976,0.464262,3,11,0,-32.0266,1.18052,3.18979,0.245979,0.125619,0.174485,0.213419,0.0121748,0.0644689,0.295645,0.295645,0.295645,0.295645,0.295645,0.295645,0.213419,0.394969,0.394969,0.394969,0.67715,0.67715,0.67715,0.67715,0.67715,0.16011
37.3804,0.87927,0.464262,3,7,0,-30.215,1.13826,2.80381,0.240975,0.14074,0.174075,0.380585,0.0172689,0.0610432,0.285063,0.285063,0.285063,0.285063,0.285063,0.285063,0.380585,0.43048,0.43048,0.43048,0.71823,0.71823,0.71823,0.71823,0.71823,0.159766
38.2238,0.991941,0.464262,3,11,0,-36.83,1.25132,2.29466,0.344127,0.124782,0.199422,0.287678,0.0315872,0.0912434,0.313378,0.313378,0.313378,0.313378,0.313378,0.313378,0.287678,0.392941,0.392941,0.392941,0.674711,0.674711,0.674711,0.674711,0.674711,0.180796
36.9915,0.836181,0.464262,3,7,0,-35.691,1.16217,2.87164,0.446375,0.12526,0.183596,0.439263,0.0164752,0.104794,0.29105,0.29105,0.29105,0.29105,0.29105,0.29105,0.439263,0.394101,0.394101,0.394101,0.676108,0.676108,0.676108,0.676108,0.676108,0.167728
34.9558,0.932647,0.464262,3,15,0,-33.5092,1.0364,2.685,0.335869,0.115407,0.190431,0.470585,0.0177071,0.0740464,0.259554,0.259554,0.259554,0.259554,0.259554,0.259554,0.470585,0.369744,0.369744,0.369744,0.646074,0.646074,0.646074,0.646074,0.646074,0.173397
36.3236,0.969833,0.464262,3,15,0,-33.4388,1.0561,2.27727,0.343699,0.14719,0.154244,0.448159,0.0271269,0.0769283,0.264487,0.264487,0.264487,0.264487,0.264487,0.264487,0.448159,0.444984,0.444984,0.444984,0.734119,0.734119,0.734119,0.734119,0.734119,0.142937
35.5775,0.848692,0.464262,2,7,0,-32.928,1.08574,2.16089,0.48918,0.154141,0.159365,0.542655,0.0313302,0.105194,0.271909,0.271909,0.271909,0.271909,0.271909,0.271909,0.542655,0.460205,0.460205,0.460205,0.750244,0.750244,0.750244,0.750244,0.750244,0.147315
33.6177,0.981956,0.464262,3,7,0,-31.8519,1.02077,1.30291,0.349022,0.16879,0.160576,0.462513,0.0694671,0.0753169,0.255639,0.255639,0.255639,0.255639,0.255639,0.255639,0.462513,0.490926,0.490926,0.490926,0.781094,0.781094,0.781094,0.781094,0.781094,0.148347
34.9228,0.952503,0.464262,3,15,0,-30.6281,1.30062,2.50676,0.379382,0.152793,0.138127,0.324794,0.026557,0.102836,0.325724,0.325724,0.325724,0.325724,0.325724,0.325724,0.324794,0.457285,0.457285,0.457285,0.747195,0.747195,0.747195,0.747195,0.747195,0.129012
35.6802,0.980072,0.464262,4,23,0,-33.6446,1.39635,3.0269,0.388093,0.13541,0.206482,0.259505,0.0169483,0.112481,0.349698,0.349698,0.349698,0.349698,0.349698,0.349698,0.259505,0.418206,0.418206,0.418206,0.704382,0.704382,0.704382,0.704382,0.704382,0.186559
35.6802,0.137504,0.464262,3,7,0,-31.7704,1.39635,3.0269,0.388093,0.13541,0.206482,0.259505,0.0169483,0.112481,0.349698,0.349698,0.349698,0.349698,0.349698,0.349698,0.259505,0.418206,0.418206,0.418206,0.704382,0.704382,0.704382,0.704382,0.704382,0.186559
36.1884,0.746273,0.464262,3,7,0,-33.5848,1.1241,1.96283,0.250855,0.122822,0.205793,0.303636,0.0395419,0.0624586,0.281517,0.281517,0.281517,0.281517,0.281517,0.281517,0.303636,0.388163,0.388163,0.388163,0.668922,0.668922,0.668922,0.668922,0.668922,0.185999
34.9007,1,0.464262,3,7,0,-34.1258,1.08843,2.47656,0.878178,0.130459,0.177431,0.455104,0.0229056,0.159315,0.272584,0.272584,0.272584,0.272584,0.272584,0.272584,0.455104,0.406571,0.406571,0.406571,0.690913,0.690913,0.690913,0.690913,0.690913,0.162581
36.7987,0.993538,0.464262,3,15,0,-31.4284,1.16441,2.66702,0.454478,0.110477,0.226491,0.337397,0.0202551,0.106503,0.291612,0.291612,0.291612,0.291612,0.291612,0.291612,0.337397,0.35719,0.35719,0.35719,0.630013,0.630013,0.630013,0.630013,0.630013,0.202673
33.6568,0.609403,0.464262,3,7,0,-27.2072,1.1382,1.70768,0.153107,0.11,0.237136,0.406475,0.0516754,0.040466,0.285048,0.285048,0.285048,0.285048,0.285048,0.285048,0.406475,0.355963,0.355963,0.355963,0.628423,0.628423,0.628423,0.628423,0.628423,0.211116
35.0084,0.973254,0.464262,4,15,0,-30.6706,1.14875,3.37324,0.5154,0.152767,0.145498,0.204621,0.00986153,0.115864,0.28769,0.28769,0.28769,0.28769,0.28769,0.28769,0.204621,0.457229,0.457229,0.457229,0.747136,0.747136,0.747136,0.747136,0.747136,0.135408
37.6991,1,0.464262,2,3,0,-34.9915,1.24635,2.46142,0.454446,0.150687,0.166979,0.287684,0.0266291,0.11399,0.312131,0.312131,0.312131,0.312131,0.312131,0.312131,0.287684,0.452693,0.452693,0.452693,0.742357,0.742357,0.742357,0.742357,0.742357,0.153782
36.5075,0.843772,0.464262,3,7,0,-34.9204,1.38857,2.56681,0.354742,0.134741,0.18459,0.170511,0.0267003,0.103854,0.347749,0.347749,0.347749,0.347749,0.347749,0.347749,0.170511,0.416648,0.416648,0.416648,0.702598,0.702598,0.702598,0.702598,0.702598,0.168555
36.6761,0.951107,0.464262,4,31,0,-32.8634,1.06842,1.70712,0.465294,0.127409,0.187541,0.395273,0.048534,0.0995497,0.267571,0.267571,0.267571,0.267571,0.267571,0.267571,0.395273,0.399286,0.399286,0.399286,0.68231,0.68231,0.68231,0.68231,0.68231,0.171005
35.1978,0.875318,0.464262,3,7,0,-33.4858,1.07228,2.556,0.291913,0.153094,0.17018,0.616847,0.0208424,0.0679849,0.268538,0.268538,0.268538,0.268538,0.268538,0.268538,0.616847,0.457939,0.457939,0.457939,0.747879,0.747879,0.747879,0.747879,0.747879,0.156487
35.3517,0.949527,0.464262,3,15,0,-33.1235,1.35743,1.49204,0.331463,0.12504,0.190464,0.131055,0.0764598,0.0959093,0.339951,0.339951,0.339951,0.339951,0.339951,0.339951,0.131055,0.393567,0.393567,0.393567,0.675465,0.675465,0.675465,0.675465,0.675465,0.173425
35.8498,0.482193,0.464262,3,7,0,-32.9229,1.21238,1.65896,0.288872,0.122431,0.200797,0.169616,0.0577908,0.076177,0.303625,0.303625,0.303625,0.303625,0.303625,0.303625,0.169616,0.387203,0.387203,0.387203,0.667752,0.667752,0.667752,0.667752,0.667752,0.181922
34.1236,0.907834,0.464262,4,15,0,-32.1542,1.10394,1.22772,0.214972,0.168848,0.172655,0.392156,0.0809941,0.0534788,0.276468,0.276468,0.276468,0.276468,0.276468,0.276468,0.392156,0.491044,0.491044,0.491044,0.781208,0.781208,0.781208,0.781208,0.781208,0.158573
36.5691,0.966108,0.464262,3,7,0,-32.7523,1.23898,2.18547,0.341817,0.13183,0.155289,0.369357,0.034884,0.0898346,0.310286,0.310286,0.310286,0.310286,0.310286,0.310286,0.369357,0.409815,0.409815,0.409815,0.694702,0.694702,0.694702,0.694702,0.694702,0.143832
37.9782,0.954293,0.464262,2,7,0,-35.6353,1.16207,2.33073,0.344624,0.12976,0.171051,0.33085,0.0282947,0.0848376,0.291025,0.291025,0.291025,0.291025,0.291025,0.291025,0.33085,0.404909,0.404909,0.404909,0.688963,0.688963,0.688963,0.688963,0.688963,0.157221
37.9782,0.605189,0.464262,2,3,0,-30.992,1.16207,2.33073,0.344624,0.12976,0.171051,0.33085,0.0282947,0.0848376,0.291025,0.291025,0.291025,0.291025,0.291025,0.291025,0.33085,0.404909,0.404909,0.404909,0.688963,0.688963,0.688963,0.688963,0.688963,0.157221
37.1479,0.928182,0.464262,4,15,0,-35.2443,1.1975,2.15035,0.432647,0.142527,0.15045,0.319693,0.0349209,0.105327,0.299898,0.299898,0.299898,0.299898,0.299898,0.299898,0.319693,0.434535,0.434535,0.434535,0.722723,0.722723,0.722723,0.722723,0.722723,0.139679
33.9901,0.945734,0.464262,3,7,0,-33.0665,1.07068,2.09847,0.644649,0.186156,0.151691,0.271972,0.0328855,0.127407,0.268139,0.268139,0.268139,0.268139,0.268139,0.268139,0.271972,0.525087,0.525087,0.525087,0.812767,0.812767,0.812767,0.812767,0.812767,0.140746
35.9522,0.974299,0.464262,3,7,0,-31.4808,1.20991,2.57129,0.211267,0.105499,0.190803,0.289307,0.0231608,0.0577051,0.303005,0.303005,0.303005,0.303005,0.303005,0.303005,0.289307,0.344263,0.344263,0.344263,0.613061,0.613061,0.613061,0.613061,0.613061,0.173705
36.3449,0.97613,0.464262,3,15,0,-34.14,1.15239,1.74947,0.553113,0.161558,0.171792,0.387437,0.0501782,0.12261,0.288602,0.288602,0.288602,0.288602,0.288602,0.288602,0.387437,0.475984,0.475984,0.475984,0.766372,0.766372,0.766372,0.766372,0.766372,0.157846
35.4036,0.962394,0.464262,3,7,0,-33.3038,1.27383,2.21546,0.244646,0.152794,0.13176,0.335639,0.0348056,0.0692319,0.319014,0.319014,0.319014,0.319014,0.319014,0.319014,0.335639,0.457287,0.457287,0.457287,0.747196,0.747196,0.747196,0.747196,0.747196,0.123448
35.2624,0.951871,0.464262,3,7,0,-31.7053,1.1749,2.12523,0.711517,0.106456,0.23435,0.392262,0.0351337,0.149797,0.294239,0.294239,0.294239,0.294239,0.294239,0.294239,0.392262,0.346768,0.346768,0.346768,0.616379,0.616379,0.616379,0.616379,0.616379,0.208915
35.7881,0.958443,0.464262,3,7,0,-33.1752,1.31213,2.44508,0.253316,0.1456,0.136739,0.256397,0.0284967,0.0735349,0.328607,0.328607,0.328607,0.328607,0.328607,0.328607,0.256397,0.441444,0.441444,0.441444,0.730288,0.730288,0.730288,0.730288,0.730288,0.127802
34.7412,0.96467,0.464262,3,15,0,-31.7847,1.32581,3.80175,0.195498,0.14136,0.213121,0.390706,0.00741485,0.0589607,0.332033,0.332033,0.332033,0.332033,0.332033,0.332033,0.390706,0.43189,0.43189,0.43189,0.719797,0.719797,0.719797,0.719797,0.719797,0.191942
35.406,1,0.464262,3,7,0,-32.591,1.22356,1.86568,0.540166,0.103976,0.196723,0.210965,0.0474318,0.127886,0.306424,0.306424,0.306424,0.306424,0.306424,0.306424,0.210965,0.340257,0.340257,0.340257,0.607723,0.607723,0.607723,0.607723,0.607723,0.178582
36.9626,0.917771,0.464262,3,7,0,-31.7856,1.23189,3.32889,0.214735,0.144663,0.186686,0.383166,0.0110548,0.059618,0.30851,0.30851,0.30851,0.30851,0.30851,0.30851,0.383166,0.439347,0.439347,0.439347,0.728004,0.728004,0.728004,0.728004,0.728004,0.170295
34.0642,0.869147,0.464262,3,7,0,-32.7585,1.15282,0.81155,0.349654,0.126038,0.168605,0.195033,0.128236,0.0851888,0.288709,0.288709,0.288709,0.288709,0.288709,0.288709,0.195033,0.395982,0.395982,0.395982,0.678365,0.678365,0.678365,0.678365,0.678365,0.155158
35.5828,0.979989,0.464262,3,7,0,-32.4263,1.13906,2.92191,0.321255,0.175446,0.17117,0.32514,0.0153558,0.0783791,0.285262,0.285262,0.285262,0.285262,0.285262,0.285262,0.32514,0.5043,0.5043,0.5043,0.793822,0.793822,0.793822,0.793822,0.793822,0.157322
36.1155,0.961614,0.464262,3,7,0,-33.0551,1.1563,1.9412,0.190901,0.142827,0.175054,0.251232,0.0415641,0.050325,0.289581,0.289581,0.289581,0.289581,0.289581,0.289581,0.251232,0.435214,0.435214,0.435214,0.723472,0.723472,0.723472,0.723472,0.723472,0.160588
36.0856,0.997137,0.464262,3,15,0,-35.5849,1.27988,1.73839,0.253751,0.135247,0.170189,0.429871,0.0563503,0.0718357,0.32053,0.32053,0.32053,0.32053,0.32053,0.32053,0.429871,0.417828,0.417828,0.417828,0.70395,0.70395,0.70395,0.70395,0.70395,0.156495
37.7926,1,0.464262,3,15,0,-34.8338,1.25511,1.77643,0.251348,0.140658,0.165016,0.299251,0.0531966,0.0698582,0.314326,0.314326,0.314326,0.314326,0.314326,0.314326,0.299251,0.430293,0.430293,0.430293,0.718021,0.718021,0.718021,0.718021,0.718021,0.15212
37.7409,0.977371,0.464262,3,7,0,-36.8552,1.1976,1.82706,0.458902,0.134395,0.179455,0.342219,0.0482535,0.110378,0.299923,0.299923,0.299923,0.299923,0.299923,0.299923,0.342219,0.415839,0.415839,0.415839,0.701669,0.701669,0.701669,0.701669,0.701669,0.164274
35.5207,0.87149,0.464262,3,7,0,-34.4346,1.23308,3.57257,0.501182,0.143411,0.181897,0.154381,0.00867251,0.121729,0.30881,0.30881,0.30881,0.30881,0.30881,0.30881,0.154381,0.436531,0.436531,0.436531,0.724921,0.724921,0.724921,0.724921,0.724921,0.166313
34.3132,0.793316,0.464262,3,7,0,-29.5136,1.15396,3.00099,0.569667,0.107423,0.21544,0.52962,0.0143739,0.125506,0.288994,0.288994,0.288994,0.288994,0.288994,0.288994,0.52962,0.34929,0.34929,0.34929,0.619704,0.619704,0.619704,0.619704,0.619704,0.193814
33.3386,1,0.464262,4,15,0,-31.8767,1.04122,1.3228,0.354719,0.164988,0.130243,0.475883,0.0694635,0.0778708,0.26076,0.26076,0.26076,0.26076,0.26076,0.26076,0.475883,0.483124,0.483124,0.483124,0.773474,0.773474,0.773474,0.773474,0.773474,0.122118
32.6719,0.991745,0.464262,3,7,0,-30.235,1.0137,1.55483,0.261816,0.176713,0.155251,0.456353,0.0536235,0.0584782,0.253869,0.253869,0.253869,0.253869,0.253869,0.253869,0.456353,0.506805,0.506805,0.506805,0.796159,0.796159,0.796159,0.796159,0.796159,0.143799
32.9118,0.990092,0.464262,4,15,0,-31.2314,1.00906,1.94761,0.257746,0.161931,0.159187,0.583566,0.0360397,0.057417,0.252706,0.252706,0.252706,0.252706,0.252706,0.252706,0.583566,0.476765,0.476765,0.476765,0.767154,0.767154,0.767154,0.767154,0.767154,0.147163
35.795,0.945787,0.464262,4,15,0,-32.0246,1.32813,2.55838,0.349213,0.115255,0.248016,0.193806,0.0257541,0.0980398,0.332612,0.332612,0.332612,0.332612,0.332612,0.332612,0.193806,0.369361,0.369361,0.369361,0.645589,0.645589,0.645589,0.645589,0.645589,0.219653
35.9637,0.888146,0.464262,3,7,0,-34.4274,1.25687,3.17561,0.407135,0.101526,0.23202,0.248846,0.0131475,0.105273,0.314768,0.314768,0.314768,0.314768,0.314768,0.314768,0.248846,0.333759,0.333759,0.333759,0.598976,0.598976,0.598976,0.598976,0.598976,0.20707
36.8878,0.867848,0.464262,3,7,0,-32.5815,1.18499,1.80106,0.215938,0.119698,0.174151,0.314759,0.0490028,0.0576362,0.296765,0.296765,0.296765,0.296765,0.296765,0.296765,0.314759,0.380468,0.380468,0.380468,0.659479,0.659479,0.659479,0.659479,0.659479,0.15983
35.0533,0.750781,0.464262,3,7,0,-32.4889,1.11191,3.3097,0.442157,0.119823,0.173175,0.254152,0.0101715,0.0995098,0.278465,0.278465,0.278465,0.278465,0.278465,0.278465,0.254152,0.380778,0.380778,0.380778,0.659862,0.659862,0.659862,0.659862,0.659862,0.159009
37.0635,1,0.464262,2,3,0,-34.6756,1.17646,3.02428,0.480219,0.1235,0.177487,0.27093,0.014317,0.112358,0.29463,0.29463,0.29463,0.29463,0.29463,0.29463,0.27093,0.389818,0.389818,0.389818,0.670934,0.670934,0.670934,0.670934,0.670934,0.162628
36.1098,0.956084,0.464262,3,7,0,-35.353,1.27547,2.00025,0.178498,0.155925,0.181786,0.399474,0.0432186,0.052218,0.319426,0.319426,0.319426,0.319426,0.319426,0.319426,0.399474,0.464041,0.464041,0.464041,0.754221,0.754221,0.754221,0.754221,0.754221,0.16622
35.3866,0.988084,0.464262,3,7,0,-34.6527,1.09343,2.11436,0.698238,0.131317,0.161183,0.244368,0.0330548,0.137613,0.273836,0.273836,0.273836,0.273836,0.273836,0.273836,0.244368,0.408603,0.408603,0.408603,0.693289,0.693289,0.693289,0.693289,0.693289,0.148863
34.3419,0.981239,0.464262,3,7,0,-32.9687,1.12294,2.88426,0.767004,0.162391,0.195387,0.415435,0.0157194,0.150624,0.281227,0.281227,0.281227,0.281227,0.281227,0.281227,0.415435,0.477726,0.477726,0.477726,0.768116,0.768116,0.768116,0.768116,0.768116,0.177484
36.3403,0.993806,0.464262,3,15,0,-32.1984,1.2573,2.21702,0.44594,0.148515,0.156556,0.141054,0.0343005,0.113285,0.314876,0.314876,0.314876,0.314876,0.314876,0.314876,0.141054,0.447918,0.447918,0.447918,0.737271,0.737271,0.737271,0.737271,0.737271,0.144916
37.5635,0.988988,0.464262,3,7,0,-35.1836,1.24518,1.70156,0.259813,0.13126,0.190134,0.359608,0.0568791,0.0713503,0.31184,0.31184,0.31184,0.31184,0.31184,0.31184,0.359608,0.408468,0.408468,0.408468,0.693132,0.693132,0.693132,0.693132,0.693132,0.173152
37.5296,0.96955,0.464262,3,15,0,-36.0175,1.24564,2.60558,0.201769,0.130543,0.164672,0.303716,0.0230411,0.0569991,0.311955,0.311955,0.311955,0.311955,0.311955,0.311955,0.303716,0.406769,0.406769,0.406769,0.691146,0.691146,0.691146,0.691146,0.691146,0.151828
36.6857,0.77835,0.464262,3,7,0,-34.7285,1.16055,2.47692,0.327794,0.155069,0.187299,0.276225,0.0244146,0.0812317,0.290644,0.290644,0.290644,0.290644,0.290644,0.290644,0.276225,0.462204,0.462204,0.462204,0.752321,0.752321,0.752321,0.752321,0.752321,0.170804
37.766,0.956185,0.464262,3,11,0,-34.6367,1.18718,2.94318,0.252566,0.133557,0.172841,0.369604,0.0156679,0.0663591,0.297314,0.297314,0.297314,0.297314,0.297314,0.297314,0.369604,0.413878,0.413878,0.413878,0.69941,0.69941,0.69941,0.69941,0.69941,0.158728
36.6572,0.947873,0.464262,3,7,0,-35.9285,1.27034,1.99254,0.324911,0.133489,0.205195,0.165366,0.0433779,0.0882549,0.318141,0.318141,0.318141,0.318141,0.318141,0.318141,0.165366,0.41372,0.41372,0.41372,0.699228,0.699228,0.699228,0.699228,0.699228,0.185512
35.7108,0.904365,0.464262,4,15,0,-34.1889,1.1386,1.66826,0.618886,0.118013,0.171163,0.274361,0.0537717,0.131583,0.285147,0.285147,0.285147,0.285147,0.285147,0.285147,0.274361,0.376278,0.376278,0.376278,0.654276,0.654276,0.654276,0.654276,0.654276,0.157316
33.3529,0.942512,0.464262,3,7,0,-31.1643,1.40019,1.78527,0.31548,0.106688,0.276296,0.202944,0.0588235,0.0948748,0.350659,0.350659,0.350659,0.350659,0.350659,0.350659,0.202944,0.347375,0.347375,0.347375,0.61718,0.61718,0.61718,0.61718,0.61718,0.241411
32.8386,1,0.464262,3,15,0,-28.3029,1.05939,0.956185,0.888038,0.133766,0.156267,0.334579,0.101974,0.156145,0.265311,0.265311,0.265311,0.265311,0.265311,0.265311,0.334579,0.414369,0.414369,0.414369,0.699977,0.699977,0.699977,0.699977,0.699977,0.14467
33.1556,0.966156,0.464262,4,15,0,-31.3879,1.04942,0.861467,0.901723,0.139116,0.189704,0.373696,0.11105,0.156146,0.262814,0.262814,0.262814,0.262814,0.262814,0.262814,0.373696,0.426768,0.426768,0.426768,0.714081,0.714081,0.714081,0.714081,0.714081,0.172796
34.1228,0.89855,0.464262,3,15,0,-28.4663,1.18568,1.84002,0.879163,0.144716,0.14539,0.181566,0.0471582,0.173671,0.296939,0.296939,0.296939,0.296939,0.296939,0.296939,0.181566,0.439466,0.439466,0.439466,0.728134,0.728134,0.728134,0.728134,0.728134,0.135315
29.4983,0.493583,0.464262,4,15,0,-27.4705,1.00739,1.71495,1.70171,0.11558,0.239895,0.303688,0.0454053,0.206278,0.252289,0.252289,0.252289,0.252289,0.252289,0.252289,0.303688,0.37018,0.37018,0.37018,0.646624,0.646624,0.646624,0.646624,0.646624,0.213289
33.7464,1,0.464262,3,7,0,-29.3295,1.01116,1.86068,0.377033,0.116174,0.190218,0.514808,0.0393946,0.0795417,0.253232,0.253232,0.253232,0.253232,0.253232,0.253232,0.514808,0.371674,0.371674,0.371674,0.648507,0.648507,0.648507,0.648507,0.648507,0.173221
28.8958,0.790842,0.464262,3,7,0,-25.6679,1.00146,2.69531,0.585595,0.168142,0.179898,0.289388,0.0169345,0.111162,0.250802,0.250802,0.250802,0.250802,0.250802,0.250802,0.289388,0.489604,0.489604,0.489604,0.779813,0.779813,0.779813,0.779813,0.779813,0.164645
30.6652,0.9763,0.464262,3,7,0,-26.6696,1.01604,1.61417,0.222632,0.152317,0.200001,0.663026,0.0506504,0.0507867,0.254454,0.254454,0.254454,0.254454,0.254454,0.254454,0.663026,0.456252,0.456252,0.456252,0.74611,0.74611,0.74611,0.74611,0.74611,0.18127
30.274,0.971619,0.464262,2,7,0,-27.9939,1.01196,1.37163,0.27527,0.158275,0.200776,0.598389,0.0642938,0.0609839,0.253431,0.253431,0.253431,0.253431,0.253431,0.253431,0.598389,0.469056,0.469056,0.469056,0.759365,0.759365,0.759365,0.759365,0.759365,0.181904
34.3872,0.989959,0.464262,4,15,0,-28.6041,1.41056,1.67104,0.144868,0.135159,0.186593,0.339153,0.0664304,0.0476413,0.353256,0.353256,0.353256,0.353256,0.353256,0.353256,0.339153,0.417622,0.417622,0.417622,0.703714,0.703714,0.703714,0.703714,0.703714,0.170219
31.2885,0.981388,0.464262,4,23,0,-30.099,1.15134,1.41692,1.75812,0.120184,0.185002,0.290261,0.0699107,0.238639,0.28834,0.28834,0.28834,0.28834,0.28834,0.28834,0.290261,0.381673,0.381673,0.381673,0.660967,0.660967,0.660967,0.660967,0.660967,0.168897
35.9643,0.986045,0.464262,3,7,0,-29.9915,1.39904,1.92015,0.228976,0.135037,0.181728,0.294036,0.0513596,0.0717047,0.350373,0.350373,0.350373,0.350373,0.350373,0.350373,0.294036,0.417338,0.417338,0.417338,0.703388,0.703388,0.703388,0.703388,0.703388,0.166172
33.6231,0.973803,0.464262,3,7,0,-31.0909,1.04313,2.80897,0.458162,0.103224,0.201966,0.528947,0.0157441,0.0960196,0.261239,0.261239,0.261239,0.261239,0.261239,0.261239,0.528947,0.338269,0.338269,0.338269,0.605058,0.605058,0.605058,0.605058,0.605058,0.182877
36.6253,0.974637,0.464262,3,7,0,-33.1089,1.07892,2.39643,0.411203,0.119118,0.201252,0.430624,0.0245998,0.0910977,0.270201,0.270201,0.270201,0.270201,0.270201,0.270201,0.430624,0.379029,0.379029,0.379029,0.657697,0.657697,0.657697,0.657697,0.657697,0.182294
32.1916,0.92717,0.464262,3,7,0,-29.2418,1.28496,1.35119,0.68431,0.140423,0.210303,0.0894463,0.0833247,0.159472,0.321801,0.321801,0.321801,0.321801,0.321801,0.321801,0.0894463,0.429757,0.429757,0.429757,0.717424,0.717424,0.717424,0.717424,0.717424,0.189662
37.1543,0.347574,0.464262,3,7,0,-28.2956,1.28358,2.15303,0.275774,0.125935,0.205897,0.182873,0.0373313,0.0774761,0.321457,0.321457,0.321457,0.321457,0.321457,0.321457,0.182873,0.395735,0.395735,0.395735,0.678069,0.678069,0.678069,0.678069,0.678069,0.186083
36.2097,0.902291,0.464262,3,7,0,-35.0237,1.2589,1.4942,0.220049,0.124927,0.190889,0.413257,0.0707567,0.0622733,0.315275,0.315275,0.315275,0.315275,0.315275,0.315275,0.413257,0.393292,0.393292,0.393292,0.675134,0.675134,0.675134,0.675134,0.675134,0.173776
35.0709,0.949736,0.464262,3,7,0,-32.9757,1.08719,4.12113,0.410569,0.139123,0.191787,0.45711,0.00441795,0.0916816,0.272273,0.272273,0.272273,0.272273,0.272273,0.272273,0.45711,0.426784,0.426784,0.426784,0.714099,0.714099,0.714099,0.714099,0.714099,0.174517
34.0449,0.854849,0.464262,2,7,0,-29.6682,1.10684,0.908738,0.548467,0.123055,0.164511,0.250162,0.111718,0.117021,0.277193,0.277193,0.277193,0.277193,0.277193,0.277193,0.250162,0.388732,0.388732,0.388732,0.669614,0.669614,0.669614,0.669614,0.669614,0.151692
37.4905,1,0.464262,3,7,0,-33.0737,1.18966,1.67748,0.303709,0.153982,0.171507,0.359006,0.0556674,0.0780367,0.297936,0.297936,0.297936,0.297936,0.297936,0.297936,0.359006,0.459861,0.459861,0.459861,0.749886,0.749886,0.749886,0.749886,0.749886,0.157605
34.7578,0.786453,0.464262,3,7,0,-32.4876,1.05553,2.03014,0.671932,0.167573,0.17745,0.427903,0.0347127,0.129338,0.264344,0.264344,0.264344,0.264344,0.264344,0.264344,0.427903,0.488441,0.488441,0.488441,0.778683,0.778683,0.778683,0.778683,0.778683,0.162597
36.6468,0.967195,0.464262,3,15,0,-31.2675,1.19316,2.45978,0.640469,0.129009,0.171816,0.318989,0.0255347,0.141325,0.298812,0.298812,0.298812,0.298812,0.298812,0.298812,0.318989,0.403118,0.403118,0.403118,0.686853,0.686853,0.686853,0.686853,0.686853,0.157866
