lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,R0,logm1,logm2,sensrate,logprop,r,params.1,params.2,params.3,params.4,params.5,params.6,params.7,params.8,params.9,blood.1,blood.2,blood.3,blood.4,blood.5,blood.6,blood.7,blood.8,prop
# Adaptation terminated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Step size = 0.464262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Diagonal elements of inverse mass matrix:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 0.501615,0.120071,0.243412,0.0151765,0.0200817,0.344187,,,,,,,,,,,,,,,,,,,,,,,,,
36.2957,0.929204,0.464262,3,15,0,-34.9359,1.06806,2.23786,0.395731,0.12443,0.186611,0.325381,0.0285369,0.0874167,0.267483,0.267483,0.267483,0.267483,0.267483,0.267483,0.325381,0.392085,0.392085,0.392085,0.673678,0.673678,0.673678,0.673678,0.673678,0.170234
35.493,0.941515,0.464262,3,15,0,-34.157,1.1558,2.29716,0.195247,0.13531,0.155099,0.228959,0.029103,0.0513403,0.289455,0.289455,0.289455,0.289455,0.289455,0.289455,0.228959,0.417973,0.417973,0.417973,0.704116,0.704116,0.704116,0.704116,0.704116,0.143669
36.2686,0.977767,0.464262,3,7,0,-34.3529,1.16163,2.48349,0.273135,0.144758,0.200727,0.285129,0.0242771,0.0695315,0.290915,0.290915,0.290915,0.290915,0.290915,0.290915,0.285129,0.439559,0.439559,0.439559,0.728235,0.728235,0.728235,0.728235,0.728235,0.181864
35.7947,0.968052,0.464262,3,7,0,-34.5755,1.30497,3.18004,0.29707,0.114577,0.181571,0.367857,0.0135902,0.0839939,0.326814,0.326814,0.326814,0.326814,0.326814,0.326814,0.367857,0.367647,0.367647,0.367647,0.643418,0.643418,0.643418,0.643418,0.643418,0.166041
36.8794,0.966207,0.464262,3,15,0,-32.1607,1.34176,2.2268,0.17397,0.148437,0.162737,0.302397,0.0362484,0.0536562,0.336028,0.336028,0.336028,0.336028,0.336028,0.336028,0.302397,0.447747,0.447747,0.447747,0.737088,0.737088,0.737088,0.737088,0.737088,0.150186
35.2823,0.873352,0.464262,3,15,0,-33.482,1.13338,1.24653,0.166588,0.14407,0.175839,0.362612,0.0816042,0.0435557,0.283841,0.283841,0.283841,0.283841,0.283841,0.283841,0.362612,0.438016,0.438016,0.438016,0.726549,0.726549,0.726549,0.726549,0.726549,0.161247
36.7721,0.989192,0.464262,3,7,0,-32.9413,1.27361,2.23364,0.171396,0.148298,0.146501,0.305156,0.0341723,0.0502399,0.318958,0.318958,0.318958,0.318958,0.318958,0.318958,0.305156,0.447439,0.447439,0.447439,0.736757,0.736757,0.736757,0.736757,0.736757,0.136275
35.2788,0.760489,0.464262,3,7,0,-33.247,1.11498,3.64125,0.253432,0.153569,0.183776,0.4611,0.00732139,0.0625111,0.279233,0.279233,0.279233,0.279233,0.279233,0.279233,0.4611,0.458967,0.458967,0.458967,0.748954,0.748954,0.748954,0.748954,0.748954,0.167878
32.3519,0.874415,0.464262,3,7,0,-29.6974,1.28047,2.83327,1.0952,0.119708,0.181664,0.193368,0.0188623,0.21342,0.320678,0.320678,0.320678,0.320678,0.320678,0.320678,0.193368,0.380495,0.380495,0.380495,0.659512,0.659512,0.659512,0.659512,0.659512,0.166118
35.7035,1,0.464262,4,15,0,-30.804,1.28929,3.25739,0.317995,0.113977,0.233831,0.185439,0.0124275,0.0879519,0.322886,0.322886,0.322886,0.322886,0.322886,0.322886,0.185439,0.366129,0.366129,0.366129,0.641489,0.641489,0.641489,0.641489,0.641489,0.208504
36.8126,0.84617,0.464262,3,7,0,-34.3026,1.11635,1.67757,0.22535,0.133071,0.172349,0.423712,0.0522319,0.0564079,0.279575,0.279575,0.279575,0.279575,0.279575,0.279575,0.423712,0.412738,0.412738,0.412738,0.698094,0.698094,0.698094,0.698094,0.698094,0.158315
35.5604,0.934786,0.464262,2,7,0,-33.7274,1.28611,2.60409,0.676259,0.159991,0.174907,0.202801,0.0238251,0.158302,0.32209,0.32209,0.32209,0.32209,0.32209,0.32209,0.202801,0.472688,0.472688,0.472688,0.763053,0.763053,0.763053,0.763053,0.763053,0.160465
32.5436,0.762141,0.464262,3,15,0,-31.2938,1.03654,1.59325,0.259069,0.110812,0.165559,0.540374,0.0527651,0.059246,0.259589,0.259589,0.259589,0.259589,0.259589,0.259589,0.540374,0.358053,0.358053,0.358053,0.63113,0.63113,0.63113,0.63113,0.63113,0.15258
35.0622,0.99875,0.464262,3,15,0,-30.6622,1.30439,2.63448,0.274933,0.141429,0.222109,0.435716,0.0234405,0.0785233,0.326667,0.326667,0.326667,0.326667,0.326667,0.326667,0.435716,0.432048,0.432048,0.432048,0.719972,0.719972,0.719972,0.719972,0.719972,0.199172
34.9778,0.532511,0.464262,3,7,0,-30.9027,1.02446,1.50352,0.446325,0.139637,0.15755,0.40421,0.0570456,0.0923685,0.256562,0.256562,0.256562,0.256562,0.256562,0.256562,0.40421,0.42796,0.42796,0.42796,0.715417,0.715417,0.715417,0.715417,0.715417,0.145766
35.8849,0.907668,0.464262,3,15,0,-31.7873,1.3229,2.53969,0.474047,0.138333,0.2229,0.222616,0.0261367,0.125074,0.331303,0.331303,0.331303,0.331303,0.331303,0.331303,0.222616,0.42497,0.42497,0.42497,0.712059,0.712059,0.712059,0.712059,0.712059,0.199805
36.6193,0.999581,0.464262,3,7,0,-35.2135,1.20587,2.21709,0.190458,0.131208,0.15306,0.366164,0.0328947,0.0523717,0.301994,0.301994,0.301994,0.301994,0.301994,0.301994,0.366164,0.408346,0.408346,0.408346,0.69299,0.69299,0.69299,0.69299,0.69299,0.141922
33.2237,0.908298,0.464262,3,7,0,-31.7903,1.33794,2.64007,0.249635,0.172627,0.174803,0.0995132,0.0239094,0.0740222,0.335071,0.335071,0.335071,0.335071,0.335071,0.335071,0.0995132,0.498678,0.498678,0.498678,0.788524,0.788524,0.788524,0.788524,0.788524,0.160377
34.8055,0.993681,0.464262,4,31,0,-29.4937,1.1336,2.3406,0.865916,0.119999,0.178439,0.385952,0.0273305,0.16447,0.283895,0.283895,0.283895,0.283895,0.283895,0.283895,0.385952,0.381214,0.381214,0.381214,0.660401,0.660401,0.660401,0.660401,0.660401,0.163425
34.08,0.978856,0.464262,2,7,0,-30.4776,1.14859,3.83229,0.127476,0.149656,0.169644,0.382823,0.0062305,0.0344276,0.28765,0.28765,0.28765,0.28765,0.28765,0.28765,0.382823,0.450434,0.450434,0.450434,0.739957,0.739957,0.739957,0.739957,0.739957,0.156035
36.3883,0.898472,0.464262,3,7,0,-31.4911,1.14014,1.88004,0.563884,0.122315,0.179921,0.414156,0.0435679,0.123066,0.285533,0.285533,0.285533,0.285533,0.285533,0.285533,0.414156,0.386919,0.386919,0.386919,0.667406,0.667406,0.667406,0.667406,0.667406,0.164664
36.2286,0.988443,0.464262,3,7,0,-35.1422,1.13069,1.90762,0.671352,0.130978,0.180065,0.425038,0.0420311,0.138463,0.283166,0.283166,0.283166,0.283166,0.283166,0.283166,0.425038,0.4078,0.4078,0.4078,0.692353,0.692353,0.692353,0.692353,0.692353,0.164784
34.1974,0.986322,0.464262,3,7,0,-33.0499,1.05515,2.2522,0.152057,0.158329,0.154557,0.425768,0.0277903,0.0372749,0.264248,0.264248,0.264248,0.264248,0.264248,0.264248,0.425768,0.469171,0.469171,0.469171,0.759482,0.759482,0.759482,0.759482,0.759482,0.143205
36.1512,0.961977,0.464262,3,7,0,-32.4768,1.17497,2.68275,0.475951,0.147632,0.145052,0.384729,0.0201197,0.111437,0.294257,0.294257,0.294257,0.294257,0.294257,0.294257,0.384729,0.445966,0.445966,0.445966,0.735176,0.735176,0.735176,0.735176,0.735176,0.135023
37.286,0.979869,0.464262,3,15,0,-35.2723,1.3162,2.35901,0.290895,0.129766,0.19484,0.362574,0.0311539,0.0831991,0.329624,0.329624,0.329624,0.329624,0.329624,0.329624,0.362574,0.404922,0.404922,0.404922,0.688978,0.688978,0.688978,0.688978,0.688978,0.177034
36.9291,0.996415,0.464262,3,15,0,-35.1591,1.31571,2.29134,0.255743,0.12385,0.218,0.360205,0.0333228,0.0743551,0.329502,0.329502,0.329502,0.329502,0.329502,0.329502,0.360205,0.390672,0.390672,0.390672,0.671969,0.671969,0.671969,0.671969,0.671969,0.195875
35.7728,0.968428,0.464262,3,7,0,-34.2167,1.32365,2.72338,0.131008,0.112199,0.191767,0.284748,0.0217632,0.0407036,0.331492,0.331492,0.331492,0.331492,0.331492,0.331492,0.284748,0.361603,0.361603,0.361603,0.635705,0.635705,0.635705,0.635705,0.635705,0.174501
35.5418,0.938588,0.464262,3,7,0,-30.604,1.21785,1.83479,0.329275,0.186376,0.161479,0.29218,0.0486916,0.085568,0.304996,0.304996,0.304996,0.304996,0.304996,0.304996,0.29218,0.525505,0.525505,0.525505,0.813138,0.813138,0.813138,0.813138,0.813138,0.149116
35.3726,0.951593,0.464262,3,15,0,-32.7793,1.06258,2.53763,0.293919,0.130183,0.158348,0.530612,0.0210369,0.0677685,0.26611,0.26611,0.26611,0.26611,0.26611,0.26611,0.530612,0.405915,0.405915,0.405915,0.690144,0.690144,0.690144,0.690144,0.690144,0.146447
36.9662,0.993554,0.464262,3,7,0,-34.0509,1.25698,1.73146,0.314567,0.143235,0.204336,0.278375,0.0557269,0.0849614,0.314794,0.314794,0.314794,0.314794,0.314794,0.314794,0.278375,0.436134,0.436134,0.436134,0.724485,0.724485,0.724485,0.724485,0.724485,0.184812
36.94,0.993269,0.464262,3,7,0,-36.3505,1.13654,3.0756,0.316571,0.139237,0.154831,0.333346,0.0131391,0.0772367,0.284632,0.284632,0.284632,0.284632,0.284632,0.284632,0.333346,0.427046,0.427046,0.427046,0.714393,0.714393,0.714393,0.714393,0.714393,0.14344
34.5034,0.781504,0.464262,2,7,0,-31.0123,1.07638,2.20355,0.285508,0.105689,0.179078,0.400365,0.0297629,0.0669513,0.269565,0.269565,0.269565,0.269565,0.269565,0.269565,0.400365,0.34476,0.34476,0.34476,0.613722,0.613722,0.613722,0.613722,0.613722,0.163959
36.7856,0.955635,0.464262,3,15,0,-32.0734,1.22571,2.92384,0.260206,0.140129,0.179428,0.192963,0.0164921,0.0703274,0.306962,0.306962,0.306962,0.306962,0.306962,0.306962,0.192963,0.429085,0.429085,0.429085,0.716675,0.716675,0.716675,0.716675,0.716675,0.164252
35.2375,0.739394,0.464262,2,3,0,-31.0402,1.32965,2.80961,0.277843,0.152489,0.176781,0.109207,0.0200556,0.0807789,0.332994,0.332994,0.332994,0.332994,0.332994,0.332994,0.109207,0.456625,0.456625,0.456625,0.746502,0.746502,0.746502,0.746502,0.746502,0.162037
34.6269,0.423718,0.464262,4,15,0,-30.1445,1.11569,2.48298,0.267874,0.101041,0.218888,0.554453,0.0233292,0.0656603,0.279411,0.279411,0.279411,0.279411,0.279411,0.279411,0.554453,0.332465,0.332465,0.332465,0.597221,0.597221,0.597221,0.597221,0.597221,0.196589
36.6527,0.973265,0.464262,3,7,0,-33.5888,1.19982,1.87197,0.295571,0.122607,0.209951,0.476662,0.0462199,0.0768907,0.30048,0.30048,0.30048,0.30048,0.30048,0.30048,0.476662,0.387635,0.387635,0.387635,0.668278,0.668278,0.668278,0.668278,0.668278,0.189376
35.8,0.916118,0.464262,3,7,0,-35.0696,1.09798,3.12469,0.297974,0.11372,0.202723,0.379279,0.0120853,0.0708556,0.274976,0.274976,0.274976,0.274976,0.274976,0.274976,0.379279,0.365477,0.365477,0.365477,0.640659,0.640659,0.640659,0.640659,0.640659,0.183496
35.95,0.914257,0.464262,2,7,0,-31.3348,1.08784,2.92877,0.465377,0.119479,0.174357,0.405517,0.0145651,0.101373,0.272435,0.272435,0.272435,0.272435,0.272435,0.272435,0.405517,0.379926,0.379926,0.379926,0.658809,0.658809,0.658809,0.658809,0.658809,0.160003
36.8746,1,0.464262,3,7,0,-35.617,1.26466,1.65831,0.338336,0.157402,0.167267,0.322754,0.0603225,0.0909122,0.316719,0.316719,0.316719,0.316719,0.316719,0.316719,0.322754,0.467199,0.467199,0.467199,0.757467,0.757467,0.757467,0.757467,0.757467,0.154027
33.4784,0.977878,0.464262,3,7,0,-32.1132,1.18895,5.45234,0.201294,0.147725,0.178351,0.395402,0.00127627,0.0542896,0.297758,0.297758,0.297758,0.297758,0.297758,0.297758,0.395402,0.446172,0.446172,0.446172,0.735397,0.735397,0.735397,0.735397,0.735397,0.163351
36.4816,1,0.464262,3,7,0,-32.0343,1.32493,2.43403,0.203223,0.118022,0.171294,0.282785,0.0290941,0.0610214,0.331812,0.331812,0.331812,0.331812,0.331812,0.331812,0.282785,0.376302,0.376302,0.376302,0.654306,0.654306,0.654306,0.654306,0.654306,0.157426
36.8536,0.769594,0.464262,3,7,0,-33.7609,1.19942,3.10356,0.596021,0.143848,0.188015,0.234845,0.0134839,0.134871,0.300381,0.300381,0.300381,0.300381,0.300381,0.300381,0.234845,0.437516,0.437516,0.437516,0.726002,0.726002,0.726002,0.726002,0.726002,0.171398
36.2024,0.959726,0.464262,3,7,0,-35.3221,1.24111,3.38656,0.550345,0.139887,0.15907,0.240259,0.0105134,0.131554,0.310819,0.310819,0.310819,0.310819,0.310819,0.310819,0.240259,0.428532,0.428532,0.428532,0.716057,0.716057,0.716057,0.716057,0.716057,0.147064
37.1387,0.950633,0.464262,3,7,0,-34.9393,1.26068,3.23411,0.302079,0.161109,0.169076,0.247779,0.0124379,0.0823151,0.315721,0.315721,0.315721,0.315721,0.315721,0.315721,0.247779,0.475041,0.475041,0.475041,0.765425,0.765425,0.765425,0.765425,0.765425,0.155556
36.7545,0.71084,0.464262,3,7,0,-34.1087,1.12141,1.74102,0.252057,0.127945,0.167694,0.319718,0.049243,0.0625714,0.280842,0.280842,0.280842,0.280842,0.280842,0.280842,0.319718,0.400573,0.400573,0.400573,0.68384,0.68384,0.68384,0.68384,0.68384,0.154387
36.6698,0.999311,0.464262,3,15,0,-35.9702,1.22029,2.97857,0.380365,0.124577,0.227765,0.272907,0.0155448,0.0966901,0.305606,0.305606,0.305606,0.305606,0.305606,0.305606,0.272907,0.392442,0.392442,0.392442,0.674109,0.674109,0.674109,0.674109,0.674109,0.203689
36.5752,0.940266,0.464262,3,15,0,-34.9472,1.11623,1.66888,0.257153,0.153931,0.172088,0.324866,0.0526826,0.0633872,0.279547,0.279547,0.279547,0.279547,0.279547,0.279547,0.324866,0.45975,0.45975,0.45975,0.749771,0.749771,0.749771,0.749771,0.749771,0.158095
36.7227,0.965169,0.464262,3,7,0,-34.1333,1.1338,2.15089,0.414213,0.124952,0.197336,0.241538,0.0330457,0.0962969,0.283945,0.283945,0.283945,0.283945,0.283945,0.283945,0.241538,0.393353,0.393353,0.393353,0.675208,0.675208,0.675208,0.675208,0.675208,0.179085
37.5284,1,0.464262,3,7,0,-35.7069,1.18178,2.79572,0.350146,0.148958,0.176163,0.425638,0.0180747,0.0874312,0.295961,0.295961,0.295961,0.295961,0.295961,0.295961,0.425638,0.448897,0.448897,0.448897,0.738318,0.738318,0.738318,0.738318,0.738318,0.161518
36.5838,0.93247,0.464262,3,7,0,-35.3568,1.23766,1.9854,0.304069,0.120882,0.176772,0.17124,0.042565,0.0812673,0.309956,0.309956,0.309956,0.309956,0.309956,0.309956,0.17124,0.383397,0.383397,0.383397,0.663091,0.663091,0.663091,0.663091,0.663091,0.162029
37.38,0.984187,0.464262,3,7,0,-35.1903,1.31099,1.76923,0.256233,0.126448,0.191921,0.203383,0.0559669,0.0742134,0.328321,0.328321,0.328321,0.328321,0.328321,0.328321,0.203383,0.396972,0.396972,0.396972,0.679551,0.679551,0.679551,0.679551,0.679551,0.174628
34.9915,0.554438,0.464262,3,15,0,-31.9297,1.12663,1.86848,0.181914,0.113708,0.222003,0.481017,0.0435524,0.0469294,0.282151,0.282151,0.282151,0.282151,0.282151,0.282151,0.481017,0.365446,0.365446,0.365446,0.64062,0.64062,0.64062,0.64062,0.64062,0.199087
37.2648,0.952871,0.464262,3,7,0,-34.2187,1.2351,2.75196,0.414873,0.120662,0.212683,0.383337,0.0197352,0.105036,0.309316,0.309316,0.309316,0.309316,0.309316,0.309316,0.383337,0.382852,0.382852,0.382852,0.662421,0.662421,0.662421,0.662421,0.662421,0.191588
36.2348,0.861051,0.464262,3,15,0,-35.0914,1.06263,1.77764,0.306379,0.123248,0.18911,0.445068,0.0449842,0.0702276,0.266122,0.266122,0.266122,0.266122,0.266122,0.266122,0.445068,0.389205,0.389205,0.389205,0.670189,0.670189,0.670189,0.670189,0.670189,0.172305
37.0318,0.996644,0.464262,3,15,0,-35.3773,1.16226,1.86964,0.432516,0.118316,0.218785,0.397496,0.0448772,0.102203,0.291072,0.291072,0.291072,0.291072,0.291072,0.291072,0.397496,0.377034,0.377034,0.377034,0.655218,0.655218,0.655218,0.655218,0.655218,0.196506
38.1973,0.998071,0.464262,3,15,0,-36.8206,1.18363,2.42285,0.32797,0.126151,0.18646,0.338931,0.0262836,0.0828851,0.296425,0.296425,0.296425,0.296425,0.296425,0.296425,0.338931,0.396255,0.396255,0.396255,0.678693,0.678693,0.678693,0.678693,0.678693,0.170108
32.0896,0.626408,0.464262,3,11,0,-31.0038,1.03277,1.46822,0.707987,0.163022,0.181163,0.232257,0.059575,0.131227,0.258645,0.258645,0.258645,0.258645,0.258645,0.258645,0.232257,0.479043,0.479043,0.479043,0.76943,0.76943,0.76943,0.76943,0.76943,0.1657
33.255,0.999662,0.464262,3,7,0,-29.6503,1.03418,3.28686,0.802298,0.118414,0.193245,0.508935,0.00967898,0.14289,0.258998,0.258998,0.258998,0.258998,0.258998,0.258998,0.508935,0.377278,0.377278,0.377278,0.655521,0.655521,0.655521,0.655521,0.655521,0.17572
32.8361,0.917814,0.464262,3,7,0,-29.8418,1.02994,1.67809,1.42242,0.12269,0.206172,0.313203,0.0481643,0.195739,0.257934,0.257934,0.257934,0.257934,0.257934,0.257934,0.313203,0.38784,0.38784,0.38784,0.668529,0.668529,0.668529,0.668529,0.668529,0.186307
34.7627,0.918027,0.464262,3,7,0,-30.0045,1.13227,2.98122,0.862783,0.116944,0.22646,0.425145,0.0143854,0.163904,0.283563,0.283563,0.283563,0.283563,0.283563,0.283563,0.425145,0.373606,0.373606,0.373606,0.650934,0.650934,0.650934,0.650934,0.650934,0.202649
34.9201,0.813821,0.464262,4,23,0,-30.2707,1.2164,1.50253,0.721438,0.123765,0.199403,0.138744,0.0678009,0.156565,0.304632,0.304632,0.304632,0.304632,0.304632,0.304632,0.138744,0.390466,0.390466,0.390466,0.67172,0.67172,0.67172,0.67172,0.67172,0.18078
33.3116,0.677995,0.464262,3,7,0,-31.7883,1.14313,3.24727,0.176986,0.15815,0.185204,0.630663,0.0111308,0.0464375,0.286282,0.286282,0.286282,0.286282,0.286282,0.286282,0.630663,0.46879,0.46879,0.46879,0.759094,0.759094,0.759094,0.759094,0.759094,0.169065
34.3058,0.994635,0.464262,3,15,0,-31.5117,1.26156,2.1713,0.177119,0.13681,0.181005,0.608009,0.0360265,0.0512835,0.315941,0.315941,0.315941,0.315941,0.315941,0.315941,0.608009,0.421455,0.421455,0.421455,0.708084,0.708084,0.708084,0.708084,0.708084,0.165569
34.7159,0.896694,0.464262,3,7,0,-32.2289,1.12587,3.03273,0.32421,0.117547,0.173909,0.228306,0.013586,0.0780752,0.28196,0.28196,0.28196,0.28196,0.28196,0.28196,0.228306,0.375115,0.375115,0.375115,0.652824,0.652824,0.652824,0.652824,0.652824,0.159626
33.704,1,0.464262,3,7,0,-31.8773,1.16437,1.92377,0.29481,0.151709,0.167556,0.677456,0.0425899,0.0744538,0.291602,0.291602,0.291602,0.291602,0.291602,0.291602,0.677456,0.454928,0.454928,0.454928,0.744717,0.744717,0.744717,0.744717,0.744717,0.15427
34.3178,0.996078,0.464262,3,7,0,-31.7485,1.04424,2.37361,0.315434,0.141461,0.166295,0.673249,0.0243586,0.0707477,0.261517,0.261517,0.261517,0.261517,0.261517,0.261517,0.673249,0.43212,0.43212,0.43212,0.720053,0.720053,0.720053,0.720053,0.720053,0.153204
36.6026,0.981991,0.464262,3,7,0,-32.6339,1.06942,2.52408,0.554013,0.137981,0.1712,0.422304,0.0214612,0.113921,0.267821,0.267821,0.267821,0.267821,0.267821,0.267821,0.422304,0.42416,0.42416,0.42416,0.711146,0.711146,0.711146,0.711146,0.711146,0.157347
36.4497,0.973458,0.464262,3,7,0,-34.3104,1.22752,2.20149,0.707778,0.123002,0.208057,0.307538,0.0340122,0.155941,0.307418,0.307418,0.307418,0.307418,0.307418,0.307418,0.307538,0.388602,0.388602,0.388602,0.669456,0.669456,0.669456,0.669456,0.669456,0.187839
36.3307,1,0.464262,3,7,0,-34.5184,1.26007,2.20584,0.29883,0.106914,0.221952,0.419575,0.0347623,0.0815156,0.315567,0.315567,0.315567,0.315567,0.315567,0.315567,0.419575,0.347963,0.347963,0.347963,0.617957,0.617957,0.617957,0.617957,0.617957,0.199046
36.8035,0.869163,0.464262,3,7,0,-34.4124,1.26466,2.02743,0.243755,0.126882,0.19828,0.175551,0.0417033,0.0685128,0.316719,0.316719,0.316719,0.316719,0.316719,0.316719,0.175551,0.398017,0.398017,0.398017,0.680799,0.680799,0.680799,0.680799,0.680799,0.17986
37.2281,0.998865,0.464262,3,7,0,-35.8323,1.09317,2.3505,0.525759,0.134851,0.187593,0.388714,0.0260961,0.111943,0.27377,0.27377,0.27377,0.27377,0.27377,0.27377,0.388714,0.416905,0.416905,0.416905,0.702893,0.702893,0.702893,0.702893,0.702893,0.171048
35.8625,0.98613,0.464262,3,15,0,-34.5212,1.19434,2.13565,0.412337,0.0980375,0.243814,0.367797,0.0353448,0.101068,0.299108,0.299108,0.299108,0.299108,0.299108,0.299108,0.367797,0.324397,0.324397,0.324397,0.586186,0.586186,0.586186,0.586186,0.586186,0.216366
35.0409,0.910039,0.464262,3,7,0,-30.5062,1.41959,2.74153,0.173945,0.106474,0.237994,0.206975,0.0229209,0.0567611,0.355518,0.355518,0.355518,0.355518,0.355518,0.355518,0.206975,0.346816,0.346816,0.346816,0.616443,0.616443,0.616443,0.616443,0.616443,0.211793
34.7788,0.882026,0.464262,4,15,0,-31.1475,1.34309,2.35876,0.245171,0.120406,0.256482,0.340578,0.0317985,0.0731344,0.33636,0.33636,0.33636,0.33636,0.33636,0.33636,0.340578,0.382222,0.382222,0.382222,0.661644,0.661644,0.661644,0.661644,0.661644,0.226231
36.1766,0.934415,0.464262,3,7,0,-32.7167,1.17232,3.42449,0.41946,0.108154,0.205943,0.344522,0.00956118,0.100585,0.293594,0.293594,0.293594,0.293594,0.293594,0.293594,0.344522,0.351191,0.351191,0.351191,0.622199,0.622199,0.622199,0.622199,0.622199,0.186121
35.4875,0.965187,0.464262,3,7,0,-33.9146,1.30125,1.35133,0.428899,0.122519,0.2181,0.166877,0.0843689,0.113659,0.325882,0.325882,0.325882,0.325882,0.325882,0.325882,0.166877,0.387421,0.387421,0.387421,0.668017,0.668017,0.668017,0.668017,0.668017,0.195955
33.4088,0.897989,0.464262,3,7,0,-30.7627,1.14835,4.05716,0.171784,0.13791,0.15511,0.588098,0.00497477,0.0453929,0.28759,0.28759,0.28759,0.28759,0.28759,0.28759,0.588098,0.423995,0.423995,0.423995,0.710959,0.710959,0.710959,0.710959,0.710959,0.143679
33.9636,1,0.464262,3,7,0,-31.3398,1.17142,3.6834,0.11845,0.140578,0.160379,0.51443,0.00737445,0.0327702,0.293366,0.293366,0.293366,0.293366,0.293366,0.293366,0.51443,0.430111,0.430111,0.430111,0.717819,0.717819,0.717819,0.717819,0.717819,0.148179
33.7792,0.946213,0.464262,3,7,0,-32.1406,1.11265,1.59417,0.730343,0.14009,0.203017,0.177715,0.056587,0.144412,0.278649,0.278649,0.278649,0.278649,0.278649,0.278649,0.177715,0.428998,0.428998,0.428998,0.716577,0.716577,0.716577,0.716577,0.716577,0.183736
34.8365,1,0.464262,3,7,0,-32.4254,1.19491,2.79362,0.152957,0.110793,0.193122,0.521517,0.0183139,0.0424437,0.29925,0.29925,0.29925,0.29925,0.29925,0.29925,0.521517,0.358002,0.358002,0.358002,0.631064,0.631064,0.631064,0.631064,0.631064,0.175618
35.7191,0.963318,0.464262,3,7,0,-32.0766,1.29219,1.42018,0.410954,0.125031,0.221696,0.178691,0.0782075,0.109052,0.323611,0.323611,0.323611,0.323611,0.323611,0.323611,0.178691,0.393546,0.393546,0.393546,0.67544,0.67544,0.67544,0.67544,0.67544,0.198841
35.9577,0.947497,0.464262,2,3,0,-34.6782,1.28461,1.74242,0.40246,0.125936,0.231102,0.192158,0.056331,0.106592,0.321714,0.321714,0.321714,0.321714,0.321714,0.321714,0.192158,0.395736,0.395736,0.395736,0.678071,0.678071,0.678071,0.678071,0.678071,0.206342
35.7796,0.964766,0.464262,3,7,0,-33.1783,1.09152,3.06991,0.223564,0.151767,0.151295,0.475627,0.0126906,0.0547632,0.273357,0.273357,0.273357,0.273357,0.273357,0.273357,0.475627,0.455053,0.455053,0.455053,0.74485,0.74485,0.74485,0.74485,0.74485,0.140406
34.5234,0.975834,0.464262,3,7,0,-32.2539,1.0603,1.38169,0.725431,0.159792,0.153072,0.259841,0.0666908,0.136987,0.265538,0.265538,0.265538,0.265538,0.265538,0.265538,0.259841,0.472269,0.472269,0.472269,0.762629,0.762629,0.762629,0.762629,0.762629,0.141932
33.8142,0.982183,0.464262,3,15,0,-32.5902,1.43863,3.90498,0.114824,0.123622,0.212416,0.261718,0.00725665,0.0390828,0.360286,0.360286,0.360286,0.360286,0.360286,0.360286,0.261718,0.390117,0.390117,0.390117,0.671296,0.671296,0.671296,0.671296,0.671296,0.191372
36.8421,0.78624,0.464262,3,7,0,-32.2317,1.2214,2.21729,0.302204,0.106285,0.197541,0.336044,0.033312,0.0797783,0.305883,0.305883,0.305883,0.305883,0.305883,0.305883,0.336044,0.346323,0.346323,0.346323,0.615791,0.615791,0.615791,0.615791,0.615791,0.179254
37.3109,0.948139,0.464262,4,15,0,-34.7284,1.23063,2.59853,0.336078,0.121858,0.218896,0.248956,0.0229245,0.0879688,0.308195,0.308195,0.308195,0.308195,0.308195,0.308195,0.248956,0.385798,0.385798,0.385798,0.666036,0.666036,0.666036,0.666036,0.666036,0.196595
36.4563,0.954622,0.464262,3,7,0,-34.7809,1.27713,2.06232,0.128359,0.13461,0.166256,0.324593,0.0406706,0.0385288,0.319841,0.319841,0.319841,0.319841,0.319841,0.319841,0.324593,0.416341,0.416341,0.416341,0.702246,0.702246,0.702246,0.702246,0.702246,0.153171
35.3501,0.72154,0.464262,3,7,0,-33.5903,1.06448,2.57871,0.740282,0.133808,0.203614,0.313781,0.0202264,0.13943,0.266587,0.266587,0.266587,0.266587,0.266587,0.266587,0.313781,0.414467,0.414467,0.414467,0.700091,0.700091,0.700091,0.700091,0.700091,0.184223
36.5889,0.972146,0.464262,3,15,0,-33.9179,1.2029,2.35399,0.148184,0.143639,0.168612,0.282083,0.0286156,0.0414905,0.301251,0.301251,0.301251,0.301251,0.301251,0.301251,0.282083,0.437046,0.437046,0.437046,0.725486,0.725486,0.725486,0.725486,0.725486,0.155164
35.1423,0.893903,0.464262,2,3,0,-34.0646,1.43836,2.60733,0.156899,0.152984,0.187348,0.20811,0.0265594,0.0523072,0.360219,0.360219,0.360219,0.360219,0.360219,0.360219,0.20811,0.457699,0.457699,0.457699,0.747628,0.747628,0.747628,0.747628,0.747628,0.170845
35.7105,0.89564,0.464262,3,15,0,-32.4355,1.39534,2.3433,0.308513,0.113087,0.194022,0.171003,0.0335504,0.0927645,0.349446,0.349446,0.349446,0.349446,0.349446,0.349446,0.171003,0.363866,0.363866,0.363866,0.638603,0.638603,0.638603,0.638603,0.638603,0.17636
